 x0 (cm),y0 (cm),freq (GHz),"Electric field norm (V/m), Point: 2","Electric field norm (V/m), Point: 3","Electric field norm (V/m), Point: 5","Electric field norm (V/m), Point: 6","Electric field norm (V/m), Point: 7","Electric field norm (V/m), Point: 8","Electric field norm (V/m), Point: 10","Electric field norm (V/m), Point: 11","Electric field norm (V/m), Point: 12","Electric field norm (V/m), Point: 13","Electric field norm (V/m), Point: 14","Electric field norm (V/m), Point: 15"
1,1,30,2.065434956,0.795092684,1.05616547,1.603542353,0.751788979,2.092073138,0.003936489,0.002990019,0.003508274,0.004382894,0.776126113,2.088574764
1.1,1.1,1,0.586069601,0.53535477,0.573401623,0.597408833,0.90850719,0.481833859,5.99E-07,3.45E-07,3.04E-06,3.15E-06,0.935124464,0.479916086
1.1,1.1,1.1,0.584758658,0.428047838,0.569487516,0.464895233,0.677795151,0.575953469,8.65E-07,5.50E-07,2.68E-06,2.73E-06,0.658211551,0.581478285
1.1,1.1,1.2,0.56233854,0.432032775,0.551798657,0.371533295,0.550261114,0.613985444,1.02E-06,6.08E-07,2.34E-06,2.35E-06,0.425040368,0.652619304
1.1,1.1,1.3,0.528749702,0.509212914,0.511670978,0.398576306,0.541532061,0.599530434,1.20E-06,6.85E-07,2.28E-06,2.32E-06,0.47652851,0.636929681
1.1,1.1,1.4,0.487238619,0.624982767,0.467636835,0.538173176,0.585156787,0.555919351,1.37E-06,7.82E-07,2.26E-06,2.42E-06,0.649694054,0.540879603
1.1,1.1,1.5,0.450689856,0.780336023,0.463677771,0.693544833,0.619339552,0.47733893,1.51E-06,8.27E-07,2.14E-06,2.43E-06,0.715010346,0.426789062
1.1,1.1,1.6,0.471789469,0.875216817,0.506264454,0.761671081,0.489165897,0.526736438,1.94E-06,1.28E-06,2.07E-06,2.52E-06,0.533048323,0.521148398
1.1,1.1,1.7,0.49859141,0.841692355,0.529255626,0.720177305,0.371834587,0.670906139,2.83E-06,2.13E-06,2.32E-06,2.96E-06,0.281458231,0.70206026
1.1,1.1,1.8,0.510185685,0.829082073,0.545270059,0.731762052,0.653653723,0.737738494,3.64E-06,2.76E-06,2.72E-06,3.45E-06,0.61461551,0.778596467
1.1,1.1,1.9,0.558051271,0.925993283,0.607287521,0.857168071,1.027064476,0.667920743,4.25E-06,3.11E-06,3.01E-06,3.68E-06,1.049508335,0.6938869
1.1,1.1,2,0.619615968,0.957753311,0.66838681,0.889170589,1.136680564,0.44802069,4.70E-06,3.34E-06,2.96E-06,3.56E-06,1.175964193,0.458987491
1.1,1.1,2.1,0.605621645,0.781681881,0.63469864,0.703736826,0.863153285,0.431718812,5.23E-06,3.78E-06,2.85E-06,3.59E-06,0.898598302,0.450479993
1.1,1.1,2.2,0.600616406,0.672265227,0.624933289,0.583955465,0.582041436,0.558128188,5.99E-06,4.48E-06,3.23E-06,4.20E-06,0.591313166,0.593225725
1.1,1.1,2.3,0.629082514,0.726943626,0.647083443,0.642938047,0.693657674,0.608560676,6.76E-06,5.16E-06,3.62E-06,4.77E-06,0.700350704,0.633437246
1.1,1.1,2.4,0.728450612,0.724079943,0.755399615,0.662814065,0.997371152,0.471900446,7.38E-06,5.63E-06,3.88E-06,5.22E-06,0.99264305,0.48236429
1.1,1.1,2.5,0.734921939,0.552599567,0.77107847,0.541532922,0.892121221,0.456702209,7.81E-06,5.90E-06,4.39E-06,5.92E-06,0.853633552,0.499052538
1.1,1.1,2.6,0.686856602,0.43053583,0.71816684,0.470714703,0.679139141,0.558573896,8.40E-06,6.34E-06,5.10E-06,6.75E-06,0.637125306,0.585480946
1.1,1.1,2.7,0.615804819,0.34510477,0.636705816,0.442319062,0.420422841,0.669273523,9.25E-06,7.05E-06,5.79E-06,7.49E-06,0.439998674,0.654107248
1.1,1.1,2.8,0.533800685,0.30773697,0.553797289,0.422243435,0.22314385,0.697265419,1.01E-05,7.87E-06,6.34E-06,8.13E-06,0.324156666,0.694320419
1.1,1.1,2.9,0.473355015,0.321121421,0.500481782,0.429555725,0.427531622,0.620593672,1.10E-05,8.68E-06,6.89E-06,8.88E-06,0.460136631,0.669184379
1.1,1.1,3,0.410241597,0.411069653,0.456221398,0.504959711,0.661453694,0.520957746,1.21E-05,9.44E-06,7.57E-06,9.72E-06,0.646711511,0.608512731
1.1,1.1,3.1,0.421130509,0.552406145,0.426641981,0.632526899,0.778667658,0.507128569,1.32E-05,1.02E-05,8.31E-06,1.05E-05,0.765479998,0.584755629
1.1,1.1,3.2,0.522059475,0.433185526,0.505753951,0.506789503,0.488928399,0.543940126,1.41E-05,1.08E-05,8.79E-06,1.11E-05,0.46837868,0.552786636
1.1,1.1,3.3,0.500634246,0.275643176,0.506615838,0.39227451,0.248107784,0.596018685,1.48E-05,1.13E-05,9.02E-06,1.16E-05,0.299130919,0.573456106
1.1,1.1,3.4,0.511762798,0.315159592,0.495054972,0.436814658,0.774856557,0.506383595,1.53E-05,1.16E-05,9.66E-06,1.26E-05,0.785404764,0.465832947
1.1,1.1,3.5,0.674240345,0.548226688,0.602980986,0.621344351,1.200505879,0.40106159,1.61E-05,1.22E-05,1.10E-05,1.41E-05,1.168278439,0.38237993
1.1,1.1,3.6,0.749161394,0.410550736,0.684994489,0.430027805,1.416453458,0.354372999,1.73E-05,1.33E-05,1.21E-05,1.54E-05,1.351945425,0.357902092
1.1,1.1,3.7,0.707252788,0.352842415,0.65593683,0.461415703,1.020947185,0.514808722,1.87E-05,1.45E-05,1.29E-05,1.63E-05,0.920002293,0.518203346
1.1,1.1,3.8,0.689739829,0.454958069,0.652182303,0.597099354,0.618965737,0.632455369,2.00E-05,1.56E-05,1.37E-05,1.71E-05,0.506208951,0.615373525
1.1,1.1,3.9,0.675693869,0.53370735,0.655801497,0.647081046,0.130028188,0.662242793,2.12E-05,1.65E-05,1.48E-05,1.83E-05,0.270281103,0.634440263
1.1,1.1,4,0.693998032,0.337074771,0.720221993,0.381801672,0.689074379,0.621588635,2.23E-05,1.72E-05,1.59E-05,1.97E-05,0.752232698,0.582860866
1.1,1.1,4.1,0.686859363,0.235944424,0.719541077,0.317908189,0.900177085,0.459395869,2.34E-05,1.79E-05,1.69E-05,2.08E-05,0.902605099,0.445166454
1.1,1.1,4.2,0.698765008,0.286082892,0.731566743,0.331320665,0.866607219,0.505221938,2.44E-05,1.85E-05,1.78E-05,2.18E-05,0.871444273,0.504950975
1.1,1.1,4.3,0.6569422,0.264105076,0.686355721,0.204453318,0.658987921,0.609441562,2.56E-05,1.93E-05,1.88E-05,2.30E-05,0.626261838,0.641820219
1.1,1.1,4.4,0.599922385,0.172207916,0.601205227,0.150303906,0.427356923,0.635524465,2.69E-05,2.03E-05,2.00E-05,2.43E-05,0.196209329,0.721053307
1.1,1.1,4.5,0.575313799,0.076739612,0.599686019,0.241118125,0.171486056,0.652258106,2.83E-05,2.16E-05,2.14E-05,2.59E-05,0.3043016,0.702622275
1.1,1.1,4.6,0.571790823,0.084193112,0.596279385,0.247444465,0.57647193,0.553431318,2.99E-05,2.29E-05,2.26E-05,2.74E-05,0.72050105,0.56160206
1.1,1.1,4.7,0.51469675,0.111379665,0.507657564,0.178376546,0.790887532,0.468658756,3.14E-05,2.42E-05,2.38E-05,2.89E-05,0.983303823,0.43843278
1.1,1.1,4.8,0.474291819,0.230436403,0.429385286,0.332454247,1.068508188,0.450098243,3.29E-05,2.54E-05,2.50E-05,3.03E-05,1.232354615,0.378073575
1.1,1.1,4.9,0.503968977,0.186051917,0.462193981,0.272763676,0.860549243,0.41344148,3.43E-05,2.64E-05,2.64E-05,3.18E-05,0.972860154,0.441451748
1.1,1.1,5,0.507060631,0.154619702,0.466755536,0.217827807,0.590781473,0.454010629,3.57E-05,2.73E-05,2.79E-05,3.34E-05,0.549864459,0.558278465
1.1,1.1,5.1,0.518151299,0.123419898,0.511060136,0.136939814,0.623400239,0.446136556,3.72E-05,2.83E-05,2.95E-05,3.51E-05,0.379268926,0.557531439
1.1,1.1,5.2,0.584066462,0.161646635,0.616593269,0.143385736,0.912375435,0.416144631,3.88E-05,2.94E-05,3.10E-05,3.68E-05,0.76842977,0.48560492
1.1,1.1,5.3,0.62046263,0.147471471,0.667265693,0.163304006,1.154588905,0.380444431,4.04E-05,3.07E-05,3.25E-05,3.85E-05,1.076161405,0.431353611
1.1,1.1,5.4,0.621699027,0.130517711,0.675346275,0.147216784,1.110851385,0.379567664,4.22E-05,3.20E-05,3.40E-05,4.03E-05,1.125898211,0.414705777
1.1,1.1,5.5,0.631512787,0.100441725,0.691445439,0.108375385,1.001964675,0.524177965,4.40E-05,3.34E-05,3.56E-05,4.20E-05,1.050087546,0.510650418
1.1,1.1,5.6,0.641731858,0.155855413,0.714888738,0.111557692,0.766874214,0.61269587,4.59E-05,3.49E-05,3.71E-05,4.37E-05,0.723835217,0.61052053
1.1,1.1,5.7,0.64834541,0.132931136,0.7171313,0.137999552,0.300233798,0.623227312,4.80E-05,3.65E-05,3.87E-05,4.54E-05,0.265737068,0.640645795
1.1,1.1,5.8,0.656938334,0.077267636,0.712385278,0.182397457,0.134582545,0.567641375,5.00E-05,3.80E-05,4.04E-05,4.72E-05,0.281636127,0.560202936
1.1,1.1,5.9,0.650510827,0.104128775,0.715549502,0.259399955,0.46955013,0.513477342,5.20E-05,3.95E-05,4.22E-05,4.91E-05,0.603251183,0.501982816
1.1,1.1,6,0.63935663,0.132559089,0.714421194,0.349400715,0.765261068,0.505959598,5.40E-05,4.09E-05,4.40E-05,5.11E-05,0.930189758,0.501957574
1.1,1.1,6.1,0.637940241,0.221231017,0.704211705,0.440780536,0.975308783,0.450382992,5.60E-05,4.24E-05,4.58E-05,5.30E-05,0.847895355,0.439105892
1.1,1.1,6.2,0.589227485,0.474305747,0.696429868,0.322822618,0.92254024,0.404706814,5.80E-05,4.39E-05,4.77E-05,5.50E-05,0.506569631,0.385175888
1.1,1.1,6.3,0.491173332,0.588660113,0.637459674,0.311207248,0.59523808,0.44710827,6.02E-05,4.56E-05,4.97E-05,5.71E-05,0.277304592,0.419367135
1.1,1.1,6.4,0.468455968,0.56811564,0.581420427,0.382929177,0.520317056,0.488618514,6.25E-05,4.74E-05,5.18E-05,5.94E-05,0.424634638,0.450059102
1.1,1.1,6.5,0.456267565,0.643113152,0.514590436,0.594156122,0.776382445,0.509591501,6.48E-05,4.92E-05,5.39E-05,6.17E-05,0.882298924,0.494067684
1.1,1.1,6.6,0.523160442,0.708398179,0.490332083,0.80458806,0.982608508,0.453385689,6.72E-05,5.12E-05,5.58E-05,6.39E-05,1.350760999,0.479896577
1.1,1.1,6.7,0.54522885,0.970371922,0.478831319,0.240461819,1.873377546,0.377306793,6.98E-05,5.32E-05,5.78E-05,6.60E-05,1.999735402,0.432556464
1.1,1.1,6.8,0.662637709,1.101089478,0.550201591,0.305195566,2.191754098,0.42516518,7.23E-05,5.52E-05,5.98E-05,6.82E-05,2.445887447,0.523422688
1.1,1.1,6.9,0.650631073,0.979166464,0.572732858,0.407565045,1.814508457,0.396332991,7.48E-05,5.71E-05,6.22E-05,7.04E-05,2.175681713,0.410945582
1.1,1.1,7,0.614162026,0.97204739,0.571487185,0.685004808,1.327950824,0.387318792,7.74E-05,5.91E-05,6.47E-05,7.28E-05,1.728340999,0.391855353
1.1,1.1,7.1,0.651136274,1.328438865,0.628330789,1.058517954,1.215270748,0.44563806,8.02E-05,6.12E-05,6.70E-05,7.51E-05,1.462448638,0.493712443
1.1,1.1,7.2,0.693232229,1.326155707,0.745776934,0.99023655,0.872570387,0.462710896,8.31E-05,6.32E-05,6.91E-05,7.75E-05,0.802164015,0.596840329
1.1,1.1,7.3,0.713444697,1.044099154,0.84006146,0.934984962,0.990612036,0.462827433,8.62E-05,6.53E-05,7.11E-05,8.00E-05,0.693993803,0.614517053
1.1,1.1,7.4,0.733926368,0.924307121,0.86892897,0.807221659,1.459078043,0.506170857,8.92E-05,6.75E-05,7.34E-05,8.26E-05,0.844647632,0.531301403
1.1,1.1,7.5,0.753668071,0.950964973,0.91490541,0.647021641,1.715700684,0.530166125,9.22E-05,6.97E-05,7.59E-05,8.53E-05,1.150364285,0.417457659
1.1,1.1,7.6,0.777402619,0.848111777,0.955123106,0.177512664,1.480696907,0.504481118,9.52E-05,7.19E-05,7.85E-05,8.79E-05,1.494076976,0.372341849
1.1,1.1,7.7,0.727174035,0.547987382,0.910316374,1.033835885,1.046665347,0.41599436,9.80E-05,7.40E-05,8.11E-05,9.06E-05,1.026837381,0.453628301
1.1,1.1,7.8,0.670385128,0.619037178,0.920207095,1.177554929,0.741202543,0.43928472,1.01E-04,7.62E-05,8.38E-05,9.33E-05,1.052542145,0.596091644
1.1,1.1,7.9,0.569564311,0.529792747,0.911771149,0.877188003,0.171194687,0.478951233,1.04E-04,7.87E-05,8.65E-05,9.61E-05,0.78250257,0.60270618
1.1,1.1,8,0.505676883,0.472981774,0.907445422,0.506644351,0.31042796,0.558172837,1.07E-04,8.14E-05,8.93E-05,9.90E-05,0.184809261,0.648723435
1.1,1.1,8.1,0.49179207,0.435699515,0.907342301,0.084360045,0.508289288,0.599612048,1.11E-04,8.41E-05,9.22E-05,1.02E-04,0.503804249,0.700970367
1.1,1.1,8.2,0.536245185,0.323121511,0.865461746,0.417754068,0.757028432,0.517085118,1.14E-04,8.69E-05,9.50E-05,1.05E-04,1.155019055,0.682059885
1.1,1.1,8.3,0.517284515,0.107685377,0.900870382,0.751439192,1.509959587,0.370294732,1.18E-04,8.98E-05,9.80E-05,1.08E-04,1.501014677,0.567568071
1.1,1.1,8.4,0.473920148,0.080556518,0.983396826,0.937690208,1.792376829,0.380552689,1.22E-04,9.25E-05,1.01E-04,1.11E-04,1.726370612,0.435662391
1.1,1.1,8.5,0.469054442,0.083146636,1.004899155,0.822722304,1.633487541,0.380685768,1.25E-04,9.53E-05,1.04E-04,1.14E-04,1.626951537,0.376554458
1.1,1.1,8.6,0.475311281,0.174745714,0.952532843,0.847738411,1.476945193,0.448641203,1.29E-04,9.82E-05,1.07E-04,1.17E-04,1.487862596,0.377994321
1.1,1.1,8.7,0.523322365,0.243389343,0.790237834,1.548799432,1.516588992,0.538274568,1.33E-04,1.01E-04,1.10E-04,1.21E-04,1.384951384,0.376747887
1.1,1.1,8.8,0.586281982,0.965124776,0.669859062,1.705351725,0.840044512,0.535781226,1.37E-04,1.04E-04,1.13E-04,1.24E-04,0.888795416,0.382033418
1.1,1.1,8.9,0.666741203,1.250868854,0.753321962,1.906420087,0.35129394,0.44791647,1.41E-04,1.07E-04,1.17E-04,1.27E-04,0.680106775,0.420130391
1.1,1.1,9,0.843517404,1.170091962,0.859148106,2.173536955,0.712595506,0.422170223,1.45E-04,1.10E-04,1.20E-04,1.31E-04,1.074948591,0.474837182
1.1,1.1,9.1,0.918821558,1.208632996,0.866248617,2.166258111,0.718430281,0.435217193,1.49E-04,1.13E-04,1.24E-04,1.35E-04,1.283872965,0.554811776
1.1,1.1,9.2,0.93367377,1.331501592,0.809306132,2.086508719,0.703335093,0.47619062,1.53E-04,1.16E-04,1.27E-04,1.38E-04,1.386211486,0.628731768
1.1,1.1,9.3,0.926869746,1.329980456,0.794065252,2.130929886,0.494645858,0.51828978,1.57E-04,1.19E-04,1.31E-04,1.42E-04,1.601148488,0.6140912
1.1,1.1,9.4,0.911601435,1.58179783,0.856175238,1.889280046,0.392869891,0.624590329,1.62E-04,1.23E-04,1.34E-04,1.45E-04,1.488196107,0.482255017
1.1,1.1,9.5,1.107432764,2.047766166,0.888512443,2.103266828,0.737295831,0.686326714,1.66E-04,1.26E-04,1.38E-04,1.49E-04,0.908274124,0.367800648
1.1,1.1,9.6,1.191709586,1.929494409,0.947512636,2.239063234,0.453543861,0.687789985,1.70E-04,1.30E-04,1.42E-04,1.53E-04,0.440725246,0.4919133
1.1,1.1,9.7,1.099807352,1.878059421,0.969748834,2.153804381,0.24936287,0.640647049,1.75E-04,1.33E-04,1.46E-04,1.57E-04,0.516764778,0.565424124
1.1,1.1,9.8,1.052263871,2.013382953,0.998260781,2.022824636,0.800943329,0.588407462,1.79E-04,1.37E-04,1.50E-04,1.61E-04,0.826746288,0.592173601
1.1,1.1,9.9,1.026784781,2.150507925,1.085243741,1.792162997,1.105282191,0.579401924,1.84E-04,1.41E-04,1.54E-04,1.65E-04,1.327907906,0.696816446
1.1,1.1,10,1.003391014,2.196302792,1.196601259,1.170850239,1.24396862,0.533842392,1.90E-04,1.44E-04,1.57E-04,1.69E-04,1.877285091,0.83101059
1.1,1.1,10.1,1.210137274,2.711789938,1.236039056,0.924688613,2.492705839,0.427888651,1.94E-04,1.48E-04,1.61E-04,1.73E-04,1.760342045,0.735152172
1.1,1.1,10.2,1.235877097,2.606835385,1.26176085,1.004323154,3.050582264,0.476770492,1.99E-04,1.51E-04,1.65E-04,1.77E-04,2.177934204,0.555560493
1.1,1.1,10.3,1.060540661,2.515812877,1.386905777,1.020118653,3.156360308,0.475239965,2.05E-04,1.54E-04,1.69E-04,1.81E-04,2.569421442,0.455595876
1.1,1.1,10.4,0.883817831,2.679622498,1.503555198,1.039351108,3.078507441,0.492971148,2.10E-04,1.58E-04,1.74E-04,1.85E-04,2.559533864,0.473110972
1.1,1.1,10.5,0.840260759,2.934594009,1.51296911,0.887300339,2.678612285,0.577643293,2.15E-04,1.63E-04,1.78E-04,1.90E-04,2.126443013,0.561781305
1.1,1.1,10.6,0.780933093,3.032726862,1.334747835,0.442976142,1.422155448,1.012296976,2.20E-04,1.67E-04,1.82E-04,1.94E-04,1.333888967,0.911799728
1.1,1.1,10.7,0.922700603,3.391818241,1.117266335,0.352314947,0.796226326,1.502668545,2.26E-04,1.71E-04,1.87E-04,1.99E-04,1.316769708,1.444736517
1.1,1.1,10.8,1.435992108,4.052811842,1.086987612,0.522491999,2.115356617,1.697567058,2.31E-04,1.75E-04,1.91E-04,2.04E-04,1.953532439,1.621729458
1.1,1.1,10.9,1.639732852,3.796215969,1.235413142,1.260163893,2.265864805,1.487376152,2.37E-04,1.80E-04,1.97E-04,2.09E-04,1.842848571,1.557579429
1.1,1.1,11,1.64660443,3.47206081,1.381012355,1.802912773,2.258700699,1.135352841,2.43E-04,1.84E-04,2.02E-04,2.13E-04,1.216067357,1.466654221
1.1,1.1,11.1,1.600587334,3.561235628,1.534795954,2.250168264,2.431976192,0.92365641,2.49E-04,1.89E-04,2.07E-04,2.18E-04,0.963344129,1.272164317
1.1,1.1,11.2,1.656942408,4.396584749,1.660436795,2.664093575,3.086196758,0.877586013,2.55E-04,1.93E-04,2.12E-04,2.24E-04,1.716573331,0.982216824
1.1,1.1,11.3,1.754446318,4.980589269,1.767912585,2.652142834,3.266916835,0.524557099,2.62E-04,1.98E-04,2.18E-04,2.30E-04,1.736033698,0.728397456
1.1,1.1,11.4,1.98202883,4.741729048,1.830062228,2.467457925,1.805115354,0.613817396,2.67E-04,2.02E-04,2.23E-04,2.35E-04,0.468174454,0.445970316
1.1,1.1,11.5,2.09617006,4.803708534,1.974368382,3.096873704,0.587354312,0.944801298,2.73E-04,2.06E-04,2.28E-04,2.40E-04,0.705664432,0.48745543
1.1,1.1,11.6,2.014558298,4.802572344,2.134879031,3.410255313,0.156254367,0.993712488,2.79E-04,2.11E-04,2.33E-04,2.46E-04,1.192009551,0.61346613
1.1,1.1,11.7,1.959889748,4.841510624,2.268835833,3.576632405,0.492006835,0.883316038,2.85E-04,2.16E-04,2.39E-04,2.51E-04,1.253725065,0.955339045
1.1,1.1,11.8,2.007954807,4.98297096,2.365803735,3.754202374,0.595859825,1.022596695,2.92E-04,2.20E-04,2.45E-04,2.57E-04,1.333746587,1.417958812
1.1,1.1,11.9,2.031077758,4.473759473,2.179820767,3.170893337,0.231032214,1.401088926,2.98E-04,2.24E-04,2.51E-04,2.64E-04,1.825882572,1.523118402
1.1,1.1,12,2.066912144,3.657485158,1.851618224,2.117792417,0.696235688,1.404215718,3.04E-04,2.30E-04,2.57E-04,2.70E-04,1.819120405,1.332190174
1.1,1.1,12.1,2.117022307,3.416745039,1.853808881,1.999441157,0.879982159,1.335181932,3.11E-04,2.36E-04,2.63E-04,2.75E-04,1.361644861,1.469090647
1.1,1.1,12.2,2.039610737,3.236806646,1.980044249,1.806299307,0.651751625,1.366699275,3.18E-04,2.42E-04,2.69E-04,2.81E-04,1.011393191,1.724782485
1.1,1.1,12.3,1.761269454,3.047304062,2.066950373,2.038828549,0.210591285,1.281046515,3.25E-04,2.48E-04,2.75E-04,2.86E-04,0.96678036,1.877777353
1.1,1.1,12.4,1.525528998,3.123676226,2.119119273,3.090978764,0.315281972,0.879897848,3.32E-04,2.54E-04,2.80E-04,2.92E-04,1.176896669,1.798547678
1.1,1.1,12.5,1.819532778,3.71967058,2.179742176,3.976917434,0.207602489,0.843695378,3.39E-04,2.60E-04,2.85E-04,2.98E-04,1.338227961,1.242939779
1.1,1.1,12.6,2.069842596,4.086764813,2.07555418,3.96795723,0.310388826,1.032861299,3.46E-04,2.66E-04,2.91E-04,3.04E-04,1.123244752,0.58697506
1.1,1.1,12.7,2.324048677,3.965176344,1.993204513,3.64130347,0.991641246,1.175204183,3.54E-04,2.72E-04,2.98E-04,3.10E-04,0.80099539,0.594606954
1.1,1.1,12.8,2.444380716,3.19956501,1.7402629,3.102438208,1.253961806,1.282127083,3.63E-04,2.76E-04,3.04E-04,3.17E-04,1.032209115,0.796685891
1.1,1.1,12.9,2.304097116,2.512657738,1.553779489,2.171872651,1.551410721,1.302435742,3.71E-04,2.81E-04,3.10E-04,3.23E-04,1.326822416,0.710792265
1.1,1.1,13,2.001235708,2.093634521,1.579393484,1.706789135,1.486843921,1.490943889,3.79E-04,2.86E-04,3.17E-04,3.30E-04,1.447052769,0.540954394
1.1,1.1,13.1,1.697295459,1.855841272,1.659192955,2.410157293,1.594023881,1.37137332,3.87E-04,2.91E-04,3.23E-04,3.36E-04,1.968635484,0.448388944
1.1,1.1,13.2,1.461495899,3.458849462,1.606198236,2.325514411,3.07259391,0.997949232,3.94E-04,2.96E-04,3.30E-04,3.42E-04,3.536425416,0.630947893
1.1,1.1,13.3,0.995218369,5.489576188,1.567605712,1.508564207,5.246733222,1.105916695,4.02E-04,3.02E-04,3.37E-04,3.50E-04,6.496697375,1.290357323
1.1,1.1,13.4,0.847165275,5.815312511,1.287218026,1.136404072,7.839990205,1.094403119,4.10E-04,3.09E-04,3.44E-04,3.57E-04,9.532155646,2.009939067
1.1,1.1,13.5,1.087246378,4.747792116,1.183592365,1.816333744,7.218697108,0.988654716,4.18E-04,3.15E-04,3.50E-04,3.63E-04,8.545075709,1.903965786
1.1,1.1,13.6,1.381549649,3.765745775,1.036221356,2.144554747,5.599235823,0.795246938,4.26E-04,3.20E-04,3.57E-04,3.70E-04,6.479732315,1.29517635
1.1,1.1,13.7,2.081882201,3.149370275,1.03307678,2.403190414,4.063667746,0.922302264,4.34E-04,3.26E-04,3.64E-04,3.77E-04,4.788890411,0.723587602
1.1,1.1,13.8,2.464827384,3.292094506,1.39734359,2.781577464,3.302965622,0.870444969,4.40E-04,3.33E-04,3.73E-04,3.84E-04,4.112452534,0.765984187
1.1,1.1,13.9,2.439251309,4.001116726,1.628761445,3.012229885,4.057830359,0.84809767,4.48E-04,3.39E-04,3.81E-04,3.92E-04,5.294142842,0.936614942
1.1,1.1,14,1.942511864,4.231368051,1.522158659,2.590473931,4.537701415,1.179816332,4.57E-04,3.44E-04,3.89E-04,4.00E-04,5.21425164,1.172237891
1.1,1.1,14.1,1.085426482,3.564624532,1.251540926,1.727529645,4.668950345,1.118143489,4.66E-04,3.53E-04,3.97E-04,4.07E-04,3.617473044,1.171571121
1.1,1.1,14.2,0.530054048,2.158025003,0.879203158,1.055240627,3.325380038,1.149912683,4.77E-04,3.63E-04,4.04E-04,4.15E-04,2.645604887,1.239089092
1.1,1.1,14.3,1.091176403,0.893400048,0.72700746,1.225364955,2.113267025,1.447235072,4.87E-04,3.71E-04,4.12E-04,4.23E-04,1.400839559,1.343262117
1.1,1.1,14.4,1.487364442,0.504690499,0.831521239,1.655566709,1.875975505,1.413886027,4.98E-04,3.78E-04,4.20E-04,4.31E-04,1.171034903,1.172546618
1.1,1.1,14.5,1.496079195,1.139381365,0.844281088,1.888236444,2.793895878,1.024081538,5.09E-04,3.86E-04,4.28E-04,4.40E-04,2.236148277,0.684203112
1.1,1.1,14.6,1.454059445,1.61539876,0.734688413,1.931290123,3.266474162,0.684592376,5.19E-04,3.94E-04,4.35E-04,4.47E-04,2.82702767,0.68155277
1.1,1.1,14.7,1.468098313,1.996364902,0.60247403,1.90829328,3.57959401,0.50033087,5.28E-04,4.01E-04,4.42E-04,4.56E-04,4.146478468,0.486896689
1.1,1.1,14.8,1.280354377,2.300336054,0.602068581,2.057880073,4.128965626,1.02694203,5.37E-04,4.07E-04,4.51E-04,4.65E-04,4.786532162,0.843699962
1.1,1.1,14.9,1.092376068,2.316968076,0.539956962,2.139511155,4.625953221,1.802778358,5.47E-04,4.14E-04,4.61E-04,4.75E-04,3.878626836,0.82983374
1.1,1.1,15,0.998930068,2.381516037,0.810839019,2.325204202,5.289781751,1.940886322,5.57E-04,4.23E-04,4.70E-04,4.85E-04,4.416471492,0.491671
1.1,1.1,15.1,0.842037589,2.665277633,0.959111654,2.437560548,4.359040834,1.651928195,5.67E-04,4.31E-04,4.79E-04,4.93E-04,5.539750728,1.018118196
1.1,1.1,15.2,0.881737932,2.868801087,1.025061482,2.583304471,3.384706301,1.487595936,5.77E-04,4.36E-04,4.89E-04,5.02E-04,5.050830158,1.367707101
1.1,1.1,15.3,0.8200963,2.819460467,1.081861546,2.666863121,2.690946796,1.362187848,5.89E-04,4.42E-04,4.99E-04,5.09E-04,4.679753096,1.619911498
1.1,1.1,15.4,0.744291749,2.750833268,1.184964599,2.710870626,1.843446717,1.482162827,6.01E-04,4.51E-04,5.09E-04,5.17E-04,4.455558666,2.231930027
1.1,1.1,15.5,0.908677359,2.827257099,1.261274398,2.804893239,2.814826724,0.789437103,6.11E-04,4.59E-04,5.19E-04,5.27E-04,3.735137769,2.505294982
1.1,1.1,15.6,0.903592848,2.821671811,1.191438402,2.770793882,2.683795098,1.057631986,6.21E-04,4.68E-04,5.28E-04,5.37E-04,2.836599337,2.507431896
1.1,1.1,15.7,0.713137411,2.741897695,1.153656431,2.763366752,1.678812446,1.725606978,6.32E-04,4.77E-04,5.36E-04,5.47E-04,1.600553791,2.36862468
1.1,1.1,15.8,0.493345344,2.650111965,1.277127731,2.913685189,1.806637637,1.952870974,6.45E-04,4.85E-04,5.44E-04,5.57E-04,1.135562132,2.158627255
1.1,1.1,15.9,0.515568911,2.6722955,1.492719838,3.025108699,2.204606064,1.355291933,6.54E-04,4.94E-04,5.54E-04,5.67E-04,2.580421848,1.654644097
1.1,1.1,16,0.858188603,3.006574375,1.498826421,2.973119104,2.550280823,0.744199108,6.65E-04,5.02E-04,5.66E-04,5.76E-04,3.628655577,1.138744727
1.1,1.1,16.1,1.081432886,3.04788697,1.454638058,2.820211767,2.137292238,1.838252316,6.77E-04,5.12E-04,5.77E-04,5.87E-04,3.840288681,1.551147087
1.1,1.1,16.2,1.198598435,2.998939184,1.25284846,2.878095091,2.016619538,2.157988601,6.88E-04,5.19E-04,5.87E-04,5.98E-04,3.182492471,2.278062234
1.1,1.1,16.3,1.365617968,3.160198859,1.107960365,2.858478452,0.796569814,1.531607373,6.99E-04,5.27E-04,5.98E-04,6.08E-04,3.286058413,1.95297167
1.1,1.1,16.4,1.429371967,3.24795224,0.894968333,2.641810036,1.355593608,2.020101572,7.10E-04,5.38E-04,6.08E-04,6.18E-04,2.162425529,1.979605598
