 x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2",Detector
-5.5,-5.5,7.1000000000000005,0.6971899962938547,0.6421984496630452,0.7903896126211486,0.6941248017739503
-5.5,-5.5,7.2,0.72024178838437,0.633401037838336,0.8315405442060869,0.7042085140137125
-5.5,-5.5,7.300000000000002,0.73664891590298,0.6330801295304077,0.8345346429553522,0.7054325527844595
-5.5,-5.5,7.4,0.7493975576983032,0.6395183471011818,0.8192545047613083,0.7084392476274708
-5.5,-5.5,7.500000000000001,0.7572230664108919,0.644849795476312,0.7871593719137339,0.7137265589459595
-5.5,-5.5,7.6000000000000005,0.7572896541656299,0.6425042189068385,0.7407261438266916,0.7207540513759528
-5.5,-5.5,7.7,0.7477948782797882,0.6301038939058604,0.6883581519021845,0.7279101556656534
-5.5,-5.5,7.800000000000002,0.7416488113929613,0.6148060672403908,0.6823517266331462,0.7296299328067313
-5.5,-5.5,7.9,0.7594953939969985,0.6216457444186383,0.6972327074516126,0.7385063431966237
-5.5,-5.5,8,0.7635040994368496,0.6332901011984968,0.6827744352709267,0.7265627386824139
-5.5,-5.5,8.1,0.7617361028510832,0.6419621249081692,0.6660464256015429,0.7069488950145064
-5.5,-5.5,8.2,0.7567683718788709,0.6427434561937584,0.6404632157964346,0.690363319328305
-5.5,-5.5,8.3,0.7472770964798754,0.63591482592697,0.5999477549093637,0.6788888953239919
-5.5,-5.5,8.4,0.7309132331718531,0.6268655608536186,0.5444057050950118,0.6701598951348485
-5.5,-5.5,8.5,0.7072191009174489,0.6243899170512803,0.48165009364850286,0.6591718769936288
-5.5,-5.5,8.600000000000001,0.6962421225114966,0.627961794316469,0.4258427296853653,0.6641460037679692
-5.5,-5.5,8.700000000000001,0.691913448926459,0.6272882329911917,0.3879897352382275,0.6685531134988121
-5.5,-5.5,8.8,0.684190339669935,0.6208565563697942,0.36677584013951803,0.6507095906157994
-5.5,-5.5,8.9,0.6753927392354437,0.6148804973356249,0.3556618140460857,0.6272626521438623
-5.5,-5.5,9,0.6657383369301376,0.6165945925051828,0.35357289178500234,0.6098822227127667
-5.5,-5.5,9.100000000000003,0.6539757328366883,0.6223777936153908,0.37316625196912884,0.602353336967428
-5.5,-5.5,9.200000000000001,0.6383541847190302,0.6254906023634283,0.4242560298112282,0.6014735760831033
-5.5,-5.5,9.3,0.6211782347222504,0.6217341060417556,0.5193629208494966,0.6020222734569045
-5.5,-5.5,9.4,0.6177442167997462,0.6124945935726024,0.6360672923878722,0.6323640286760046
-5.5,-5.5,9.5,0.6182228220723587,0.6066424960738862,0.7158792271447069,0.6503073339886843
-5.5,-5.5,9.600000000000003,0.6181897677010617,0.608383982335637,0.7549034117731326,0.6532986662830962
-5.5,-5.5,9.700000000000001,0.6172130373107881,0.6115801532583878,0.7643437404268978,0.6534904557005692
-5.5,-5.5,9.8,0.6160310115800248,0.6108409244797199,0.7552833185395014,0.6589795039262601
-5.5,-5.5,9.9,0.6137116433612523,0.6036954779559867,0.7352474507558339,0.6705419007950292
-5.5,-5.5,10,0.6095916487708717,0.5924668273579089,0.7152753809445911,0.6813631569122603
-5.5,-5.5,10.100000000000003,0.6144260933163498,0.5897781692418183,0.7418515337362562,0.6968071122509282
-5.5,-5.5,10.200000000000001,0.6290722899320265,0.6002252260725354,0.7755661687680112,0.7177638542151467
-5.5,-5.5,10.3,0.6455540557102748,0.6078741562146085,0.7906281970299439,0.7265543070627316
-5.5,-5.5,10.4,0.6585357180873955,0.6086565454874507,0.7776700556559403,0.7215367982241808
-5.5,-5.5,10.5,0.6688749548902959,0.6081042462614633,0.7503022253665236,0.7113011424133634
-5.5,-5.5,10.600000000000003,0.6772715683345112,0.608884252702166,0.7128823404446992,0.6992270353052324
-5.5,-5.5,10.700000000000001,0.681511827805637,0.6160689390865098,0.6652216258996191,0.6848373471514767
-5.5,-5.5,10.8,0.6811469220765303,0.6262860366917187,0.6162311412438646,0.6667613080230221
-5.5,-5.5,10.9,0.6846815540732738,0.6319038950183878,0.5716693371705661,0.6574296846455179
-5.5,-5.5,11,0.6921965684730921,0.6268318790052799,0.532260643344642,0.651093855430768
-6,-6,5,0.5845319278811982,0.6014284135996363,0.7259723802248255,0.5464045135712395
-6,-6,5.1000000000000005,0.5773702110731301,0.5985613619784464,0.6970817739023584,0.5561546957816286
-6,-6,5.2,0.5657618458099993,0.5991341011878824,0.6641728867344522,0.5714247830900635
-6,-6,5.300000000000001,0.5543057037375987,0.5995340045909349,0.6313066209059134,0.5805861178334154
-6,-6,5.4,0.5563113155013971,0.5989522828509611,0.6084301314707846,0.5869803280266356
-6,-6,5.5,0.5768658110419366,0.5871721113459403,0.6032015156507374,0.6526600482564137
-6,-6,5.6000000000000005,0.596977709162655,0.5858342725311106,0.6097737282685053,0.7216930319007735
-6,-6,5.7,0.6147344708343262,0.5991541247999194,0.6134395808802396,0.7405549962320603
-6,-6,5.800000000000001,0.6322918802415405,0.6127343915313785,0.6018072277642773,0.7416855228754005
-6,-6,5.9,0.6462029994356764,0.6202115344376857,0.5693648059090105,0.7396055155275378
-6,-6,6,0.6545608405838581,0.6183458081194396,0.5168307282951771,0.7384118196788703
-6,-6,6.1000000000000005,0.6570191986505407,0.6093617556630455,0.4479232768142634,0.7313809751820063
-6,-6,6.2,0.6531743011831368,0.6073630749259773,0.3583866588266748,0.702821922563324
-6,-6,6.300000000000001,0.6544301724240447,0.622121220185014,0.4012526461610162,0.7101881534220272
-6,-6,6.4,0.6709195279093005,0.6273677738878423,0.48500733994234296,0.7423381218536086
-6,-6,6.5,0.68356493618102,0.6276760554855837,0.5273755904297907,0.7415515628108248
-6,-6,6.6000000000000005,0.6904380718733867,0.6256594232057172,0.5501882727055405,0.7280639364060884
-6,-6,6.7,0.6916158805679289,0.6292923695075809,0.5643908542362079,0.7125974834440072
-6,-6,6.800000000000001,0.6882732124543324,0.6392561765497444,0.5773199667900671,0.702488619875198
-6,-6,6.9,0.681929493418207,0.6507874098410186,0.594713845901268,0.6966632730873032
-6,-6,7,0.6763924010220832,0.6543732168348455,0.654675977981538,0.6755836413328329
-6,-6,7.1000000000000005,0.6971882366173181,0.642198588795018,0.7903854005851395,0.6820708167112548
-6,-6,7.2,0.7202407369952059,0.6334007764496334,0.8315360355092384,0.698138927211249
-6,-6,7.300000000000002,0.7366486107901494,0.6330793043881078,0.8345298747998595,0.7018031753552433
-6,-6,7.4,0.7493976471020835,0.6395175518635687,0.8192495574033222,0.7048957080929991
-6,-6,7.500000000000001,0.7572228152617433,0.6448494827796417,0.7871540516741246,0.7092515652945662
-6,-6,7.6000000000000005,0.7572880274899189,0.6425042900345947,0.7407201170934637,0.7151453256532269
-6,-6,7.7,0.7477911163355053,0.6301037375552291,0.6883511158842167,0.7205414425007278
-6,-6,7.800000000000002,0.7416435502042318,0.6148050988260835,0.6823449839196503,0.7130712707677614
-6,-6,7.9,0.7594901794000471,0.6216447293282054,0.6972279863807042,0.7184320674803737
-6,-6,8,0.7635001505160933,0.6332898163652552,0.6827715649206682,0.7076740116222356
-6,-6,8.1,0.7617340104391835,0.6419623064876927,0.6660445070955108,0.6872758249624629
-6,-6,8.2,0.7567677718235685,0.6427432766445896,0.6404610343928333,0.668738771054031
-6,-6,8.3,0.7472768857257936,0.6359138463350057,0.5999444177572322,0.6548243687748115
-6,-6,8.4,0.7309121142557989,0.6268643970838428,0.5444010776927458,0.6440432474511465
-6,-6,8.5,0.7072164097609197,0.6243894914659516,0.48164457014326184,0.63140084131593
-6,-6,8.600000000000001,0.6962393043924756,0.6279622601979682,0.425836971427283,0.625941732781249
-6,-6,8.700000000000001,0.6919113155020866,0.6272882919920583,0.3879857498165729,0.6303819157085289
-6,-6,8.8,0.68418959883724,0.6208560735287011,0.366773609643899,0.6150923432284783
-6,-6,8.9,0.6753935872026159,0.6148799504089458,0.3556608554774441,0.5930035461255446
-6,-6,9,0.6657405214693144,0.6165944886867909,0.3535730635170841,0.5759319921879579
-6,-6,9.100000000000003,0.6539787589696822,0.6223781681346182,0.3731686559953083,0.5681096803665961
-6,-6,9.200000000000001,0.6383573845139363,0.6254914585309451,0.4242607236383418,0.5671741024227357
-6,-6,9.3,0.6211808510633232,0.6217353027912481,0.5193691077379773,0.565043864939175
-6,-6,9.4,0.6177459832357555,0.6124959699623721,0.6360725511658957,0.5892764452752995
-6,-6,9.5,0.6182236635344177,0.6066434978806039,0.7158816756037248,0.6113462479471813
-6,-6,9.600000000000003,0.6181903092163982,0.6083844042425246,0.7549041192462712,0.6193264116552429
-6,-6,9.700000000000001,0.6172139840305907,0.6115804918627465,0.7643443303845684,0.6220312294904834
-6,-6,9.8,0.6160323880364855,0.6108415367912046,0.7552855496574661,0.6277165082947481
-6,-6,9.9,0.6137130863186756,0.603696466261392,0.7352527918727455,0.6381570109372052
-6,-6,10,0.6095925190747873,0.5924678200198955,0.7152845888428677,0.6477003037064913
-6,-6,10.100000000000003,0.614426019345751,0.5897786255381592,0.7418651811868339,0.6557776924347412
-6,-6,10.200000000000001,0.6290719141727177,0.6002250241213012,0.7755807507498848,0.6728090895723583
-6,-6,10.3,0.6455552018875261,0.6078742983065213,0.790643539523327,0.6858549611816881
-6,-6,10.4,0.6585382622480159,0.6086574650387312,0.7776852793253081,0.6877101681268587
-6,-6,10.5,0.6688781258727335,0.608105934690261,0.7503171131248125,0.6822150576129355
-6,-6,10.600000000000003,0.6772750214129617,0.6088856910207083,0.7128969995433448,0.6727398574318371
-6,-6,10.700000000000001,0.6815153203707802,0.6160689729346334,0.665234863684984,0.6600656280573273
-6,-6,10.8,0.6811498900815721,0.626285475964383,0.6162394356463352,0.6428214758320759
-6,-6,10.9,0.6846822032017617,0.6319039193595147,0.571672414720417,0.6298071716006814
-6,-6,11,0.6921930217491226,0.6268335078536891,0.5322583551226217,0.6194256657959927
-6.5,-6.5,5,0.5845316533617938,0.6014282573038701,0.725972623433358,0.50695276587956
-6.5,-6.5,5.1000000000000005,0.5773699453573562,0.5985612420590085,0.6970820808144415,0.5208805744480111
-6.5,-6.5,5.2,0.5657616113917908,0.5991340347832912,0.6641731224170591,0.5389925479323637
-6.5,-6.5,5.300000000000001,0.5543055174799213,0.5995339836488471,0.6313066465808329,0.5487272357218037
-6.5,-6.5,5.4,0.5563111750649056,0.5989522948448038,0.6084299654811208,0.5486069559505857
-6.5,-6.5,5.5,0.5768656337846961,0.5871721026336992,0.6032017042085086,0.6070920106918788
-6.5,-6.5,5.6000000000000005,0.5969774871138377,0.5858343202327517,0.6097743907995383,0.6857633730699066
-6.5,-6.5,5.7,0.6147342467820449,0.5991542481489681,0.6134404262744607,0.7142893456983749
-6.5,-6.5,5.800000000000001,0.6322915765945659,0.6127345029052882,0.6018081234551403,0.7219316371214662
-6.5,-6.5,5.9,0.6462024897018195,0.6202114855621396,0.5693656316336924,0.7247140467027771
-6.5,-6.5,6,0.6545600821456572,0.618345526002897,0.5168314452850197,0.7275305043488182
-6.5,-6.5,6.1000000000000005,0.6570183022532875,0.6093612863636388,0.44792394224959153,0.7233682041334061
-6.5,-6.5,6.2,0.6531735158503502,0.6073627553622124,0.3583867300910894,0.6921465746232994
-6.5,-6.5,6.300000000000001,0.6544297583855022,0.6221213465289235,0.4012542986730894,0.6899129264757391
-6.5,-6.5,6.4,0.6709193400985585,0.627368042059767,0.4850090439444985,0.7270984511125463
-6.5,-6.5,6.5,0.6835649537170525,0.6276760218941917,0.5273762234062448,0.7316247729522513
-6.5,-6.5,6.6000000000000005,0.6904381701959903,0.6256592574965311,0.5501871470878327,0.7213748974313208
-6.5,-6.5,6.7,0.6916160152389096,0.6292922850907435,0.5643877889462846,0.7083572152392248
-6.5,-6.5,6.800000000000001,0.6882735615941152,0.6392563930231525,0.577315639856811,0.7005815667559737
-6.5,-6.5,6.9,0.6819303659279935,0.6507878397927108,0.5947098980525068,0.6965916420703464
-6.5,-6.5,7,0.676394128671646,0.6543736175617144,0.6546749053888846,0.6721920133744261
-6.5,-6.5,7.1000000000000005,0.6971902254235066,0.6421985599349848,0.7903844161352679,0.6725294044891975
-6.5,-6.5,7.2,0.7202422710951252,0.6334004733588793,0.831534677543413,0.6919016383919179
-6.5,-6.5,7.300000000000002,0.7366492582355225,0.6330793897845292,0.8345288270113199,0.6970315907160788
-6.5,-6.5,7.4,0.7493971171128768,0.639517943285678,0.819249471574376,0.699812367499316
-6.5,-6.5,7.500000000000001,0.7572212751290707,0.6448498197535154,0.7871556592016873,0.7030632064922162
-6.5,-6.5,7.6000000000000005,0.7572862526725838,0.6425044602644795,0.7407237894921135,0.7078340696188654
-6.5,-6.5,7.7,0.7477900748121011,0.6301037107117863,0.6883572128206246,0.7120760418735056
-6.5,-6.5,7.800000000000002,0.7416442798211796,0.6148052586515417,0.6823570705335072,0.6972928138149533
-6.5,-6.5,7.9,0.7594913199693635,0.6216452572086163,0.6972390261457481,0.697603916560827
-6.5,-6.5,8,0.7635010244306928,0.6332900534046648,0.682780771165013,0.6868281054224948
-6.5,-6.5,8.1,0.7617340753379731,0.6419618911514301,0.6660528317485378,0.6653647315863739
-6.5,-6.5,8.2,0.7567668453693206,0.6427422906177473,0.640469350023055,0.6449529235816513
-6.5,-6.5,8.3,0.7472752148380165,0.6359127608525915,0.5999531072284556,0.6288176466893376
