x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector"
-7.5,-7.5,5.8,0.695685989,0.627465109,0.675632727,0.714666561
-7.5,-7.5,5.9,0.704329446,0.630795159,0.63018746,0.724401448
-7.5,-7.5,6,0.708580473,0.622425753,0.571348015,0.738758344
-7.5,-7.5,6.1,0.709056975,0.609245226,0.501888419,0.750812716
-7.5,-7.5,6.2,0.70517044,0.608054286,0.418203562,0.730357603
-7.5,-7.5,6.3,0.70638779,0.626233373,0.347434829,0.712543838
-7.5,-7.5,6.4,0.723684847,0.632735751,0.391941956,0.759775425
-7.5,-7.5,6.5,0.739244379,0.630301349,0.422033068,0.781752794
-7.5,-7.5,6.6,0.748022752,0.622766567,0.431231947,0.782779119
-7.5,-7.5,6.7,0.748493237,0.619086024,0.436391346,0.774056548
-7.5,-7.5,6.8,0.741293449,0.625084988,0.453240177,0.765287921
-7.5,-7.5,6.9,0.72955117,0.636663966,0.489787152,0.759491844
-7.5,-7.5,7,0.71585309,0.643410941,0.579765016,0.728470479
-7.5,-7.5,7.1,0.727346564,0.637043944,0.716318712,0.701481642
-7.5,-7.5,7.2,0.744411054,0.633534428,0.756787814,0.715466478
-7.5,-7.5,7.3,0.755405634,0.631983751,0.7684945,0.716461639
-7.5,-7.5,7.4,0.762757981,0.634724984,0.768836329,0.710000575
-7.5,-7.5,7.5,0.764578573,0.636115657,0.759577703,0.698916136
-7.5,-7.5,7.6,0.759267733,0.631048999,0.743523069,0.685676053
-7.5,-7.5,7.7,0.747679109,0.620151466,0.728566584,0.672750692
-7.5,-7.5,7.8,0.740296627,0.610001287,0.760414954,0.635945465
-7.5,-7.5,7.9,0.752561939,0.619081652,0.783466299,0.614315224
-7.5,-7.5,8,0.754535313,0.631940622,0.768487239,0.605354609
-7.5,-7.5,8.1,0.753387028,0.639483166,0.746070284,0.591940742
-7.5,-7.5,8.2,0.750515175,0.637334295,0.712859605,0.58142624
-7.5,-7.5,8.3,0.744011318,0.626352562,0.665022356,0.57554048
-7.5,-7.5,8.4,0.731710167,0.614386314,0.603045223,0.573699744
-7.5,-7.5,8.5,0.713613992,0.612726664,0.53448731,0.574663782
-7.5,-7.5,8.6,0.706852683,0.616764319,0.474494952,0.560578379
-7.5,-7.5,8.7,0.704778171,0.614242486,0.439213532,0.565128151
-7.5,-7.5,8.8,0.698324111,0.607907948,0.426530322,0.559440023
-7.5,-7.5,8.9,0.69003932,0.599953952,0.416185035,0.542980024
-7.5,-7.5,9,0.680358522,0.598823179,0.397190734,0.526953106
-7.5,-7.5,9.1,0.668334758,0.604553472,0.37327146,0.51814
-7.5,-7.5,9.2,0.652509035,0.610939213,0.360495979,0.518035245
-7.5,-7.5,9.3,0.635946035,0.609869826,0.40470464,0.521406244
-7.5,-7.5,9.4,0.632788781,0.602193046,0.495656455,0.528858746
-7.5,-7.5,9.5,0.63496746,0.597860787,0.564232492,0.556433759
-7.5,-7.5,9.6,0.63865068,0.601446678,0.596073551,0.577614441
-7.5,-7.5,9.7,0.642117826,0.607217272,0.602782407,0.584564335
-7.5,-7.5,9.8,0.644700903,0.609595959,0.600203061,0.581164329
-7.5,-7.5,9.9,0.645927328,0.604218519,0.599414887,0.573605598
-7.5,-7.5,10,0.645250098,0.592770887,0.610200459,0.567535652
-7.5,-7.5,10.1,0.65027531,0.590641785,0.668543194,0.561319222
-7.5,-7.5,10.2,0.661936767,0.60382662,0.719157082,0.561490041
-7.5,-7.5,10.3,0.674006793,0.614384198,0.740604768,0.58387107
-7.5,-7.5,10.4,0.684437621,0.617135863,0.72970787,0.615314081
-7.5,-7.5,10.5,0.695128252,0.614485376,0.703353843,0.64092184
-7.5,-7.5,10.6,0.705610985,0.610418815,0.667432751,0.657660989
-7.5,-7.5,10.7,0.712848587,0.611739133,0.623603084,0.665555695
-7.5,-7.5,10.8,0.71609049,0.620268132,0.582497078,0.665347439
-7.5,-7.5,10.9,0.722602255,0.626775682,0.547418844,0.655488136
-7.5,-7.5,11,0.729791299,0.624114533,0.517734879,0.635439609
-8,-8,5,0.5832823,0.586971259,0.865296217,0.521127306
-8,-8,5.1,0.585211505,0.586347611,0.849373923,0.551225848
-8,-8,5.2,0.58775177,0.595712039,0.825247255,0.580940427
-8,-8,5.3,0.594734159,0.606851524,0.794479228,0.597591314
-8,-8,5.4,0.611819089,0.610999987,0.764333632,0.579092351
-8,-8,5.5,0.638461965,0.599178956,0.742242524,0.574178585
-8,-8,5.6,0.662661382,0.598749035,0.726255385,0.645849759
-8,-8,5.7,0.681688035,0.614359257,0.706747617,0.689287273
-8,-8,5.8,0.695685888,0.627465034,0.675634657,0.706832777
-8,-8,5.9,0.704329118,0.630795333,0.630189351,0.719373724
-8,-8,6,0.708579816,0.622426017,0.571349984,0.736183863
-8,-8,6.1,0.709056,0.609245158,0.501890268,0.750670522
-8,-8,6.2,0.705169252,0.608053874,0.418204469,0.730902888
-8,-8,6.3,0.706386996,0.626232981,0.347433164,0.705737627
-8,-8,6.4,0.723684596,0.632735817,0.391940971,0.750510942
-8,-8,6.5,0.73924442,0.630301501,0.422031431,0.77338445
-8,-8,6.6,0.748022713,0.622766467,0.431228629,0.775072781
-8,-8,6.7,0.748492791,0.619085887,0.43638609,0.766885903
-8,-8,6.8,0.741292762,0.625085202,0.453234018,0.75897949
-8,-8,6.9,0.72955078,0.636664313,0.48978177,0.754661377
-8,-8,7,0.715853469,0.643410779,0.579763813,0.723652435
-8,-8,7.1,0.72734833,0.637043238,0.716315231,0.690299507
-8,-8,7.2,0.744412768,0.633533911,0.75678199,0.70249477
-8,-8,7.3,0.75540681,0.631983856,0.768488449,0.702595521
-8,-8,7.4,0.762758194,0.634725361,0.768831064,0.694626888
-8,-8,7.5,0.764578054,0.636115687,0.759574146,0.681684332
-8,-8,7.6,0.759267205,0.631048663,0.743521463,0.666922357
-8,-8,7.7,0.747678874,0.620150903,0.728567194,0.653843635
-8,-8,7.8,0.740297588,0.610001079,0.760422358,0.615451445
-8,-8,7.9,0.752562528,0.619081367,0.783472717,0.588095358
-8,-8,8,0.754535479,0.631939852,0.76849346,0.577420083
-8,-8,8.1,0.75338716,0.639482554,0.746076941,0.562621607
-8,-8,8.2,0.750515636,0.637334161,0.712867296,0.550199724
-8,-8,8.3,0.74401213,0.626352787,0.665030985,0.541889799
-8,-8,8.4,0.731710711,0.614386463,0.603054427,0.537672868
-8,-8,8.5,0.713613803,0.612726714,0.534498113,0.538119512
-8,-8,8.6,0.706853824,0.616764232,0.474511167,0.520872244
-8,-8,8.7,0.704779285,0.614242859,0.439231495,0.521417445
-8,-8,8.8,0.698326352,0.607908538,0.426546522,0.514974311
-8,-8,8.9,0.690042943,0.599954578,0.416197906,0.498585337
-8,-8,9,0.680363018,0.598823779,0.397201157,0.482635674
-8,-8,9.1,0.668339168,0.604553751,0.373280696,0.473543208
-8,-8,9.2,0.652512531,0.610939457,0.360501935,0.472988636
-8,-8,9.3,0.635949225,0.60986971,0.404696188,0.478107001
-8,-8,9.4,0.632792054,0.602192917,0.495634396,0.48273477
-8,-8,9.5,0.634970472,0.59786161,0.564206486,0.509600274
-8,-8,9.6,0.638653142,0.601448153,0.596046088,0.533355697
-8,-8,9.7,0.642119659,0.607218879,0.60275552,0.543916315
-8,-8,9.8,0.644702519,0.609597102,0.600177892,0.54417683
-8,-8,9.9,0.645929071,0.604218794,0.599392283,0.539888984
-8,-8,10,0.645252029,0.592770365,0.610183611,0.536642362
-8,-8,10.1,0.650277864,0.590640847,0.668532992,0.5340226
-8,-8,10.2,0.661939407,0.603826161,0.719149986,0.532383758
-8,-8,10.3,0.67400972,0.614383727,0.740600238,0.553732561
-8,-8,10.4,0.684440731,0.617135674,0.729704905,0.588027429
-8,-8,10.5,0.695131129,0.614485934,0.703351183,0.617513195
-8,-8,10.6,0.70561329,0.610420241,0.667429983,0.637603878
-8,-8,10.7,0.712850255,0.611739771,0.623601926,0.648146855
-8,-8,10.8,0.716092523,0.620267153,0.582503365,0.650834143
-8,-8,10.9,0.722604313,0.626774788,0.547428741,0.642776725
-8,-8,11,0.729792826,0.624115344,0.517747046,0.621439812
-8.5,-8.5,5,0.583282253,0.586971306,0.865296409,0.506247262
-8.5,-8.5,5.1,0.585211466,0.586347629,0.849374087,0.541124514
-8.5,-8.5,5.2,0.58775173,0.595712055,0.825247401,0.574938195
-8.5,-8.5,5.3,0.594734141,0.606851557,0.794479382,0.595400404
-8.5,-8.5,5.4,0.611819148,0.611000081,0.764333829,0.578395622
-8.5,-8.5,5.5,0.638462117,0.599179017,0.742242377,0.56623667
-8.5,-8.5,5.6,0.662661557,0.59874893,0.726255076,0.634852153
-8.5,-8.5,5.7,0.681688203,0.614359277,0.706747502,0.68103591
-8.5,-8.5,5.8,0.695686031,0.627465223,0.675634763,0.701381623
-8.5,-8.5,5.9,0.704329249,0.630795556,0.630189619,0.716190848
-8.5,-8.5,6,0.708580012,0.622426106,0.571350372,0.73504226
-8.5,-8.5,6.1,0.709056419,0.609245146,0.50189094,0.751686875
-8.5,-8.5,6.2,0.705170136,0.60805395,0.4182057,0.732974463
-8.5,-8.5,6.3,0.706388042,0.626233212,0.347433053,0.701779729
-8.5,-8.5,6.4,0.72368547,0.632735957,0.391939692,0.743670664
-8.5,-8.5,6.5,0.739245183,0.63030146,0.422029691,0.766919874
-8.5,-8.5,6.6,0.748023328,0.62276647,0.431226217,0.769025313
-8.5,-8.5,6.7,0.748493407,0.619086039,0.436383543,0.761252439
-8.5,-8.5,6.8,0.741293613,0.625085311,0.45323208,0.754097689
-8.5,-8.5,6.9,0.729551953,0.636664268,0.489780393,0.751149043
-8.5,-8.5,7,0.715854699,0.643410866,0.57976156,0.720630735
-8.5,-8.5,7.1,0.727348647,0.637043638,0.716314809,0.681936317
-8.5,-8.5,7.2,0.744412331,0.633534336,0.756783306,0.692114631
-8.5,-8.5,7.3,0.755405651,0.631983971,0.768490754,0.691171239
-8.5,-8.5,7.4,0.762756705,0.634724984,0.768833776,0.681709709
-8.5,-8.5,7.5,0.764576785,0.63611527,0.759576515,0.666984025
-8.5,-8.5,7.6,0.759266423,0.631048419,0.743522931,0.65072706
-8.5,-8.5,7.7,0.747678236,0.62015107,0.728567386,0.637383617
-8.5,-8.5,7.8,0.740295742,0.610000783,0.760419421,0.597957104
-8.5,-8.5,7.9,0.752559975,0.61908027,0.783471133,0.56543913
-8.5,-8.5,8,0.754532137,0.631939111,0.768491409,0.552752187
-8.5,-8.5,8.1,0.753383117,0.639482481,0.746073907,0.536312646
-8.5,-8.5,8.2,0.750511477,0.637334618,0.712863652,0.521826734
-8.5,-8.5,8.3,0.744008543,0.626353258,0.665027478,0.510998181
-8.5,-8.5,8.4,0.731708067,0.614386162,0.603051676,0.50428411
-8.5,-8.5,8.5,0.713611573,0.612725752,0.534496303,0.503931606
-8.5,-8.5,8.6,0.706850415,0.616763599,0.474508379,0.48435548
-8.5,-8.5,8.7,0.704775961,0.614242261,0.439228158,0.48108227
-8.5,-8.5,8.8,0.698322985,0.607908132,0.426543286,0.473661995
-8.5,-8.5,8.9,0.690039802,0.599953916,0.416195743,0.457222024
-8.5,-8.5,9,0.68036042,0.598823011,0.397200168,0.441346837
-8.5,-8.5,9.1,0.6683372,0.604553685,0.373280817,0.432050883
-8.5,-8.5,9.2,0.652511006,0.610940029,0.360504141,0.431059466
-8.5,-8.5,9.3,0.635946865,0.609870632,0.404699833,0.437947295
-8.5,-8.5,9.4,0.632788648,0.602193339,0.495639132,0.440999872
-8.5,-8.5,9.5,0.634967434,0.597860782,0.564210184,0.467274009
-8.5,-8.5,9.6,0.638651236,0.601446901,0.596049488,0.493691778
-8.5,-8.5,9.7,0.642118959,0.607218264,0.602759523,0.508228232
-8.5,-8.5,9.8,0.644702943,0.609597699,0.600183332,0.512649548
-8.5,-8.5,9.9,0.645930629,0.604220456,0.599399304,0.512098738
-8.5,-8.5,10,0.645254449,0.592772463,0.610189416,0.511788125
-8.5,-8.5,10.1,0.650280199,0.590642116,0.66853626,0.513166321
-8.5,-8.5,10.2,0.661942272,0.603826367,0.719150789,0.510707703
-8.5,-8.5,10.3,0.674011811,0.614382756,0.740595608,0.530637412
-8.5,-8.5,10.4,0.684441871,0.617134446,0.729696454,0.566870339
-8.5,-8.5,10.5,0.69513252,0.614485601,0.703341954,0.599629544
-8.5,-8.5,10.6,0.705616415,0.610420897,0.667420217,0.62275663
-8.5,-8.5,10.7,0.712855639,0.611740576,0.623589635,0.635751979
-8.5,-8.5,10.8,0.716098271,0.620268533,0.582484093,0.640969506
-8.5,-8.5,10.9,0.722609162,0.626777379,0.547406495,0.63496994
-8.5,-8.5,11,0.729794845,0.624117251,0.517724607,0.612789892
-9,-9,5,0.583282214,0.586971169,0.865296266,0.495286626
-9,-9,5.1,0.585211418,0.586347503,0.84937389,0.534314644
-9,-9,5.2,0.587751686,0.595711959,0.825247109,0.571738926
-9,-9,5.3,0.594734095,0.606851478,0.794478927,0.595704192
-9,-9,5.4,0.611819057,0.611000038,0.764333148,0.580514592
-9,-9,5.5,0.638461992,0.599179066,0.742241572,0.562295929
-9,-9,5.6,0.662661411,0.598749048,0.726254235,0.627209106
-9,-9,5.7,0.681687997,0.614359361,0.706746623,0.675186879
-9,-9,5.8,0.695685825,0.627465088,0.675633794,0.697670216
-9,-9,5.9,0.704329135,0.630795203,0.630188494,0.714253549
-9,-9,6,0.708580009,0.622425745,0.571349103,0.734734705
-9,-9,6.1,0.709056459,0.609245082,0.501889666,0.753204047
-9,-9,6.2,0.70517004,0.608054024,0.418204657,0.735642633
-9,-9,6.3,0.706387503,0.626233198,0.347434034,0.699337365
-9,-9,6.4,0.723684636,0.632735762,0.391941784,0.738036743
-9,-9,6.5,0.739244152,0.630301242,0.422032727,0.761153037
-9,-9,6.6,0.748022282,0.622766237,0.431230757,0.763333344
-9,-9,6.7,0.748492418,0.619085652,0.436389215,0.755714271
-9,-9,6.8,0.741292498,0.625084781,0.453237414,0.749054282
-9,-9,6.9,0.729550469,0.636663877,0.489783827,0.747193198
-9,-9,7,0.715852748,0.643410838,0.579761315,0.717287685
-9,-9,7.1,0.727346494,0.637043758,0.716313978,0.674045239
-9,-9,7.2,0.744410644,0.633534242,0.756782034,0.682052903
-9,-9,7.3,0.755404664,0.631983539,0.768488731,0.67991013
-9,-9,7.4,0.762756428,0.634724661,0.768831179,0.668943397
-9,-9,7.5,0.764576733,0.636115278,0.759573297,0.652504753
-9,-9,7.6,0.759265944,0.631048643,0.743518983,0.634814215
-9,-9,7.7,0.74767728,0.620151076,0.728562499,0.62112101
-9,-9,7.8,0.740294851,0.610000611,0.760413078,0.581011874
-9,-9,7.9,0.752559492,0.619081052,0.783464653,0.544076028
-9,-9,8,0.754532429,0.631940605,0.768485706,0.529357514
-9,-9,8.1,0.753384451,0.639483554,0.746068895,0.511244592
-9,-9,8.2,0.750513507,0.637334571,0.712858761,0.494740264
-9,-9,8.3,0.744010571,0.626352005,0.665022251,0.481492746
-9,-9,8.4,0.731709566,0.614384974,0.603046105,0.472357665
-9,-9,8.5,0.713612778,0.612725931,0.53449102,0.47105303
-9,-9,8.6,0.706851186,0.616764593,0.47450242,0.449799893
-9,-9,8.7,0.704776703,0.614243173,0.439223115,0.443115219
-9,-9,8.8,0.698323736,0.607907987,0.426541262,0.434685696
-9,-9,8.9,0.690040553,0.599953488,0.416195435,0.418208874
-9,-9,9,0.680361032,0.598823213,0.397199569,0.40252453
-9,-9,9.1,0.668337598,0.604553279,0.373278112,0.393224412
-9,-9,9.2,0.65251126,0.610938869,0.360497764,0.391956525
-9,-9,9.3,0.63594741,0.609868996,0.404695113,0.400611499
-9,-9,9.4,0.63278956,0.602191891,0.495644888,0.403233893
-9,-9,9.5,0.634967928,0.597860235,0.564223429,0.429192988
-9,-9,9.6,0.638650648,0.601447171,0.596065962,0.458373718
-9,-9,9.7,0.64211725,0.607218393,0.602775108,0.477084737
-9,-9,9.8,0.644700132,0.609596935,0.600195708,0.485877081
-9,-9,9.9,0.645926755,0.604218762,0.599407251,0.489205497
-9,-9,10,0.645249709,0.592770311,0.610190615,0.491723167
-9,-9,10.1,0.650274605,0.590640173,0.668529719,0.496945549
-9,-9,10.2,0.661936082,0.603824562,0.719143695,0.494374
-9,-9,10.3,0.67400607,0.614381781,0.740592922,0.51271298
-9,-9,10.4,0.684436625,0.6171336,0.729698895,0.550020133
-9,-9,10.5,0.69512713,0.614483952,0.703347081,0.585270667
-9,-9,10.6,0.705609743,0.610418339,0.667425807,0.61085587
-9,-9,10.7,0.712846491,0.611739043,0.623594861,0.62586925
-9,-9,10.8,0.716086483,0.620268298,0.582489694,0.6330935
-9,-9,10.9,0.722595459,0.626776325,0.54740962,0.629133914
-9,-9,11,0.729783565,0.624113651,0.517725611,0.606510426
-9.5,-9.5,5,0.583282264,0.586971229,0.865296358,0.487839607
-9.5,-9.5,5.1,0.585211456,0.586347566,0.849373973,0.530400802
-9.5,-9.5,5.2,0.587751716,0.595711994,0.8252472,0.570959249
-9.5,-9.5,5.3,0.594734117,0.60685149,0.794479094,0.59811128
-9.5,-9.5,5.4,0.61181907,0.611000032,0.76433361,0.584945825
-9.5,-9.5,5.5,0.638462033,0.599179071,0.742242634,0.561756353
-9.5,-9.5,5.6,0.662661588,0.598748983,0.726255611,0.622654477
-9.5,-9.5,5.7,0.681688329,0.614359278,0.706747978,0.671734765
-9.5,-9.5,5.8,0.695686289,0.627465159,0.675635056,0.695880508
-9.5,-9.5,5.9,0.704329629,0.630795568,0.630189684,0.713895688
-9.5,-9.5,6,0.708580377,0.622426388,0.571350256,0.735731486
-9.5,-9.5,6.1,0.709056546,0.609245629,0.501890786,0.75581748
-9.5,-9.5,6.2,0.705169773,0.608053989,0.418205819,0.739537411
-9.5,-9.5,6.3,0.706387207,0.626232951,0.347433705,0.698954196
-9.5,-9.5,6.4,0.723684737,0.632735756,0.391940172,0.734371772
-9.5,-9.5,6.5,0.73924484,0.630301571,0.422031002,0.757055385
-9.5,-9.5,6.6,0.748023447,0.622766503,0.431228321,0.759105912
-9.5,-9.5,6.7,0.748493554,0.619085781,0.436385613,0.751467815
-9.5,-9.5,6.8,0.741293058,0.625085099,0.453233205,0.745106368
-9.5,-9.5,6.9,0.729550291,0.636664349,0.489780317,0.744104705
-9.5,-9.5,7,0.715852295,0.643411238,0.579759935,0.714867915
-9.5,-9.5,7.1,0.727346582,0.637043629,0.716312802,0.667633931
-9.5,-9.5,7.2,0.7444115,0.633534023,0.756779833,0.673340483
-9.5,-9.5,7.3,0.755405905,0.631983595,0.768485581,0.6698421
-9.5,-9.5,7.4,0.762757694,0.634724895,0.768827873,0.657304929
-9.5,-9.5,7.5,0.764577834,0.636115431,0.759570918,0.639140903
-9.5,-9.5,7.6,0.759266754,0.631048713,0.74351832,0.619988552
-9.5,-9.5,7.7,0.74767739,0.620151196,0.728564033,0.605792596
-9.5,-9.5,7.8,0.740293923,0.610000571,0.760417078,0.565121106
-9.5,-9.5,7.9,0.752558052,0.619080372,0.783468119,0.524231281
-9.5,-9.5,8,0.754530565,0.631939796,0.768488004,0.507398837
-9.5,-9.5,8.1,0.753382551,0.639483205,0.746071289,0.487506108
-9.5,-9.5,8.2,0.75051214,0.637334934,0.712862102,0.468938419
-9.5,-9.5,8.3,0.744009808,0.62635258,0.66502655,0.453287027
-9.5,-9.5,8.4,0.731708627,0.614384903,0.603050884,0.441749624
-9.5,-9.5,8.5,0.713610668,0.612725218,0.534496311,0.43931899
-9.5,-9.5,8.6,0.706848428,0.616764209,0.474509296,0.416784189
-9.5,-9.5,8.7,0.704773901,0.614243178,0.439230301,0.407043014
-9.5,-9.5,8.8,0.698322046,0.607908474,0.426548612,0.397634321
-9.5,-9.5,8.9,0.690040319,0.599954129,0.416202981,0.381189252
-9.5,-9.5,9,0.680361878,0.598823488,0.397207144,0.365846605
-9.5,-9.5,9.1,0.668338619,0.604553298,0.373286015,0.356775883
-9.5,-9.5,9.2,0.652511464,0.610938913,0.360505392,0.355457458
-9.5,-9.5,9.3,0.635946578,0.609869105,0.404690719,0.365908154
-9.5,-9.5,9.4,0.632788491,0.602192143,0.495625031,0.36915736
-9.5,-9.5,9.5,0.634967593,0.597860884,0.564196048,0.395172872
-9.5,-9.5,9.6,0.638651905,0.601447844,0.596037706,0.427380956
-9.5,-9.5,9.7,0.642119956,0.607218778,0.602749533,0.450598843
-9.5,-9.5,9.8,0.644703659,0.60959734,0.600173562,0.464039053
-9.5,-9.5,9.9,0.64593028,0.604219581,0.599389429,0.471413437
-9.5,-9.5,10,0.645252718,0.592771448,0.610180083,0.476724533
-9.5,-9.5,10.1,0.650276666,0.590641738,0.668528452,0.485543526
-9.5,-9.5,10.2,0.661937513,0.60382654,0.719144187,0.483413701
-9.5,-9.5,10.3,0.674007209,0.614384243,0.740590122,0.50012602
-9.5,-9.5,10.4,0.684438805,0.617137165,0.729694292,0.537904823
-9.5,-9.5,10.5,0.695131268,0.614487954,0.70334331,0.575133382
-9.5,-9.5,10.6,0.705616029,0.610421608,0.667423429,0.602857571
-9.5,-9.5,10.7,0.712853713,0.611740786,0.623593273,0.61969439
-9.5,-9.5,10.8,0.716093712,0.620269468,0.582490274,0.628618462
-9.5,-9.5,10.9,0.722603856,0.626778172,0.547415901,0.626704389
-9.5,-9.5,11,0.72979238,0.624117933,0.517735244,0.603913886
