% Model,Multi2DJunePPT.mph
% Version,COMSOL 6.1.0.282
% Date,"Jun 13 2023, 20:05"
% Table,Accumulated Probe Table 2 - 
% r0 (cm),freq (GHz),"Electric field norm (V/m), Point: (-0.10913, -0.11701)","Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2"
14.000000000000002,5,0.5193185660107363,0.5845316011316597,0.6014282449467722,0.36298855391365914
14.000000000000002,6,0.6706191212130413,0.6545616695060832,0.6183458941301431,0.2584187591536625
14.000000000000002,7,0.9940857600659511,0.676396814487858,0.6543743357283089,0.3273419975298765
14.000000000000002,8,1.0812877332612567,0.7634993627644515,0.6332895944325405,0.3413923959430531
14.000000000000002,9,0.7387068390254428,0.6657283406442696,0.6165922577314874,0.17679395063652503
14.000000000000002,10,0.5041787714787485,0.6095891152329379,0.5924671886109534,0.35765523144390327
14.000000000000002,11,0.7454608786661073,0.6922334019269205,0.6268393034312888,0.2661336093375457
13.9,5,0.5199773820049604,0.5839299064074011,0.6021368019410047,0.3631654140687953
13.9,6,0.6707422365847914,0.6543266677425856,0.6214443625478099,0.25925259030518033
13.9,7,0.9954319512979273,0.676219361636504,0.6554009101841681,0.32723281133994575
13.9,8,1.0845426761010695,0.7639590176469738,0.6303634548706432,0.34431813509698556
13.9,9,0.7422805614830906,0.6663330219885275,0.6137406592359597,0.17661838278693456
13.9,10,0.5046327054750159,0.6094288279548334,0.5965683453655638,0.36084784952489873
13.9,11,0.744831248604134,0.6932569489597312,0.6316835390897092,0.2708805774406079
13.8,5,0.5206681833627842,0.5833264422805149,0.6036270650886567,0.3633158752208611
13.8,6,0.6708421296382616,0.6540816435844575,0.6238056425910844,0.2600641455708634
13.8,7,0.9967465971062323,0.6760369044748771,0.6552853760209737,0.3270662867918314
13.8,8,1.087845457821171,0.7644038080199244,0.6274893709198897,0.3471944769450944
13.8,9,0.746029216134515,0.6669406490251946,0.6125925475038496,0.1764809143155823
13.8,10,0.5051671490080015,0.6092379995187376,0.6005518350913911,0.36390216736850667
13.8,11,0.7439921827497002,0.6942248329562352,0.6347169566551838,0.27589312849103664
13.699999999999998,5,0,0.5827211951033741,0.605843016928618,0.3634398212633961
13.699999999999998,6,0,0.6538265917355949,0.625371388100977,0.26085068947388546
13.699999999999998,7,0,0.6758509857499623,0.654062196550889,0.32684829981532193
13.699999999999998,8,0,0.7648332428905947,0.625032102099654,0.35001550407453125
13.699999999999998,9,0,0.6675439920764397,0.613732774930501,0.17638033072222087
13.699999999999998,10,0,0.6090189784762634,0.603909087671267,0.36685381639530334
13.699999999999998,11,0,0.6951751150515794,0.6356542038932586,0.28113712978519956
13.600000000000001,5,0,0.5821150228192106,0.608670648631261,0.36353759108305894
13.600000000000001,6,0,0.653560649542937,0.6261144303558166,0.26161319033863456
13.600000000000001,7,0,0.6756591658083209,0.6518152116563088,0.3265794047984136
13.600000000000001,8,0,0.7652446916573911,0.6234111272106797,0.352784590060589
13.600000000000001,9,0,0.6681464548184781,0.6172002109275796,0.17632241652840336
13.600000000000001,10,0,0.6087630608649175,0.6062936770452212,0.3696810388368942
13.600000000000001,11,0,0.6960717671245734,0.6344568358788013,0.2865730794217042
13.5,5,0,0.5815077675962038,0.6119568480414299,0.3636090249652107
13.5,6,0,0.6532847820128126,0.6260364344889948,0.26235135176233115
13.5,7,0,0.6754646475356526,0.6486796590854482,0.3262596475588824
13.5,8,0,0.7656463492444694,0.6230607419715134,0.35549366606110666
13.5,9,0,0.6687420996699078,0.6222852681014092,0.17630296715255056
13.5,10,0,0.6084785935015997,0.6075003179345176,0.37237257841545585
