x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 3","Electric field norm (V/m), Boundary Probe 7","Electric field norm (V/m), Boundary Probe 8","Electric field norm (V/m), Boundary Probe 9","Electric field norm (V/m), Boundary Probe 10"
-4.5,-4.5,1,0.657756124,0.641443843,0.484906558,0.799254972,0.844183962,0.844183962,0.553973138,0.888481748,0.844183962,0.553973138
-4.5,-4.5,1.1,0.675533594,0.629115745,0.491417977,0.855530335,0.818282252,0.818282252,0.57009727,0.996115273,0.818282252,0.570097269
-4.5,-4.5,1.2,0.697816359,0.633075261,0.501178703,0.900664078,0.789531736,0.789531736,0.599263964,1.05897991,0.789531736,0.599263964
-4.5,-4.5,1.3,0.71910428,0.64333256,0.514040348,0.920335648,0.746866508,0.746866508,0.632641312,1.056441952,0.746866508,0.632641312
-4.5,-4.5,1.4,0.731324465,0.646824603,0.532545019,0.909476801,0.68183919,0.68183919,0.668808486,0.985588546,0.68183919,0.668808486
-4.5,-4.5,1.5,0.730461992,0.64280452,0.563041234,0.881727381,0.599286981,0.599286982,0.711532729,0.881498754,0.599286981,0.711532729
-4.5,-4.5,1.6,0.721178709,0.641876897,0.603122115,0.866317813,0.519994265,0.519994266,0.76108979,0.813196121,0.519994265,0.76108979
-4.5,-4.5,1.7,0.711667351,0.65561833,0.641496521,0.882184967,0.463644515,0.463644516,0.812584513,0.823206691,0.463644515,0.812584513
-4.5,-4.5,1.8,0.70772364,0.676596233,0.672795623,0.921834397,0.435621066,0.435621067,0.859222443,0.890479754,0.435621066,0.859222444
-4.5,-4.5,1.9,0.712220032,0.690672351,0.697799691,0.96738283,0.431355646,0.431355648,0.89190876,0.974213259,0.431355646,0.89190876
-4.5,-4.5,2,0.726232099,0.689457675,0.71897673,1.002667965,0.442619209,0.442619211,0.897695729,1.046115278,0.442619209,0.89769573
-4.5,-4.5,2.1,0.748660589,0.674286153,0.738480824,1.014514133,0.459040656,0.459040658,0.861616294,1.092780337,0.459040656,0.861616295
-4.5,-4.5,2.2,0.774089943,0.65702969,0.75757799,0.997729411,0.469335467,0.469335469,0.782525189,1.114098027,0.469335467,0.78252519
-4.5,-4.5,2.3,0.793390305,0.658705435,0.776278182,0.966660557,0.469715055,0.469715057,0.702376106,1.118500811,0.469715055,0.702376106
-4.5,-4.5,2.4,0.801407493,0.671043272,0.79282222,0.948786639,0.467876859,0.467876861,0.684313087,1.115215461,0.467876859,0.684313087
-4.5,-4.5,2.5,0.799660692,0.67471754,0.803487944,0.954673849,0.479325383,0.479325385,0.733017693,1.11548196,0.479325383,0.733017693
-4.5,-4.5,2.6,0.792559779,0.664827039,0.803708863,0.973585409,0.50869711,0.508697113,0.8016052,1.127276977,0.50869711,0.8016052
-4.5,-4.5,2.7,0.784878978,0.6464169,0.790123765,0.993084022,0.548442141,0.548442143,0.854942143,1.14681115,0.548442141,0.854942143
-4.5,-4.5,2.8,0.780905304,0.640266026,0.760462045,1.003973783,0.588171906,0.588171909,0.881712387,1.156467519,0.588171906,0.881712387
-4.5,-4.5,2.9,0.783578084,0.653394988,0.710142526,0.996349868,0.615873856,0.615873858,0.876207301,1.133723267,0.615873856,0.8762073
-4.5,-4.5,3,0.791196424,0.670653061,0.633121218,0.967529303,0.612328577,0.612328579,0.834619256,1.081862928,0.612328577,0.834619256
-4.5,-4.5,3.1,0.794923094,0.676689674,0.541659957,0.94988323,0.562571001,0.562571003,0.78780034,1.072727135,0.562571001,0.78780034
-4.5,-4.5,3.2,0.788331082,0.664192876,0.479287837,0.982450343,0.498140886,0.498140889,0.802487936,1.153501022,0.498140886,0.802487936
-4.5,-4.5,3.3,0.775201134,0.64699354,0.458249504,1.03259221,0.479380306,0.47938031,0.870365008,1.239717591,0.479380306,0.870365008
-4.5,-4.5,3.4,0.758251207,0.63856165,0.442778917,1.065587801,0.511908978,0.511908981,0.940803466,1.279878786,0.511908978,0.940803466
-4.5,-4.5,3.5,0.735855156,0.639588623,0.412541278,1.079003807,0.564061587,0.56406159,0.991713798,1.285835498,0.564061587,0.991713799
-4.5,-4.5,3.6,0.707543346,0.643717627,0.379199321,1.078263882,0.610932201,0.610932203,1.017216489,1.276186783,0.610932201,1.017216489
-4.5,-4.5,3.7,0.6784801,0.638350958,0.380438025,1.060644766,0.636368888,0.636368891,1.010983713,1.2442697,0.636368888,1.010983714
-4.5,-4.5,3.8,0.654231655,0.61946483,0.404637835,1.015890848,0.621565071,0.621565074,0.963124749,1.165190256,0.621565071,0.963124749
-4.5,-4.5,3.9,0.633743561,0.604160144,0.451762762,0.970286258,0.55347496,0.553474963,0.904922124,1.085295074,0.55347496,0.904922124
-4.5,-4.5,4,0.618567181,0.613255456,0.515651487,0.994250261,0.483688597,0.483688598,0.924918813,1.124250001,0.483688597,0.924918814
-4.5,-4.5,4.1,0.610377011,0.627352701,0.556793277,1.052239963,0.472210266,0.472210267,0.999493598,1.211698767,0.472210266,0.999493597
-4.5,-4.5,4.2,0.602123632,0.630827069,0.575227553,1.09086032,0.506287085,0.506287086,1.061356449,1.261606486,0.506287085,1.061356447
-4.5,-4.5,4.3,0.590910838,0.620061993,0.585624392,1.104820465,0.557440091,0.557440091,1.093687697,1.272827179,0.557440091,1.093687694
-4.5,-4.5,4.4,0.575624475,0.601480811,0.598528143,1.098987001,0.610677239,0.610677239,1.09758061,1.259408274,0.610677239,1.097580607
-4.5,-4.5,4.5,0.560034567,0.591587383,0.625830062,1.0709236,0.654461322,0.654461323,1.069502092,1.219861601,0.654461322,1.069502087
-4.5,-4.5,4.6,0.550948524,0.605066054,0.689889246,1.008027022,0.664216481,0.664216481,0.987843908,1.134357469,0.664216481,0.987843905
-4.5,-4.5,4.7,0.55799897,0.621275878,0.795484592,0.946932812,0.598990591,0.598990585,0.889069942,1.053138603,0.598990591,0.889069945
-4.5,-4.5,4.8,0.573248204,0.615629355,0.861818764,0.988205191,0.517783366,0.517783361,0.936883875,1.101699311,0.517783366,0.936883879
-4.5,-4.5,4.9,0.580361127,0.600658856,0.872948766,1.049992677,0.498149055,0.498149055,1.035575134,1.170981576,0.498149055,1.035575134
-4.5,-4.5,5,0.583286008,0.58697081,0.865278856,1.079499982,0.51929373,0.519293723,1.095227473,1.196654314,0.51929373,1.095227472
-4.5,-4.5,5.1,0.585214998,0.586348841,0.849355407,1.087142344,0.555161049,0.555161057,1.118810238,1.195880525,0.555161049,1.118810237
-4.5,-4.5,5.2,0.587755427,0.59571394,0.825227148,1.083026182,0.592888767,0.592888769,1.11695555,1.185374411,0.592888767,1.116955549
-4.5,-4.5,5.3,0.59473901,0.606853533,0.794458108,1.064699177,0.621162625,0.621162627,1.095388972,1.157451934,0.621162625,1.095388972
-4.5,-4.5,5.4,0.611826326,0.610998555,0.764313276,1.010857213,0.613408978,0.613408977,1.044886934,1.064041793,0.613408978,1.044886933
-4.5,-4.5,5.5,0.638470436,0.599173076,0.742223444,0.961149162,0.521497469,0.521497479,1.001972828,0.954127401,0.521497469,1.001972818
-4.5,-4.5,5.6,0.662668997,0.598751539,0.726235613,1.017470682,0.453126773,0.453126784,1.072254556,1.014803978,0.453126773,1.072254554
-4.5,-4.5,5.7,0.681694363,0.614362872,0.706724024,1.063794257,0.460124089,0.460124098,1.14363528,1.06926439,0.460124089,1.143635283
-4.5,-4.5,5.8,0.695689902,0.62746671,0.675605342,1.078249658,0.486813796,0.486813805,1.18075702,1.080673357,0.486813796,1.180757024
-4.5,-4.5,5.9,0.704330607,0.630793284,0.630154099,1.077174289,0.514643061,0.514643072,1.194075876,1.073307185,0.514643061,1.194075883
-4.5,-4.5,6,0.708578642,0.62242076,0.571309322,1.070039197,0.537901733,0.537901749,1.189651019,1.062674938,0.537901733,1.189651031
-4.5,-4.5,6.1,0.709050491,0.609239301,0.501843501,1.05343158,0.552550798,0.552550819,1.163543045,1.0460339,0.552550798,1.163543066
-4.5,-4.5,6.2,0.705157494,0.608057541,0.418142291,0.995259458,0.544569046,0.544569071,1.08571111,0.973724637,0.544569046,1.085711138
-4.5,-4.5,6.3,0.70638591,0.62623328,0.347426497,0.948764476,0.484643447,0.484643473,1.034683421,0.888377085,0.484643447,1.034683432
-4.5,-4.5,6.4,0.72368868,0.632732095,0.391967428,1.007337279,0.462525349,0.462525371,1.123320762,0.940816919,0.462525349,1.123320759
-4.5,-4.5,6.5,0.739242975,0.630294734,0.422038223,1.038385913,0.477932331,0.477932349,1.177150713,0.968142835,0.477932331,1.177150707
-4.5,-4.5,6.6,0.748014902,0.622759679,0.431230137,1.043952299,0.5089131,0.508913111,1.193614066,0.971488626,0.5089131,1.19361406
-4.5,-4.5,6.7,0.748477773,0.619082562,0.436395319,1.03697795,0.547551169,0.547551172,1.187312569,0.968465602,0.547551169,1.187312564
-4.5,-4.5,6.8,0.741272512,0.625087183,0.453259166,1.024461727,0.583953881,0.583953881,1.166200692,0.966736715,0.583953881,1.166200689
-4.5,-4.5,6.9,0.729520817,0.636666385,0.489829777,1.003449987,0.605721653,0.605721656,1.131285349,0.955308059,0.605721653,1.131285347
-4.5,-4.5,7,0.715828231,0.643404267,0.579922139,0.945399525,0.585798605,0.585798624,1.058589008,0.883544184,0.585798605,1.058589001
-4.5,-4.5,7.1,0.727380099,0.637040056,0.716379596,0.946504065,0.525789362,0.525789384,1.080581066,0.857220176,0.525789362,1.080581062
-4.5,-4.5,7.2,0.744426734,0.633531002,0.75677515,0.986468803,0.518562355,0.518562365,1.165665212,0.877612927,0.518562355,1.165665216
-4.5,-4.5,7.3,0.755420854,0.631983713,0.768466793,0.999472691,0.528108322,0.52810833,1.203405717,0.876630444,0.528108322,1.203405719
-4.5,-4.5,7.4,0.762770014,0.634726718,0.768797361,1.003282667,0.550768561,0.550768566,1.208971831,0.881305306,0.550768561,1.20897183
-4.5,-4.5,7.5,0.764582043,0.636112292,0.759529692,1.003973684,0.582436018,0.582436016,1.195796954,0.895852947,0.582436018,1.195796953
-4.5,-4.5,7.6,0.759261605,0.631039852,0.743473053,1.002923142,0.612282583,0.612282575,1.174050128,0.915855196,0.612282583,1.174050134
-4.5,-4.5,7.7,0.747663783,0.620135098,0.728540668,0.991998362,0.620436336,0.620436329,1.143113152,0.921846416,0.620436336,1.143113164
-4.5,-4.5,7.8,0.740340662,0.610001624,0.760515227,0.953291107,0.567059264,0.567059288,1.09016399,0.872276166,0.567059264,1.09016396
-4.5,-4.5,7.9,0.752624126,0.619108475,0.783405374,0.983315188,0.535903584,0.535903602,1.146901336,0.889383238,0.535903584,1.146901325
-4.5,-4.5,8,0.754560978,0.631958763,0.76839834,0.99157428,0.530259125,0.530259132,1.198670315,0.870481604,0.530259125,1.198670326
-4.5,-4.5,8.1,0.753412575,0.639491952,0.745956142,0.986101468,0.535303465,0.535303472,1.219380875,0.845514104,0.535303465,1.219380885
-4.5,-4.5,8.2,0.750540852,0.637329348,0.712710615,0.982783875,0.552491105,0.552491093,1.21748929,0.842072079,0.552491105,1.21748929
-4.5,-4.5,8.3,0.744030052,0.626336797,0.664834547,0.984574794,0.576708009,0.57670805,1.199638372,0.861683268,0.576708009,1.199638365
-4.5,-4.5,8.4,0.731716984,0.614377222,0.602828012,0.988604301,0.599778248,0.599778279,1.170194922,0.895690394,0.599778248,1.170194914
-4.5,-4.5,8.5,0.713606619,0.61274268,0.534272562,0.978634647,0.604711193,0.604711217,1.118566763,0.915566551,0.604711193,1.118566764
-4.5,-4.5,8.6,0.706907069,0.616768912,0.474333643,0.982830483,0.57107575,0.571075783,1.093090294,0.929495127,0.57107575,1.093090279
-4.5,-4.5,8.7,0.70481141,0.614247094,0.439128035,1.011148782,0.550812884,0.550813005,1.151578057,0.937680363,0.550812884,1.15157801
-4.5,-4.5,8.8,0.698370479,0.607907866,0.426477948,1.006660749,0.540010175,0.540010255,1.186026768,0.900884197,0.540010175,1.18602672
-4.5,-4.5,8.9,0.690093958,0.599957879,0.416113264,0.994966289,0.547314245,0.547314375,1.193945753,0.875207257,0.547314245,1.193945702
-4.5,-4.5,9,0.680414127,0.598846483,0.397094001,0.987267131,0.569431793,0.569431901,1.181516813,0.876934152,0.569431793,1.181516753
-4.5,-4.5,9.1,0.668378578,0.604590636,0.373183778,0.984875997,0.598079477,0.598079577,1.156055246,0.899551274,0.598079477,1.15605518
-4.5,-4.5,9.2,0.652529723,0.610964599,0.360516723,0.984710676,0.622436052,0.622436145,1.121486405,0.932274785,0.622436052,1.121486348
-4.5,-4.5,9.3,0.635993884,0.609864338,0.40504944,0.978640162,0.616741641,0.616741717,1.072914743,0.956272856,0.616741641,1.072914719
-4.5,-4.5,9.4,0.632868513,0.602184064,0.495959757,1.019824785,0.58759622,0.587596256,1.102693762,1.007809511,0.58759622,1.102693725
-4.5,-4.5,9.5,0.635056723,0.597873422,0.564403094,1.038628474,0.55130857,0.551308601,1.15808391,0.993737206,0.55130857,1.158083808
-4.5,-4.5,9.6,0.63875768,0.601481279,0.596097182,1.034913988,0.531753359,0.531753386,1.192138127,0.952881517,0.531753359,1.192137978
-4.5,-4.5,9.7,0.642184053,0.607243004,0.602727786,1.02604099,0.538303739,0.538303755,1.195513412,0.932169063,0.538303739,1.195513246
-4.5,-4.5,9.8,0.644749594,0.609599419,0.600131208,1.020004094,0.561271095,0.561271099,1.179413088,0.938859311,0.561271095,1.179412934
-4.5,-4.5,9.9,0.645954499,0.604188179,0.599366993,1.017150744,0.589568425,0.589568421,1.153491407,0.963695933,0.589568425,1.1534913
-4.5,-4.5,10,0.645249883,0.592726028,0.610282615,1.011313773,0.608267531,0.60826752,1.116517322,0.991717657,0.608267531,1.116517284
-4.5,-4.5,10.1,0.650338293,0.590671357,0.66877012,1.022441115,0.604974404,0.604974433,1.090901892,1.037848795,0.604974404,1.090901822
-4.5,-4.5,10.2,0.661989917,0.603874546,0.719215245,1.051166676,0.579605034,0.579605072,1.114190327,1.07748715,0.579605034,1.114190258
-4.5,-4.5,10.3,0.67404958,0.614402377,0.740421779,1.056445412,0.546077003,0.546077006,1.153383576,1.051780276,0.546077003,1.153383481
-4.5,-4.5,10.4,0.684477767,0.617118624,0.72935597,1.048877684,0.537705087,0.537705047,1.176410338,1.015865079,0.537705087,1.176410207
-4.5,-4.5,10.5,0.695150625,0.614440422,0.702894883,1.042643511,0.55025927,0.550259212,1.174722516,1.005432302,0.55025927,1.174722368
-4.5,-4.5,10.6,0.705624571,0.610378405,0.666873875,1.037974284,0.572979534,0.572979487,1.157124719,1.011770019,0.572979534,1.157124581
-4.5,-4.5,10.7,0.712792358,0.611738402,0.622973951,1.03177118,0.599821945,0.599821923,1.12810864,1.025599196,0.599821945,1.128108542
-4.5,-4.5,10.8,0.716026791,0.620291581,0.581980669,1.021755372,0.622458623,0.62245857,1.086180809,1.042824635,0.622458623,1.086180791
-4.5,-4.5,10.9,0.722495461,0.62676462,0.546878568,1.03735765,0.634668585,0.634668624,1.07387208,1.089914056,0.634668585,1.073871954
-4.5,-4.5,11,0.729675697,0.624026352,0.517295555,1.054451268,0.611386838,0.611386938,1.091260452,1.112819802,0.611386838,1.091260182
-4.5,-4.5,11.1,0.736572743,0.616824207,0.497382534,1.056741929,0.579935209,0.579935359,1.134257562,1.082888711,0.579935209,1.134257188
-4.5,-4.5,11.2,0.740584467,0.616218842,0.482203288,1.049624322,0.577057153,0.577057207,1.155801016,1.057894821,0.577057153,1.155800634
-4.5,-4.5,11.3,0.744165655,0.621778665,0.467147396,1.043758437,0.592959115,0.592959197,1.152424616,1.056481433,0.592959115,1.152424279
-4.5,-4.5,11.4,0.747134597,0.627685726,0.452265131,1.037971306,0.616083333,0.61608338,1.133826613,1.064114948,0.616083333,1.133826351
-4.5,-4.5,11.5,0.746671208,0.62822407,0.441259609,1.028290923,0.639807868,0.639807964,1.102516707,1.070826539,0.639807868,1.102516554
-4.5,-4.5,11.6,0.744523699,0.622605593,0.436006172,1.028385993,0.663314697,0.663314607,1.077617816,1.089922886,0.663314697,1.077617699
-4.5,-4.5,11.7,0.739872826,0.615774934,0.431675299,1.042497646,0.663774502,0.663774659,1.069985412,1.12372799,0.663774502,1.069985331
-4.5,-4.5,11.8,0.741053416,0.619086492,0.411446759,1.061839436,0.62088809,0.620888127,1.102507703,1.128407404,0.62088809,1.10250762
-4.5,-4.5,11.9,0.74639409,0.628860668,0.368005603,1.064006463,0.581350668,0.581350723,1.149218416,1.088562407,0.581350668,1.149218244
-4.5,-4.5,12,0.746651095,0.633792824,0.353451288,1.058728392,0.580804652,0.58080458,1.161801248,1.07674976,0.580804652,1.161801039
-4.5,-4.5,12.1,0.744344466,0.632941873,0.360631508,1.052258733,0.597612391,0.597612423,1.153855667,1.082142333,0.597612391,1.153855478
-4.5,-4.5,12.2,0.740969079,0.627405605,0.363228517,1.042208265,0.61934344,0.619343322,1.135034668,1.08499873,0.61934344,1.135034544
-4.5,-4.5,12.3,0.737116672,0.620138082,0.380157679,1.031487978,0.64306257,0.643062421,1.111431877,1.085382716,0.64306257,1.111431749
-4.5,-4.5,12.4,0.73092794,0.619310674,0.425228754,1.029698631,0.660779416,0.660779309,1.091351871,1.0995379,0.660779416,1.091351743
-4.5,-4.5,12.5,0.72407568,0.62459436,0.501878845,1.039355546,0.655589958,0.6555898,1.077085426,1.130046373,0.655589958,1.077085319
-4.5,-4.5,12.6,0.726663882,0.623899131,0.581020535,1.053987625,0.614121568,0.614121391,1.098268358,1.127504327,0.614121568,1.098268125
-4.5,-4.5,12.7,0.731306329,0.617102885,0.590456552,1.055715348,0.585497199,0.585497058,1.135682431,1.084698161,0.585497199,1.135682021
-4.5,-4.5,12.8,0.727720938,0.613262611,0.566970122,1.057360021,0.585885227,0.585885082,1.145530045,1.082117664,0.585885227,1.145529566
-4.5,-4.5,12.9,0.720617093,0.612418421,0.540616255,1.055477514,0.598286902,0.598286701,1.137156245,1.09208142,0.598286902,1.137155787
-4.5,-4.5,13,0.712149242,0.615862451,0.516630431,1.045571659,0.617768419,0.617768108,1.117191564,1.094037293,0.617768419,1.11719123
-4.5,-4.5,13.1,0.702799709,0.619244822,0.496243651,1.034184478,0.642121125,0.64212083,1.094911383,1.093674298,0.642121125,1.094911123
-4.5,-4.5,13.2,0.692349792,0.619726884,0.48058809,1.024823818,0.6616946,0.661694326,1.070844078,1.099190495,0.6616946,1.070843989
-4.5,-4.5,13.3,0.685150819,0.615517368,0.479337091,1.028685752,0.65939217,0.659391883,1.06019139,1.119861732,0.65939217,1.06019147
-4.5,-4.5,13.4,0.689384762,0.610993893,0.491599096,1.041661142,0.618692661,0.618692207,1.099233192,1.099660506,0.618692661,1.099233082
-4.5,-4.5,13.5,0.690483778,0.610259732,0.487052236,1.04586085,0.59695275,0.5969522,1.135305958,1.064730349,0.59695275,1.13530562
-4.5,-4.5,13.6,0.68520859,0.611501652,0.484364088,1.050740963,0.59657644,0.596575895,1.142034284,1.070019928,0.59657644,1.1420339
-4.5,-4.5,13.7,0.678149811,0.610116409,0.489397391,1.050287106,0.605199968,0.605199463,1.133480243,1.077309897,0.605199968,1.133479912
-4.5,-4.5,13.8,0.670938476,0.604614097,0.501035778,1.045410415,0.621948003,0.621947611,1.118484277,1.078272241,0.621948003,1.118484009
-4.5,-4.5,13.9,0.662654134,0.595876832,0.512878203,1.037738507,0.641172383,0.641172071,1.099209396,1.077475454,0.641172383,1.099209298
-4.5,-4.5,14,0.653410455,0.590050063,0.51579452,1.032684861,0.654108129,0.654107778,1.080653984,1.08581448,0.654108129,1.080654144
-4.5,-4.5,14.1,0.647796251,0.596638339,0.502510349,1.039155404,0.63975257,0.639751976,1.077392766,1.109655387,0.63975257,1.077393043
-4.5,-4.5,14.2,0.654066945,0.605623872,0.47512698,1.042675311,0.602602793,0.602601725,1.117289078,1.072144069,0.602602793,1.117288978
-4.5,-4.5,14.3,0.657283023,0.608401314,0.450112881,1.041790883,0.594553199,0.59455259,1.141319376,1.044972722,0.594553199,1.141318912
-4.5,-4.5,14.4,0.657399751,0.609049988,0.44034038,1.041309319,0.599429598,0.599429021,1.14253858,1.048245264,0.599429598,1.142538056
-4.5,-4.5,14.5,0.657756643,0.606346043,0.441767296,1.036140685,0.612939086,0.612938657,1.132728606,1.048632336,0.612939086,1.132728154
-4.5,-4.5,14.6,0.659475081,0.603161138,0.445878406,1.028145917,0.630166941,0.630166677,1.116323224,1.044202272,0.630166941,1.116323018
-4.5,-4.5,14.7,0.662207946,0.603569975,0.446023733,1.020008527,0.647209766,0.647209848,1.096789202,1.039222805,0.647209766,1.096789277
-4.5,-4.5,14.8,0.664217482,0.605857084,0.441123408,1.016908631,0.656447983,0.656447247,1.077792358,1.046190485,0.656447983,1.077792569
-4.5,-4.5,14.9,0.665674039,0.604474941,0.445538182,1.026281476,0.641869164,0.641868455,1.073795798,1.07120458,0.641869164,1.073795637
-4.5,-4.5,15,0.67606213,0.600500792,0.440737861,1.028840987,0.623124722,0.623124158,1.108273406,1.035240394,0.623124722,1.108272787
-4.5,-4.5,15.1,0.682756234,0.601048167,0.4272773,1.03036763,0.616867241,0.616866549,1.127027924,1.023871147,0.616867241,1.127027328
-4.5,-4.5,15.2,0.685781489,0.606786695,0.418478626,1.025943912,0.621675894,0.621675022,1.129584981,1.021157408,0.621675894,1.129584552
-4.5,-4.5,15.3,0.688547999,0.614278189,0.414115128,1.014053075,0.637207973,0.637207491,1.120134749,1.010952962,0.637207973,1.120134494
-4.5,-4.5,15.4,0.692114936,0.618731177,0.412483174,0.99946857,0.657828037,0.657828043,1.102330288,0.9983617,0.657828037,1.102330226
-4.5,-4.5,15.5,0.696446334,0.618071491,0.41221067,0.987054051,0.678697158,0.67869652,1.080720196,0.9902374,0.678697158,1.08072033
-4.5,-4.5,15.6,0.700732356,0.614098757,0.414538306,0.983830403,0.68971917,0.689718254,1.062001536,0.998648292,0.68971917,1.062001851
-4.5,-4.5,15.7,0.706800572,0.614118348,0.436493169,0.997939234,0.669705457,0.669704328,1.073862573,1.014944535,0.669705457,1.073862523
-4.5,-4.5,15.8,0.719404837,0.619520876,0.466955567,1.009496159,0.650499596,0.650498795,1.108492873,0.995782759,0.650499596,1.108492595
-4.5,-4.5,15.9,0.725962653,0.624120305,0.495846051,1.018800308,0.635286201,0.63528549,1.126262388,0.999388458,0.635286201,1.126262293
-4.5,-4.5,16,0.727252054,0.62496363,0.527966603,1.013436292,0.633939258,0.633938649,1.128662674,0.988998347,0.633939258,1.12866268
-4.5,-4.5,16.1,0.725731037,0.621575955,0.560420524,0.998014619,0.64573933,0.645738938,1.117891425,0.969065936,0.64573933,1.117891481
-4.5,-4.5,16.2,0.72315333,0.615737309,0.588813679,0.980031326,0.663941773,0.663941449,1.100178381,0.949687332,0.663941773,1.100178415
-4.5,-4.5,16.3,0.720232601,0.614366352,0.605778279,0.965084372,0.681271658,0.68127126,1.081636523,0.936981854,0.681271658,1.081636435
-4.5,-4.5,16.4,0.717027473,0.619649778,0.601631204,0.961383166,0.684329208,0.684328657,1.068263651,0.944821149,0.684329208,1.068263307
-4.5,-4.5,16.5,0.721401937,0.621923225,0.598160334,0.970376943,0.664436559,0.664435758,1.083259272,0.94600286,0.664436559,1.08325853
-4.5,-4.5,16.6,0.730525297,0.620386266,0.603282885,0.988722845,0.646811109,0.646809961,1.105828036,0.95773024,0.646811109,1.105827519
-4.5,-4.5,16.7,0.736315095,0.620916255,0.605130575,1.001669206,0.632743726,0.632742371,1.116995239,0.975788143,0.632743726,1.116995048
-4.5,-4.5,16.8,0.738036499,0.622034222,0.616012817,0.99490582,0.634659438,0.634657963,1.114079495,0.962475065,0.634659438,1.114079538
-4.5,-4.5,16.9,0.736973655,0.623203597,0.631526199,0.979321889,0.645988113,0.645986584,1.100897608,0.937096857,0.645988113,1.100897714
-4.5,-4.5,17,0.733579329,0.624348134,0.640902763,0.962893048,0.660718258,0.660716694,1.082038955,0.915508197,0.660718258,1.082038935
-4.5,-4.5,17.1,0.727114509,0.622602184,0.633555262,0.948861265,0.674164574,0.67416293,1.061415153,0.90363259,0.674164574,1.061414915
-4.5,-4.5,17.2,0.717717756,0.617184987,0.601072213,0.943828549,0.67538553,0.675383854,1.047440879,0.910138658,0.67538553,1.047440293
-4.5,-4.5,17.3,0.715965109,0.614991598,0.535833026,0.948848588,0.668501106,0.668498454,1.061999294,0.903353172,0.668501106,1.061998678
-4.5,-4.5,17.4,0.715809082,0.6149444,0.445626786,0.97300343,0.649897981,0.64989521,1.08431778,0.936124881,0.649897981,1.084317612
-4.5,-4.5,17.5,0.71425677,0.617579878,0.371390053,0.986285595,0.638715171,0.638711585,1.0992822,0.95571694,0.638715171,1.099282115
-4.5,-4.5,17.6,0.710912119,0.61807414,0.335671919,0.978990372,0.644131742,0.644128475,1.096484318,0.944152942,0.644131742,1.096484056
-4.5,-4.5,17.7,0.707163543,0.615785921,0.3426934,0.964660404,0.657644228,0.657641043,1.081889466,0.924134039,0.657644228,1.081888955
-4.5,-4.5,17.8,0.702600604,0.61103444,0.34256215,0.950843113,0.673153067,0.673150046,1.062390079,0.907088457,0.673153067,1.062389396
-4.5,-4.5,17.9,0.695723786,0.606297964,0.347531723,0.94131405,0.684889419,0.684886168,1.043823362,0.899244317,0.684889419,1.043822764
-4.5,-4.5,18,0.686708098,0.607491408,0.371542875,0.940720626,0.684900445,0.684897046,1.040842765,0.899088748,0.684900445,1.040842192
-4.5,-4.5,18.1,0.681316434,0.61128101,0.403555395,0.954080081,0.675864859,0.675861638,1.056366399,0.908736856,0.675864859,1.056366215
-4.5,-4.5,18.2,0.67770644,0.611440706,0.449057738,0.983540356,0.649476104,0.649472815,1.0796788,0.955535218,0.649476104,1.079678886
-4.5,-4.5,18.3,0.672752402,0.612013811,0.500235046,0.990969029,0.639409496,0.639406299,1.090224415,0.968714778,0.639409496,1.090224314
-4.5,-4.5,18.4,0.667246558,0.611919916,0.54321489,0.980153829,0.646706385,0.646703165,1.083657374,0.956950872,0.646706385,1.08365702
-4.5,-4.5,18.5,0.662653723,0.608979013,0.577794747,0.966069327,0.662134418,0.662132527,1.067602885,0.94448748,0.662134418,1.067602418
-4.5,-4.5,18.6,0.658979819,0.606373619,0.60143245,0.953812026,0.679220028,0.679219625,1.048411358,0.935798748,0.679220028,1.04841107
-4.5,-4.5,18.7,0.654814915,0.604111469,0.606646914,0.945559619,0.690021876,0.690021328,1.031638292,0.932390752,0.690021876,1.031638362
-4.5,-4.5,18.8,0.651615549,0.600052638,0.611778575,0.941784993,0.695662535,0.695661758,1.030722989,0.9200537,0.695662535,1.030723194
-4.5,-4.5,18.9,0.653235536,0.597360527,0.64233338,0.959509235,0.681203733,0.681203549,1.042073662,0.9425261,0.681203733,1.04207391
-4.5,-4.5,19,0.658937377,0.598034364,0.69298311,0.991263369,0.658172062,0.658171635,1.061067495,0.994728166,0.658172062,1.06106728
-4.5,-4.5,19.1,0.662125874,0.600704134,0.726132214,0.996919514,0.654538023,0.654537536,1.065983061,1.005600145,0.654538023,1.065982353
-4.5,-4.5,19.2,0.663679449,0.60429266,0.747898736,0.988439092,0.662757222,0.662757027,1.056911415,1.000583874,0.662757222,1.056910265
-4.5,-4.5,19.3,0.665015681,0.60761381,0.76314904,0.977448704,0.676761967,0.676761828,1.040765912,0.997726855,0.676761967,1.040764548
-4.5,-4.5,19.4,0.666370578,0.609047853,0.764919959,0.966598593,0.692331735,0.692331649,1.022212926,0.996587035,0.692331735,1.022211611
-4.5,-4.5,19.5,0.667030791,0.60771477,0.74347052,0.957374175,0.704771242,0.70477125,1.008463188,0.993510533,0.704771242,1.008461741
