x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 3","Electric field norm (V/m), Boundary Probe 7","Electric field norm (V/m), Boundary Probe 8","Electric field norm (V/m), Boundary Probe 9","Electric field norm (V/m), Boundary Probe 10"
-5,-5,14.7,0.662208102,0.603570013,0.446023134,0.959734713,0.773028223,0.773028325,0.985402531,1.00934676,0.773028223,0.985402257
-5,-5,14.8,0.664217622,0.605857102,0.441122925,0.95849862,0.772919516,0.772919661,0.98581934,1.00222936,0.772919516,0.985819017
-5,-5,14.9,0.665674216,0.604474948,0.445538198,0.954275645,0.745908384,0.745907848,1.000487107,0.980158872,0.745908384,1.000486651
-5,-5,15,0.676062295,0.600500808,0.4407383,0.97533093,0.733294981,0.733293852,1.01305293,1.016804992,0.733294981,1.013052401
-5,-5,15.1,0.682756372,0.601048202,0.427277815,0.977436857,0.736662471,0.736661707,1.01039491,1.025383093,0.736662471,1.01039455
-5,-5,15.2,0.685781607,0.606786748,0.418479143,0.971811099,0.746008624,0.746007695,0.999799743,1.030239754,0.746008624,0.999799507
-5,-5,15.3,0.68854806,0.614278214,0.414115664,0.967594308,0.760655854,0.760654867,0.986110859,1.041738052,0.760655854,0.986110714
-5,-5,15.4,0.69211491,0.618731182,0.412483762,0.965752693,0.776175953,0.77617507,0.975182474,1.052854849,0.776175953,0.975182379
-5,-5,15.5,0.696446208,0.618071483,0.412211332,0.966099486,0.788790916,0.788790451,0.971913427,1.057298432,0.788790916,0.971913375
-5,-5,15.6,0.700732149,0.614098703,0.414538938,0.966203935,0.789959769,0.789958493,0.980277526,1.046422017,0.789959769,0.980277468
-5,-5,15.7,0.70680043,0.614118244,0.436493421,0.970239189,0.767380909,0.767380192,0.998653006,1.03625651,0.767380909,0.998652687
-5,-5,15.8,0.719404781,0.619520779,0.466955951,0.984044051,0.75508963,0.755088956,1.001050546,1.057763981,0.75508963,1.001050248
-5,-5,15.9,0.725962636,0.624120307,0.495846669,0.98313465,0.746618993,0.746618313,0.993640303,1.059234777,0.746618993,0.99363995
-5,-5,16,0.727251973,0.62496376,0.527967349,0.980026786,0.748912596,0.748911911,0.98014232,1.070069865,0.748912596,0.980141814
-5,-5,16.1,0.725730811,0.621576091,0.560421362,0.977055609,0.759610231,0.759610234,0.967021397,1.084755778,0.759610231,0.967020718
-5,-5,16.2,0.723153005,0.615737282,0.58881458,0.974223971,0.772835878,0.772835733,0.958468882,1.095575431,0.772835878,0.958468093
-5,-5,16.3,0.720232312,0.614366199,0.605779154,0.970758237,0.78246996,0.782469546,0.956010942,1.096475086,0.78246996,0.956010151
-5,-5,16.4,0.717027372,0.619649667,0.601631847,0.963715273,0.776270931,0.77627065,0.960846042,1.078082325,0.776270931,0.960845313
-5,-5,16.5,0.721402201,0.621923232,0.5981603,0.96694579,0.754621692,0.754620784,0.972097757,1.074355436,0.754621692,0.972097047
-5,-5,16.6,0.730525824,0.62038639,0.603282575,0.96685589,0.742918067,0.742916855,0.971968303,1.063128814,0.742918067,0.971967744
-5,-5,16.7,0.736315801,0.62091637,0.605130025,0.965622498,0.737675039,0.737673708,0.964698713,1.060434779,0.737675039,0.964698373
-5,-5,16.8,0.738037211,0.622034296,0.61601197,0.969203782,0.744459235,0.744457978,0.954491244,1.077646907,0.744459235,0.954491121
-5,-5,16.9,0.736974271,0.623203739,0.631525072,0.972197428,0.755471717,0.755470539,0.946055318,1.093717392,0.755471717,0.946055394
-5,-5,17,0.73357987,0.624348313,0.640901387,0.972924615,0.765880578,0.765879373,0.942050471,1.10160633,0.765880578,0.942050706
-5,-5,17.1,0.727115046,0.622602296,0.633553711,0.971167489,0.771547147,0.77154572,0.944888248,1.098915499,0.771547147,0.944888571
-5,-5,17.2,0.717718372,0.617185048,0.601070715,0.966702644,0.763155222,0.763153071,0.958870793,1.081201248,0.763155222,0.958871004
-5,-5,17.3,0.715965746,0.614991688,0.535832,0.96966514,0.758343763,0.758340588,0.972721726,1.077107749,0.758343763,0.972721893
-5,-5,17.4,0.715809659,0.61494462,0.445626345,0.959055847,0.750062442,0.750058936,0.974128936,1.043993321,0.750062442,0.974128766
-5,-5,17.5,0.714257385,0.617580159,0.371389852,0.95328064,0.752745727,0.752742669,0.963732033,1.036712849,0.752745727,0.963731563
-5,-5,17.6,0.710912772,0.618074337,0.335673144,0.954589221,0.766056613,0.766054107,0.9526605,1.050370507,0.766056613,0.95266007
-5,-5,17.7,0.707164194,0.615786021,0.342693204,0.95768704,0.781391971,0.78138993,0.946821326,1.062370246,0.781391971,0.946821184
-5,-5,17.8,0.702601213,0.611034532,0.342562855,0.960847121,0.794557419,0.794555736,0.946968364,1.066927379,0.794557419,0.946968602
-5,-5,17.9,0.695724292,0.60629806,0.347532771,0.961858389,0.800518499,0.800517012,0.953120204,1.060516156,0.800518499,0.953120713
-5,-5,18,0.686708493,0.607491384,0.371543579,0.962395306,0.793598937,0.793597154,0.965407116,1.050794067,0.793598937,0.965407588
-5,-5,18.1,0.68131662,0.611280844,0.403556451,0.956586073,0.786315636,0.786313454,0.969913447,1.030007903,0.786315636,0.969913866
-5,-5,18.2,0.67770654,0.611440619,0.449059512,0.941380829,0.769891615,0.769888525,0.964472858,0.994768684,0.769891615,0.964472944
-5,-5,18.3,0.672752527,0.612013955,0.500237206,0.936321632,0.771005951,0.771004337,0.953441439,0.994563271,0.771005951,0.953441366
-5,-5,18.4,0.667246731,0.611920197,0.543216977,0.93549433,0.783918291,0.783916873,0.945668873,1.005028922,0.783918291,0.945668921
-5,-5,18.5,0.66265395,0.608979282,0.577796661,0.935099303,0.799297304,0.799296074,0.943292045,1.010185952,0.799297304,0.943292289
-5,-5,18.6,0.658980111,0.606373764,0.60143428,0.935914854,0.811768643,0.811767645,0.946158935,1.009887748,0.811768643,0.946159278
-5,-5,18.7,0.654815327,0.604111539,0.606648808,0.93723001,0.813295898,0.81329509,0.954329349,1.003311956,0.813295898,0.954329648
-5,-5,18.8,0.651616125,0.600052703,0.61178063,0.942494997,0.809637229,0.809637269,0.965658222,1.003182877,0.809637229,0.965658413
-5,-5,18.9,0.653236172,0.59736066,0.642335566,0.932372517,0.79305635,0.793054665,0.969894174,0.967507605,0.79305635,0.969894094
-5,-5,19,0.65893795,0.598034456,0.692984915,0.920588925,0.776926033,0.77692456,0.962400803,0.937836684,0.776926033,0.962400729
-5,-5,19.1,0.662126328,0.600704133,0.726132993,0.921633515,0.778552634,0.778550638,0.954085473,0.946958794,0.778552634,0.954085816
-5,-5,19.2,0.663679808,0.604292631,0.747898006,0.922827207,0.787064408,0.787063331,0.951650157,0.957196447,0.787064408,0.951650763
-5,-5,19.3,0.665016027,0.607613857,0.763146939,0.922287934,0.797505873,0.797503678,0.953602704,0.961477484,0.797505873,0.95360326
-5,-5,19.4,0.666370988,0.609047985,0.764917002,0.922168368,0.806061739,0.806058659,0.959867686,0.961705596,0.806061739,0.959868066
-5,-5,19.5,0.667031325,0.607714895,0.74346752,0.925516515,0.807988512,0.807986126,0.971798593,0.963301003,0.807988512,0.971799046
-5,-5,19.6,0.669172056,0.606610097,0.705375056,0.928693543,0.809636254,0.809634616,0.982996718,0.962295452,0.809636254,0.982997575
-5,-5,19.7,0.674610937,0.608361814,0.64413308,0.917903761,0.794762572,0.794760305,0.986670184,0.929252818,0.794762572,0.986671118
-5,-5,19.8,0.68672168,0.608829903,0.582379317,0.91062813,0.784892826,0.784890671,0.972845976,0.916673384,0.784892826,0.972846825
-5,-5,19.9,0.697467289,0.609571097,0.544548296,0.914362522,0.787611272,0.787609022,0.96351222,0.929718009,0.787611272,0.963513045
-5,-5,20,0.706221599,0.610720734,0.529781756,0.917265113,0.794004185,0.794001474,0.962286158,0.936817899,0.794004185,0.962286835
-5,-5,20.1,0.712828583,0.610181681,0.520022264,0.919804567,0.801179924,0.801176926,0.965488924,0.941791644,0.801179924,0.96548939
-5,-5,20.2,0.716144791,0.609261506,0.501160028,0.923163365,0.805458162,0.805454562,0.972646551,0.947552535,0.805458162,0.972646892
-5,-5,20.3,0.716639788,0.612126249,0.46745739,0.929210122,0.808803068,0.808798706,0.982000633,0.960296557,0.808803068,0.982001091
-5,-5,20.4,0.713675534,0.616146796,0.420778187,0.927535306,0.803249662,0.80324476,0.987545004,0.957168217,0.803249662,0.987545765
-5,-5,20.5,0.711696723,0.61702967,0.379939241,0.914576372,0.782236463,0.782231299,0.981400601,0.934370866,0.782236463,0.981401877
-5,-5,20.6,0.716301691,0.619332293,0.390470267,0.914644535,0.77543846,0.775434303,0.965981276,0.945112057,0.77543846,0.965982738
-5,-5,20.7,0.720772867,0.622305021,0.431037828,0.919042841,0.779516768,0.779512991,0.962221974,0.956153035,0.779516768,0.962223106
-5,-5,20.8,0.725199461,0.62352892,0.468579172,0.922805297,0.788044155,0.788040364,0.966048698,0.959580012,0.788044155,0.966049597
-5,-5,20.9,0.729097308,0.623401458,0.49499679,0.928750328,0.797462081,0.79745804,0.972760258,0.965223415,0.797462081,0.972761205
-5,-5,21,0.730665818,0.621485512,0.506625381,0.937955798,0.802664474,0.802660551,0.981557979,0.977178834,0.802664474,0.981559178
-5,-5,21.1,0.72893776,0.61781471,0.511497204,0.947191959,0.804546211,0.804542304,0.990166952,0.991394256,0.804546211,0.990168368
-5,-5,21.2,0.723009211,0.614197868,0.525559384,0.948559772,0.791644682,0.791640087,0.998703357,0.988968454,0.791644682,0.998704483
-5,-5,21.3,0.720519768,0.614571379,0.604988992,0.94009496,0.77465462,0.774649574,0.991723485,0.978019941,0.77465462,0.991723891
-5,-5,21.4,0.722986918,0.616236536,0.689361442,0.945501314,0.778742208,0.778737089,0.976568562,1.003289613,0.778742208,0.976568837
-5,-5,21.5,0.723251096,0.618381443,0.730350707,0.947383226,0.784965027,0.784961592,0.975942413,1.008816107,0.784965027,0.975942628
-5,-5,21.6,0.723228071,0.620098826,0.754481307,0.948745981,0.795198689,0.795195619,0.980755882,1.009265832,0.795198689,0.980756169
-5,-5,21.7,0.723446964,0.620256045,0.766269847,0.953612619,0.806728352,0.806725094,0.987623613,1.014592501,0.806728352,0.987624194
-5,-5,21.8,0.723138006,0.618756802,0.761920816,0.962215781,0.818055722,0.818051692,0.995180268,1.026767588,0.818055722,0.995181021
-5,-5,21.9,0.720127176,0.617254689,0.735706336,0.970049722,0.822764936,0.822759235,1.001794859,1.036918999,0.822764936,1.001795236
-5,-5,22,0.713621667,0.617435298,0.692382359,0.969474554,0.812373968,0.812365841,1.004345592,1.031637474,0.812373968,1.004345427
-5,-5,22.1,0.713719667,0.614942897,0.679974324,0.963670092,0.803313625,0.803305418,0.987062731,1.031854076,0.803313625,0.987062102
-5,-5,22.2,0.715929685,0.612756868,0.665064512,0.970289055,0.806835472,0.806828183,0.973715846,1.053423037,0.806835472,0.973715806
-5,-5,22.3,0.713818534,0.613781184,0.646503446,0.971284202,0.807951216,0.807946176,0.975561576,1.053646834,0.807951216,0.975563083
-5,-5,22.4,0.710151824,0.613310864,0.63307921,0.972216626,0.813209082,0.81320227,0.982533384,1.053570669,0.813209082,0.982536169
-5,-5,22.5,0.706667253,0.611725075,0.616310135,0.975284386,0.821301179,0.821296799,0.99057521,1.057927548,0.821301179,0.990578265
-5,-5,22.6,0.703386205,0.61031519,0.588253757,0.978794921,0.830012869,0.83001029,0.99690136,1.06324978,0.830012869,0.996903429
-5,-5,22.7,0.698092794,0.607246025,0.541230802,0.981236469,0.831070546,0.831067273,1.001031553,1.066029159,0.831070546,1.001031949
-5,-5,22.8,0.689239407,0.603961714,0.478612799,0.975407214,0.81519225,0.815185724,0.999717613,1.054571834,0.81519225,0.999716867
-5,-5,22.9,0.686481241,0.606218826,0.417074858,0.972635844,0.808302007,0.808295628,0.980731743,1.064078124,0.808302007,0.980730997
-5,-5,23,0.686283159,0.607790374,0.374978911,0.976873913,0.806973574,0.806968463,0.974743998,1.070360919,0.806973574,0.974744275
-5,-5,23.1,0.68406278,0.608200982,0.351285919,0.979247761,0.807172418,0.807167118,0.980914749,1.06573486,0.807172418,0.980916344
-5,-5,23.2,0.680856882,0.607764558,0.339150796,0.983240148,0.811873882,0.811869835,0.990277063,1.066849076,0.811873882,0.990279218
-5,-5,23.3,0.677769752,0.607325479,0.3392483,0.986835878,0.818431739,0.818428311,0.998867697,1.070683393,0.818431739,0.99886956
-5,-5,23.4,0.674653811,0.606467789,0.339116055,0.988098551,0.821963413,0.821959242,1.005553714,1.071774145,0.821963413,1.005554513
-5,-5,23.5,0.670313933,0.605310447,0.359944207,0.986454493,0.817826647,0.81782186,1.010059401,1.067761956,0.817826647,1.010058978
-5,-5,23.6,0.663427635,0.6046898,0.421108924,0.975430998,0.802517312,0.802510734,1.005240088,1.051971639,0.802517312,1.005239135
-5,-5,23.7,0.663536363,0.602326362,0.524280863,0.971843846,0.803745176,0.803737792,0.984835378,1.064874354,0.803745176,0.984835631
-5,-5,23.8,0.666893971,0.599577273,0.598404289,0.970103972,0.801302793,0.801294305,0.981620404,1.058261179,0.801302793,0.981622567
-5,-5,23.9,0.669575624,0.601549245,0.637193276,0.971137227,0.803015862,0.803006764,0.988347504,1.051530802,0.803015862,0.988350602
-5,-5,24,0.672722788,0.604163873,0.656246396,0.975189762,0.809674552,0.809665385,0.996929847,1.052234012,0.809674552,0.996932226
-5,-5,24.1,0.676918278,0.605237485,0.66163091,0.978556971,0.816999644,0.816989905,1.004060998,1.053099356,0.816999644,1.004061656
-5,-5,24.2,0.68107349,0.605897072,0.651917009,0.979848976,0.820934947,0.82092479,1.008744876,1.051607457,0.820934947,1.008744216
-5,-5,24.3,0.682794383,0.606150198,0.628206599,0.97668906,0.816525006,0.816513878,1.009501594,1.044162491,0.816525006,1.009500609
-5,-5,24.4,0.683462797,0.60605391,0.625887824,0.964969723,0.806321435,0.806307845,0.996860542,1.033696983,0.806321435,0.996860517
-5,-5,24.5,0.690685954,0.610180594,0.655890282,0.959622983,0.806080782,0.806068116,0.979841328,1.040023088,0.806080782,0.979843286
-5,-5,24.6,0.697947024,0.614716723,0.66121453,0.955661933,0.800767645,0.800753767,0.980458792,1.028596342,0.800767645,0.980462165
-5,-5,24.7,0.703645429,0.615664651,0.650725419,0.958858771,0.801729964,0.80171745,0.991821024,1.026410321,0.801729964,0.991823487
-5,-5,24.8,0.709251323,0.614248973,0.637613334,0.964129826,0.807881514,0.807870797,1.003884067,1.029219387,0.807881514,1.003884663
-5,-5,24.9,0.715174094,0.612967479,0.617292292,0.96742383,0.815311279,0.8153019,1.012858641,1.028983532,0.815311279,1.012857896
-5,-5,25,0.720240835,0.611610153,0.582441027,0.967692704,0.819738634,0.819731245,1.017611967,1.023787261,0.819738634,1.017611071
-5,-5,25.1,0.7218187,0.611424973,0.532805588,0.963583373,0.813401076,0.813394469,1.017868929,1.011015411,0.813401076,1.017869033
-5,-5,25.2,0.723811326,0.61386964,0.490000032,0.957031527,0.809314544,0.80930618,1.003835489,1.009101539,0.809314544,1.003837302
-5,-5,25.3,0.728607748,0.615420508,0.453375982,0.950657847,0.806028061,0.806019249,0.992973361,1.000960105,0.806028061,0.992976674
-5,-5,25.4,0.732423227,0.615291113,0.427279158,0.949013791,0.804313953,0.804298363,0.996291487,0.989926884,0.804313953,0.9962949
-5,-5,25.5,0.732797267,0.617925765,0.412838343,0.954964755,0.80787407,0.80785978,1.008050363,0.99444274,0.80787407,1.00805245
-5,-5,25.6,0.732245438,0.621844516,0.405888401,0.960156978,0.813899726,0.813888146,1.019134007,1.000012913,0.813899726,1.019134724
-5,-5,25.7,0.731987034,0.623684394,0.402060712,0.962665819,0.820140853,0.820125046,1.026550344,1.001911546,0.820140853,1.026550761
-5,-5,25.8,0.731269359,0.622485662,0.400554004,0.961943363,0.823237306,0.82322116,1.029686974,0.998417128,0.823237306,1.029688026
-5,-5,25.9,0.728236539,0.620396908,0.405107604,0.955859318,0.817524627,0.817509553,1.025953028,0.986937088,0.817524627,1.025955224
-5,-5,26,0.726648113,0.617251324,0.420401008,0.949890715,0.821924168,0.821910237,1.00984472,0.988704091,0.821924168,1.009848164
-5,-5,26.1,0.72836515,0.614327451,0.441270634,0.939148082,0.819700889,0.819688302,0.998950135,0.967866426,0.819700889,0.998953419
-5,-5,26.2,0.729919312,0.615772059,0.455774825,0.941354442,0.821068449,0.821058573,1.004188429,0.959421587,0.821068449,1.004189857
-5,-5,26.3,0.727269713,0.61713943,0.466838026,0.951741085,0.824022958,0.824017071,1.017239192,0.968561856,0.824022958,1.017239149
-5,-5,26.4,0.722655019,0.615759213,0.47358182,0.95907597,0.827851777,0.827847871,1.02927472,0.975572494,0.827851777,1.029274561
-5,-5,26.5,0.71760071,0.614075824,0.474685084,0.962088466,0.831570721,0.831566102,1.036645004,0.978400496,0.831570721,1.036645496
-5,-5,26.6,0.712296405,0.612638139,0.469545726,0.960634437,0.831293879,0.831289774,1.038054443,0.976488934,0.831293879,1.038055463
-5,-5,26.7,0.706599769,0.611907622,0.46976032,0.955530045,0.827213212,0.827210579,1.030269362,0.975010462,0.827213212,1.030270502
-5,-5,26.8,0.702991393,0.614292187,0.506273428,0.947799743,0.826020776,0.826016104,1.016370973,0.973701333,0.826020776,1.016372745
-5,-5,26.9,0.705221957,0.616830485,0.560448552,0.935917413,0.819242698,0.819235691,1.008920691,0.951004434,0.819242698,1.008921677
-5,-5,27,0.707181075,0.61528083,0.572307253,0.94257497,0.817932796,0.817927524,1.019522685,0.950116454,0.817932796,1.019522155
-5,-5,27.1,0.705232924,0.612532491,0.562840944,0.954279759,0.818024461,0.818021796,1.034842145,0.959487215,0.818024461,1.034842005
-5,-5,27.2,0.701446902,0.610526138,0.548023058,0.962531474,0.820339053,0.820337696,1.046375208,0.966526061,0.820339053,1.04637575
-5,-5,27.3,0.696740876,0.609230025,0.527645045,0.967451454,0.82297048,0.822968488,1.052278299,0.971798994,0.82297048,1.052279053
-5,-5,27.4,0.690937434,0.607614805,0.500814472,0.968013946,0.820167869,0.820164347,1.052244545,0.973122037,0.820167869,1.05224519
-5,-5,27.5,0.684950888,0.606162873,0.477757688,0.966388126,0.818231796,0.818225079,1.043066857,0.980964661,0.818231796,1.043067346
-5,-5,27.6,0.679756693,0.605218459,0.462856968,0.95596375,0.810851654,0.810838758,1.030624193,0.973006347,0.810851654,1.030625298
-5,-5,27.7,0.68057089,0.601512214,0.458958854,0.944514441,0.807455529,0.807445124,1.023222232,0.95565655,0.807455529,1.023221951
-5,-5,27.8,0.681721065,0.60229432,0.454773939,0.952971323,0.807658322,0.807651674,1.033139658,0.964866604,0.807658322,1.033138783
-5,-5,27.9,0.680499873,0.607040995,0.453822771,0.96198674,0.807444134,0.807439697,1.046930369,0.972931651,0.807444134,1.046931108
-5,-5,28,0.678326557,0.609450372,0.45931465,0.967846378,0.809426954,0.809422596,1.056300551,0.978660973,0.809426954,1.056302772
-5,-5,28.1,0.676098679,0.608302953,0.471849057,0.971951715,0.81154895,0.81154129,1.059534402,0.985330514,0.81154895,1.059536636
-5,-5,28.2,0.673909225,0.605085914,0.487690697,0.974162137,0.811030792,0.811018466,1.055609689,0.992971835,0.811030792,1.055610632
-5,-5,28.3,0.672286145,0.601662734,0.502695773,0.97453807,0.812722807,0.812706082,1.044616215,1.003787999,0.812722807,1.044616579
-5,-5,28.4,0.670551972,0.601791237,0.503909104,0.963906505,0.808012915,0.807994441,1.029540171,0.993861463,0.808012915,1.029542447
-5,-5,28.5,0.67427309,0.606102156,0.47904293,0.959136953,0.811737941,0.811729025,1.026258551,0.986420131,0.811737941,1.026261254
-5,-5,28.6,0.677459348,0.607554997,0.435386903,0.969529905,0.81202765,0.812019764,1.039764189,0.997912135,0.81202765,1.039767007
-5,-5,28.7,0.678363627,0.605901818,0.393987875,0.976764874,0.8110017,0.810990602,1.054912273,1.002776965,0.8110017,1.054915493
-5,-5,28.8,0.67877923,0.603509457,0.364776706,0.981306722,0.812006076,0.811995703,1.064001739,1.008273484,0.812006076,1.06400463
-5,-5,28.9,0.679810638,0.602593032,0.350067238,0.98433713,0.812842171,0.812833596,1.065954938,1.016159601,0.812842171,1.065956249
-5,-5,29,0.682287825,0.604465849,0.347477967,0.986752178,0.81441551,0.814405574,1.060289134,1.028224773,0.81441551,1.060288031
-5,-5,29.1,0.685045253,0.607700273,0.371365839,0.986189685,0.812674815,0.812656023,1.050392446,1.035938454,0.812674815,1.050390296
-5,-5,29.2,0.688825079,0.610496121,0.425758475,0.976550192,0.807271287,0.807250481,1.037061161,1.025578551,0.807271287,1.037058255
-5,-5,29.3,0.698764184,0.609083647,0.456892709,0.979058045,0.815267437,0.815255332,1.036576575,1.028578851,0.815267437,1.036571736
-5,-5,29.4,0.705592267,0.609095745,0.456683912,0.989338715,0.815803125,0.815791674,1.050755035,1.034413646,0.815803125,1.050750825
-5,-5,29.5,0.708649394,0.613697993,0.449844309,0.994821441,0.815844509,0.815827431,1.06390153,1.033869933,0.815844509,1.063897866
-5,-5,29.6,0.709436716,0.618347113,0.444880748,0.997372362,0.817881342,0.81786429,1.069513638,1.03686188,0.817881342,1.069510487
-5,-5,29.7,0.709284649,0.619449528,0.441945089,0.99842529,0.819067191,0.819056591,1.067386347,1.044806814,0.819067191,1.067383714
-5,-5,29.8,0.709389179,0.616724623,0.441481561,0.999067378,0.820807405,0.820801366,1.059342538,1.057369582,0.820807405,1.059341003
-5,-5,29.9,0.709252062,0.612156003,0.439645545,0.995729791,0.815640563,0.815631891,1.047473153,1.06264674,0.815640563,1.047474793
-5,-5,30,0.712180282,0.609055335,0.44432426,0.984662287,0.81261577,0.812603409,1.033174534,1.052344816,0.81261577,1.033178953
-5,-5,30.1,0.721040008,0.612396242,0.468684291,0.990149113,0.820899066,0.820891907,1.034366802,1.061496314,0.820899066,1.034370245
-5,-5,30.2,0.726983728,0.617633235,0.492524425,0.997220196,0.819509666,0.81950504,1.048141418,1.058915408,0.819509666,1.048145744
-5,-5,30.3,0.729416177,0.619436878,0.516299978,1.001196378,0.818813832,0.818807297,1.060084779,1.053182489,0.818813832,1.06008935
-5,-5,30.4,0.729315948,0.617851649,0.54455113,1.003148797,0.819954809,0.819947442,1.064387479,1.052163013,0.819954809,1.064390701
-5,-5,30.5,0.727369625,0.615808505,0.575909366,1.003640586,0.822371996,0.822367837,1.060900061,1.056730219,0.822371996,1.060900337
-5,-5,30.6,0.723719315,0.615639428,0.604751361,1.002187361,0.823501017,0.823499864,1.051924791,1.063751638,0.823501017,1.051922295
-5,-5,30.7,0.718687499,0.618592466,0.613296897,0.996206351,0.818257877,0.818254646,1.038862994,1.064844016,0.818257877,1.038859921
-5,-5,30.8,0.716909013,0.621590204,0.604911042,0.98698274,0.819607147,0.819601419,1.027567772,1.058759442,0.819607147,1.027564397
-5,-5,30.9,0.720628438,0.619596738,0.591309508,0.993710035,0.822760246,0.822753169,1.033739188,1.068820071,0.822760246,1.033736918
-5,-5,31,0.722751187,0.615979089,0.561695906,0.998109777,0.817350842,0.817341602,1.049811191,1.060614,0.817350842,1.049810585
-5,-5,31.1,0.722104093,0.613762624,0.53776459,0.999601942,0.813381408,0.813372554,1.060952772,1.051593235,0.813381408,1.060951052
-5,-5,31.2,0.720129516,0.613726062,0.527652881,0.999155268,0.811703257,0.811696796,1.062963236,1.047359462,0.811703257,1.062958796
-5,-5,31.3,0.71735286,0.61415643,0.528243695,0.997702135,0.812803805,0.812799854,1.057769642,1.047405119,0.812803805,1.057763525
-5,-5,31.4,0.713035979,0.612794258,0.529844759,0.994908585,0.812020267,0.812017701,1.048352838,1.048333526,0.812020267,1.048348027
-5,-5,31.5,0.70643116,0.609914531,0.519308913,0.987401515,0.804977182,0.804973111,1.035832903,1.042178237,0.804977182,1.035832289
-5,-5,31.6,0.702023259,0.606326374,0.484416987,0.981747708,0.810821599,0.810818858,1.026455612,1.041376365,0.810821599,1.026455795
-5,-5,31.7,0.700632976,0.60669012,0.427966802,0.985786221,0.811275123,0.811275126,1.033570455,1.044399663,0.811275123,1.033571993
-5,-5,31.8,0.698008692,0.612123551,0.387432854,0.987419625,0.807256007,0.807253586,1.047407205,1.034452377,0.807256007,1.047406273
-5,-5,31.9,0.693681516,0.615932977,0.376058455,0.98691855,0.804272423,0.804264646,1.055108059,1.027205296,0.804272423,1.05510153
-5,-5,32,0.689273283,0.615236031,0.379711782,0.983900088,0.803590892,0.803579766,1.054519419,1.022290214,0.803590892,1.054508418
-5.5,-5.5,1,0.657756124,0.641443843,0.484906558,0.889848793,0.792968524,0.792968524,0.615828566,1.065665649,0.792968524,0.615828566
-5.5,-5.5,1.1,0.675533594,0.629115745,0.491417977,0.947575568,0.758266334,0.758266334,0.664860537,1.146233054,0.758266334,0.664860538
-5.5,-5.5,1.2,0.697816359,0.633075261,0.501178703,0.985142897,0.718051003,0.718051003,0.722766314,1.164324573,0.718051003,0.722766314
-5.5,-5.5,1.3,0.71910428,0.64333256,0.514040348,0.994335206,0.66212647,0.66212647,0.781886548,1.113118513,0.66212647,0.781886548
-5.5,-5.5,1.4,0.731324465,0.646824603,0.532545019,0.980570408,0.585452702,0.585452702,0.83985543,1.016262416,0.585452702,0.83985543
-5.5,-5.5,1.5,0.730461992,0.64280452,0.563041234,0.968741207,0.498691407,0.498691407,0.896336245,0.940433494,0.498691407,0.896336245
-5.5,-5.5,1.6,0.721178709,0.641876897,0.603122115,0.984254901,0.425873269,0.42587327,0.949754116,0.946747515,0.425873269,0.949754116
-5.5,-5.5,1.7,0.711667351,0.65561833,0.641496521,1.024348796,0.383126643,0.383126644,0.996152373,1.022919112,0.383126643,0.996152373
-5.5,-5.5,1.8,0.70772364,0.676596233,0.672795623,1.069385257,0.370006162,0.370006163,1.029117369,1.11781733,0.370006162,1.029117369
-5.5,-5.5,1.9,0.712220032,0.690672351,0.697799691,1.102983318,0.377938994,0.377938995,1.03977006,1.194817403,0.377938994,1.03977006
-5.5,-5.5,2,0.726232099,0.689457675,0.71897673,1.114915888,0.397243915,0.397243917,1.017486831,1.238608744,0.397243915,1.017486831
-5.5,-5.5,2.1,0.748660589,0.674286153,0.738480824,1.100351505,0.419109198,0.419109199,0.956362951,1.247727003,0.419109198,0.956362951
-5.5,-5.5,2.2,0.774089943,0.65702969,0.75757799,1.065919275,0.439437411,0.439437412,0.875860511,1.230564302,0.439437411,0.875860511
-5.5,-5.5,2.3,0.793390304,0.658705435,0.776278182,1.03610023,0.460078119,0.460078121,0.83444058,1.203380113,0.460078119,0.83444058
-5.5,-5.5,2.4,0.801407493,0.671043272,0.79282222,1.032475984,0.487910338,0.48791034,0.871465471,1.183731607,0.487910338,0.871465471
-5.5,-5.5,2.5,0.799660691,0.67471754,0.803487944,1.046734606,0.531249845,0.531249847,0.950889139,1.176565141,0.531249845,0.950889139
-5.5,-5.5,2.6,0.792559779,0.664827039,0.803708863,1.059532286,0.58787946,0.587879461,1.019771673,1.17478398,0.58787946,1.019771673
-5.5,-5.5,2.7,0.784878977,0.6464169,0.790123764,1.061254406,0.647728326,0.647728327,1.059189894,1.165581259,0.647728326,1.059189893
-5.5,-5.5,2.8,0.780905304,0.640266025,0.760462044,1.04979141,0.700121664,0.700121665,1.071638901,1.135448447,0.700121664,1.071638901
-5.5,-5.5,2.9,0.783578084,0.653394988,0.710142524,1.030488869,0.733300532,0.733300533,1.06205985,1.089855467,0.733300532,1.06205985
-5.5,-5.5,3,0.791196424,0.670653061,0.633121216,1.024474115,0.72979353,0.72979353,1.042545725,1.076074626,0.72979353,1.042545725
-5.5,-5.5,3.1,0.794923093,0.676689674,0.541659954,1.053945042,0.681958437,0.681958437,1.048969175,1.134766157,0.681958437,1.048969175
