x1 (cm),y1 (cm),freq (GHz),"Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3","Electric field norm (V/m), Point Probe 2","Electric field norm (V/m), Detector 1","Electric field norm (V/m), Detector 2p","Electric field norm (V/m), Detector 2n","Electric field norm (V/m), Boundary Probe 3n","Electric field norm (V/m), Boundary Probe 4n","Electric field norm (V/m), Boundary Probe 4p","Electric field norm (V/m), Boundary Probe 3p"
-4.5,-4.5,22.6,0.69765,0.61798,0.51951,0.69097,0.74604,0.74604,0.98007,1.0888,1.0888,0.98006
-4.5,-4.5,22.7,0.69344,0.61571,0.47844,0.68534,0.75789,0.75789,0.98042,1.073,1.073,0.98042
-4.5,-4.5,22.8,0.68565,0.61114,0.42265,0.67392,0.75237,0.75237,0.99492,1.0612,1.0612,0.99492
-4.5,-4.5,22.9,0.68358,0.60981,0.36924,0.67944,0.74317,0.74318,1.0167,1.0752,1.0752,1.0167
-4.5,-4.5,23,0.68322,0.6103,0.33359,0.69741,0.7367,0.7367,1.0239,1.0554,1.0554,1.0239
-4.5,-4.5,23.1,0.68212,0.61102,0.39589,0.69718,0.73056,0.73056,1.0208,1.0522,1.0522,1.0208
-4.5,-4.5,23.2,0.68007,0.61148,0.43208,0.68934,0.72995,0.72995,1.0122,1.0599,1.0599,1.0122
-4.5,-4.5,23.3,0.67711,0.61181,0.44333,0.68296,0.73558,0.73558,1.0023,1.0646,1.0646,1.0023
-4.5,-4.5,23.4,0.67302,0.61131,0.43424,0.6822,0.74315,0.74315,0.99342,1.0635,1.0635,0.99342
-4.5,-4.5,23.5,0.66677,0.60968,0.41297,0.6849,0.74539,0.74539,0.9894,1.055,1.055,0.9894
-4.5,-4.5,23.6,0.65813,0.60753,0.42063,0.68282,0.73375,0.73375,0.99966,1.0537,1.0537,0.99966
-4.5,-4.5,23.7,0.65791,0.60418,0.52182,0.7007,0.7269,0.7269,1.0127,1.0594,1.0594,1.0127
-4.5,-4.5,23.8,0.66042,0.60123,0.60365,0.719,0.71534,0.71532,1.0133,1.0391,1.0391,1.0133
-4.5,-4.5,23.9,0.66242,0.60145,0.64676,0.71954,0.71138,0.71137,1.0076,1.0354,1.0355,1.0076
-4.5,-4.5,24,0.66431,0.60481,0.66608,0.71195,0.71711,0.71711,0.99922,1.0348,1.0348,0.99922
-4.5,-4.5,24.1,0.66618,0.60878,0.66859,0.70381,0.72726,0.72725,0.98998,1.0307,1.0307,0.98998
-4.5,-4.5,24.2,0.66718,0.61228,0.65225,0.69775,0.73761,0.7376,0.98223,1.0239,1.0239,0.98223
-4.5,-4.5,24.3,0.66543,0.61315,0.61673,0.69295,0.74138,0.74137,0.98065,1.0125,1.0125,0.98065
-4.5,-4.5,24.4,0.6619,0.6104,0.59288,0.68462,0.73365,0.73364,0.99477,1.0167,1.0167,0.99477
-4.5,-4.5,24.5,0.66691,0.6118,0.60953,0.69759,0.72547,0.72546,1.0054,1.0071,1.0071,1.0054
-4.5,-4.5,24.6,0.67318,0.61458,0.60992,0.71066,0.70976,0.70974,1.0057,0.99309,0.99309,1.0057
-4.5,-4.5,24.7,0.67824,0.61488,0.5965,0.70977,0.70557,0.70556,1.0005,0.99525,0.99525,1.0005
-4.5,-4.5,24.8,0.68324,0.61403,0.5809,0.70242,0.71268,0.71266,0.9934,0.9936,0.99361,0.9934
-4.5,-4.5,24.9,0.6883,0.61301,0.55927,0.69431,0.72534,0.72532,0.98627,0.98519,0.98519,0.98627
-4.5,-4.5,25,0.69212,0.61169,0.52562,0.68687,0.73807,0.73806,0.98225,0.97213,0.97212,0.98225
-4.5,-4.5,25.1,0.69197,0.61092,0.48179,0.679,0.74208,0.74206,0.98584,0.95786,0.95785,0.98585
-4.5,-4.5,25.2,0.69133,0.61153,0.44627,0.67023,0.74137,0.74136,0.99925,0.9648,0.96479,0.99925
-4.5,-4.5,25.3,0.69542,0.61223,0.41962,0.68506,0.73113,0.73112,1.0047,0.95017,0.95017,1.0047
-4.5,-4.5,25.4,0.70126,0.61302,0.39812,0.70274,0.71944,0.71942,1.0011,0.95911,0.95912,1.0011
-4.5,-4.5,25.5,0.70607,0.61568,0.38284,0.70755,0.71832,0.7183,0.99394,0.97756,0.97756,0.99394
-4.5,-4.5,25.6,0.71048,0.61916,0.37556,0.70793,0.72368,0.72367,0.98549,0.98304,0.98304,0.98548
-4.5,-4.5,25.7,0.71427,0.6216,0.37412,0.70928,0.73216,0.73214,0.97766,0.97815,0.97815,0.97766
-4.5,-4.5,25.8,0.71613,0.62317,0.3768,0.71129,0.73936,0.73934,0.97356,0.96594,0.96594,0.97356
-4.5,-4.5,25.9,0.71419,0.62305,0.38991,0.70947,0.7387,0.73867,0.97969,0.95402,0.95403,0.97969
-4.5,-4.5,26,0.71291,0.62026,0.42774,0.709,0.7409,0.74087,0.99261,0.94965,0.94966,0.99261
-4.5,-4.5,26.1,0.71368,0.61756,0.48821,0.72383,0.72986,0.72984,0.99866,0.92738,0.92739,0.99866
-4.5,-4.5,26.2,0.71452,0.61758,0.53089,0.73821,0.72256,0.72254,0.99714,0.94152,0.94153,0.99714
-4.5,-4.5,26.3,0.71238,0.61824,0.5503,0.73784,0.72328,0.72327,0.99403,0.96192,0.96192,0.99403
-4.5,-4.5,26.4,0.70926,0.61863,0.55596,0.73189,0.7276,0.72759,0.98896,0.97003,0.97003,0.98896
-4.5,-4.5,26.5,0.70628,0.61905,0.55099,0.72707,0.73406,0.73404,0.9833,0.96992,0.96991,0.9833
-4.5,-4.5,26.6,0.70276,0.61921,0.53685,0.72391,0.73899,0.73898,0.98126,0.96314,0.96314,0.98126
-4.5,-4.5,26.7,0.69803,0.61915,0.52536,0.71725,0.74084,0.74084,0.98984,0.96039,0.96039,0.98984
-4.5,-4.5,26.8,0.69564,0.62131,0.54899,0.71356,0.73908,0.73907,1.0015,0.94164,0.94165,1.0015
-4.5,-4.5,26.9,0.69825,0.62135,0.59764,0.72256,0.72553,0.72552,1.0043,0.91891,0.91892,1.0043
-4.5,-4.5,27,0.70018,0.61803,0.60898,0.73404,0.72284,0.72284,0.99945,0.9351,0.93511,0.99946
-4.5,-4.5,27.1,0.69875,0.61553,0.59667,0.73128,0.72923,0.72923,0.99573,0.9488,0.94881,0.99573
-4.5,-4.5,27.2,0.69633,0.61458,0.5765,0.72131,0.73976,0.73975,0.99084,0.95822,0.95822,0.99084
-4.5,-4.5,27.3,0.69365,0.61464,0.54922,0.71144,0.74972,0.74972,0.98502,0.9692,0.9692,0.98502
-4.5,-4.5,27.4,0.68963,0.61395,0.51684,0.70452,0.75341,0.7534,0.98163,0.97879,0.97879,0.98163
-4.5,-4.5,27.5,0.68442,0.61236,0.49146,0.69623,0.75631,0.7563,0.98442,0.99,0.99,0.98442
-4.5,-4.5,27.6,0.67869,0.61012,0.47631,0.69224,0.74794,0.74792,0.98746,0.97223,0.97224,0.98745
-4.5,-4.5,27.7,0.67979,0.60495,0.47363,0.70581,0.73485,0.73484,0.98178,0.95974,0.95974,0.98178
-4.5,-4.5,27.8,0.68087,0.60416,0.4739,0.72443,0.72937,0.72936,0.97377,0.97687,0.97687,0.97378
-4.5,-4.5,27.9,0.67912,0.60745,0.47585,0.72945,0.72962,0.72961,0.96755,0.98281,0.98281,0.96755
-4.5,-4.5,28,0.67638,0.61003,0.48487,0.72749,0.73621,0.7362,0.96163,0.98672,0.98672,0.96164
-4.5,-4.5,28.1,0.67346,0.61195,0.50333,0.72469,0.74497,0.74495,0.95743,0.99444,0.99444,0.95743
-4.5,-4.5,28.2,0.67017,0.61174,0.52702,0.72211,0.75139,0.75138,0.95898,1.0064,1.0064,0.95899
-4.5,-4.5,28.3,0.66655,0.60916,0.55083,0.71721,0.75804,0.75803,0.96585,1.0161,1.0161,0.96585
-4.5,-4.5,28.4,0.66175,0.60682,0.56136,0.71255,0.75093,0.75091,0.97588,0.99826,0.99827,0.97589
-4.5,-4.5,28.5,0.66298,0.60888,0.54388,0.72474,0.74051,0.7405,0.97369,0.9918,0.9918,0.97369
-4.5,-4.5,28.6,0.66474,0.60985,0.503,0.73794,0.73142,0.73141,0.97164,1.0007,1.0007,0.97165
-4.5,-4.5,28.7,0.66449,0.60858,0.45992,0.73961,0.72641,0.7264,0.96996,0.99931,0.99931,0.96997
-4.5,-4.5,28.8,0.6639,0.60705,0.42718,0.73673,0.7286,0.72859,0.96711,1.0021,1.0021,0.96711
-4.5,-4.5,28.9,0.664,0.60641,0.40971,0.73416,0.73374,0.73372,0.96561,1.0118,1.0118,0.9656
-4.5,-4.5,29,0.66548,0.60777,0.41258,0.73174,0.74094,0.74092,0.96928,1.0285,1.0285,0.96927
-4.5,-4.5,29.1,0.66701,0.61046,0.44164,0.72805,0.74349,0.74347,0.97834,1.0383,1.0383,0.97834
-4.5,-4.5,29.2,0.66787,0.61213,0.49797,0.72061,0.73443,0.7344,0.98669,1.0283,1.0283,0.98669
-4.5,-4.5,29.3,0.67359,0.60967,0.52712,0.73026,0.72953,0.72951,0.98066,1.0411,1.0411,0.98067
-4.5,-4.5,29.4,0.67712,0.60837,0.51995,0.73854,0.7217,0.72168,0.97768,1.0516,1.0516,0.97769
-4.5,-4.5,29.5,0.67776,0.61086,0.50394,0.73618,0.71759,0.71757,0.97465,1.0541,1.0541,0.97465
-4.5,-4.5,29.6,0.67792,0.61443,0.48861,0.73148,0.71946,0.71943,0.97073,1.0594,1.0594,0.97073
-4.5,-4.5,29.7,0.6791,0.61591,0.47566,0.72927,0.72355,0.72353,0.96885,1.0684,1.0684,0.96885
-4.5,-4.5,29.8,0.68204,0.61491,0.46835,0.72923,0.72922,0.7292,0.97009,1.0808,1.0808,0.97009
-4.5,-4.5,29.9,0.68507,0.61222,0.46422,0.73009,0.7272,0.72719,0.97546,1.0838,1.0838,0.97547
-4.5,-4.5,30,0.69017,0.6082,0.47003,0.72658,0.7215,0.72148,0.97731,1.0673,1.0673,0.97732
-4.5,-4.5,30.1,0.70042,0.60985,0.49612,0.74462,0.72166,0.72164,0.9691,1.0746,1.0746,0.96911
-4.5,-4.5,30.2,0.70679,0.61464,0.5241,0.75762,0.71672,0.7167,0.96491,1.065,1.065,0.96491
-4.5,-4.5,30.3,0.70935,0.61732,0.55414,0.75735,0.71732,0.71732,0.96206,1.0543,1.0543,0.96206
-4.5,-4.5,30.4,0.70984,0.61816,0.59072,0.75327,0.72327,0.72328,0.95966,1.0532,1.0532,0.95965
-4.5,-4.5,30.5,0.70948,0.61827,0.63139,0.74992,0.73233,0.73233,0.95935,1.0601,1.0601,0.95935
-4.5,-4.5,30.6,0.70827,0.61938,0.66839,0.74788,0.73964,0.73964,0.96253,1.0709,1.0709,0.96253
-4.5,-4.5,30.7,0.70552,0.62278,0.68201,0.74552,0.73722,0.73722,0.97193,1.0764,1.0764,0.97193
-4.5,-4.5,30.8,0.70545,0.62525,0.67597,0.74067,0.73511,0.73511,0.97314,1.0734,1.0734,0.97314
-4.5,-4.5,30.9,0.71054,0.62226,0.6629,0.75553,0.73184,0.73183,0.96804,1.0878,1.0878,0.96804
-4.5,-4.5,31,0.71312,0.61783,0.63297,0.7649,0.72418,0.72417,0.96507,1.0799,1.0799,0.96506
-4.5,-4.5,31.1,0.71266,0.61585,0.60869,0.76312,0.72426,0.72425,0.96312,1.0728,1.0728,0.96311
-4.5,-4.5,31.2,0.71083,0.61638,0.59899,0.75778,0.73119,0.73119,0.96275,1.0735,1.0735,0.96274
-4.5,-4.5,31.3,0.70846,0.61801,0.60167,0.75211,0.74257,0.74257,0.96418,1.0811,1.0811,0.96418
-4.5,-4.5,31.4,0.70517,0.61857,0.60741,0.74654,0.75053,0.75052,0.9689,1.0928,1.0927,0.96891
-4.5,-4.5,31.5,0.70008,0.61675,0.60185,0.73854,0.74681,0.7468,0.97685,1.0975,1.0975,0.97685
-4.5,-4.5,31.6,0.69792,0.61261,0.56947,0.72878,0.74931,0.74929,0.9727,1.1039,1.1039,0.9727
-4.5,-4.5,31.7,0.6994,0.61127,0.50572,0.73707,0.74378,0.74375,0.96652,1.1117,1.1117,0.96652
-4.5,-4.5,31.8,0.69902,0.61499,0.44369,0.74418,0.7366,0.73658,0.9641,1.0967,1.0967,0.9641
-4.5,-4.5,31.9,0.69619,0.61803,0.40638,0.74337,0.73562,0.73561,0.96461,1.0838,1.0838,0.96461
-4.5,-4.5,32,0.69242,0.61747,0.38956,0.74058,0.74037,0.74037,0.96751,1.0739,1.0739,0.96752
-5,-5,1,0.60751,0.55449,0.42375,1.0816,0.93135,0.93135,0.82569,0.97284,0.97284,0.82569
-5,-5,1.1,0.64534,0.5697,0.44844,1.1319,0.91237,0.91237,0.78326,0.97954,0.97954,0.78326
-5,-5,1.2,0.67925,0.58864,0.46873,1.175,0.87538,0.87538,0.75497,0.97574,0.97574,0.75497
-5,-5,1.3,0.70556,0.61157,0.48463,1.2036,0.81653,0.81653,0.7423,0.93155,0.93155,0.7423
-5,-5,1.4,0.7187,0.62729,0.49823,1.2067,0.73377,0.73377,0.74411,0.84282,0.84282,0.74411
-5,-5,1.5,0.7165,0.62741,0.51649,1.1795,0.63609,0.63609,0.76035,0.75869,0.75869,0.76035
-5,-5,1.6,0.70468,0.62718,0.54404,1.1314,0.54534,0.54534,0.78866,0.75363,0.75363,0.78866
-5,-5,1.7,0.69244,0.64479,0.5744,1.0816,0.48162,0.48162,0.82206,0.83733,0.83733,0.82206
-5,-5,1.8,0.686,0.67072,0.60039,1.0467,0.45001,0.45001,0.85081,0.96123,0.96123,0.85081
-5,-5,1.9,0.68793,0.69021,0.62036,1.0353,0.44388,0.44388,0.86336,1.0831,1.0831,0.86336
-5,-5,2,0.69861,0.69503,0.63542,1.0469,0.45244,0.45244,0.84631,1.1831,1.1831,0.84631
-5,-5,2.1,0.71599,0.68507,0.64706,1.0703,0.46324,0.46324,0.78913,1.2571,1.2571,0.78913
-5,-5,2.2,0.7336,0.66922,0.65645,1.082,0.46304,0.46304,0.70421,1.3097,1.3097,0.70421
-5,-5,2.3,0.74233,0.66788,0.66436,1.0568,0.44451,0.44451,0.64803,1.3484,1.3484,0.64803
-5,-5,2.4,0.73945,0.67652,0.67119,0.99541,0.41596,0.41596,0.67662,1.3767,1.3767,0.67662
-5,-5,2.5,0.73176,0.67656,0.67685,0.92703,0.39448,0.39448,0.77779,1.3886,1.3886,0.77779
-5,-5,2.6,0.72738,0.67039,0.68057,0.87987,0.38941,0.38941,0.90027,1.3724,1.3724,0.90027
-5,-5,2.7,0.73053,0.66416,0.68023,0.86674,0.39971,0.39971,1.0082,1.3182,1.3182,1.0082
-5,-5,2.8,0.7424,0.66358,0.67123,0.88936,0.41939,0.41939,1.0861,1.2212,1.2212,1.0861
-5,-5,2.9,0.7621,0.6711,0.64586,0.941,0.43619,0.43619,1.1259,1.0873,1.0873,1.1259
-5,-5,3,0.78576,0.68054,0.59954,0.99835,0.42944,0.42944,1.1292,0.96182,0.96182,1.1292
-5,-5,3.1,0.80393,0.67927,0.55352,1.018,0.38659,0.38659,1.1226,0.9484,0.9484,1.1226
-5,-5,3.2,0.80883,0.6626,0.54297,0.9795,0.35143,0.35143,1.1365,1.0523,1.0523,1.1365
-5,-5,3.3,0.80352,0.64658,0.55024,0.91369,0.3791,0.3791,1.1652,1.1479,1.1479,1.1652
-5,-5,3.4,0.79146,0.6455,0.54244,0.8509,0.44958,0.44958,1.1882,1.1904,1.1904,1.1882
-5,-5,3.5,0.77217,0.65284,0.50767,0.79843,0.52419,0.52419,1.1954,1.1954,1.1954,1.1954
-5,-5,3.6,0.74492,0.6568,0.44378,0.75803,0.58179,0.58179,1.1824,1.1782,1.1782,1.1824
-5,-5,3.7,0.71213,0.64966,0.35332,0.74074,0.60916,0.60916,1.1425,1.1348,1.1348,1.1425
-5,-5,3.8,0.68105,0.62868,0.37078,0.76071,0.59096,0.59096,1.0717,1.0723,1.0723,1.0717
-5,-5,3.9,0.65671,0.60773,0.434,0.78982,0.52687,0.52687,1.0133,1.0809,1.0809,1.0133
-5,-5,4,0.64344,0.61839,0.51246,0.76839,0.47938,0.47938,1.0384,1.1894,1.1894,1.0384
-5,-5,4.1,0.63286,0.63699,0.56265,0.71316,0.49215,0.49215,1.0981,1.2635,1.2635,1.0981
-5,-5,4.2,0.62082,0.6432,0.58313,0.663,0.5384,0.5384,1.1336,1.2694,1.2694,1.1336
-5,-5,4.3,0.60659,0.63822,0.58807,0.62555,0.59189,0.59189,1.1378,1.233,1.233,1.1378
-5,-5,4.4,0.58905,0.6267,0.58652,0.59554,0.64156,0.64156,1.1171,1.1691,1.1691,1.1171
-5,-5,4.5,0.56846,0.61793,0.58896,0.57503,0.67758,0.67758,1.0721,1.0734,1.0734,1.0721
-5,-5,4.6,0.55316,0.62324,0.62179,0.59018,0.67856,0.67856,0.9947,0.95155,0.95155,0.9947
-5,-5,4.7,0.55859,0.63676,0.70235,0.64819,0.62021,0.62021,0.952,0.90065,0.90065,0.952
-5,-5,4.8,0.57842,0.63141,0.75295,0.66687,0.56878,0.56878,1.0518,0.94081,0.94081,1.0518
-5,-5,4.9,0.58611,0.61393,0.74884,0.6488,0.58023,0.58023,1.1588,0.94207,0.94207,1.1588
-5,-5,5,0.58454,0.60143,0.72595,0.63768,0.61823,0.61823,1.2163,0.91623,0.91623,1.2163
-5,-5,5.1,0.57737,0.59856,0.69706,0.64256,0.65713,0.65713,1.2389,0.89494,0.89494,1.2389
-5,-5,5.2,0.56576,0.59913,0.66416,0.65713,0.68768,0.68768,1.2394,0.87988,0.87988,1.2394
-5,-5,5.3,0.55431,0.59953,0.63129,0.67228,0.69848,0.69848,1.2233,0.8467,0.8467,1.2233
-5,-5,5.4,0.55632,0.59895,0.60842,0.69844,0.65933,0.65933,1.1854,0.79314,0.79314,1.1854
-5,-5,5.5,0.57688,0.58717,0.6032,0.76996,0.53094,0.53094,1.1761,0.86685,0.86685,1.1761
-5,-5,5.6,0.59699,0.58584,0.60977,0.80941,0.46025,0.46025,1.2489,0.9736,0.9736,1.2489
-5,-5,5.7,0.61474,0.59916,0.61343,0.80657,0.46997,0.46997,1.2907,0.98295,0.98295,1.2907
-5,-5,5.8,0.6323,0.61274,0.60179,0.79486,0.49476,0.49476,1.2941,0.96291,0.96291,1.2941
-5,-5,5.9,0.64621,0.62021,0.56934,0.78371,0.52275,0.52275,1.2763,0.93897,0.93897,1.2763
-5,-5,6,0.65456,0.61834,0.5168,0.77566,0.54878,0.54878,1.2453,0.91099,0.91099,1.2453
-5,-5,6.1,0.65702,0.60936,0.44788,0.76607,0.56306,0.56306,1.1984,0.86319,0.86319,1.1984
-5,-5,6.2,0.65316,0.60737,0.35833,0.75122,0.54269,0.54269,1.1209,0.79815,0.79815,1.1209
-5,-5,6.3,0.65443,0.62212,0.40132,0.77437,0.49482,0.49482,1.1196,0.86516,0.86516,1.1196
-5,-5,6.4,0.67093,0.62737,0.48504,0.7839,0.49638,0.49638,1.2007,0.9219,0.9219,1.2007
-5,-5,6.5,0.68357,0.62767,0.52739,0.7685,0.51998,0.51998,1.2246,0.9147,0.9147,1.2246
-5,-5,6.6,0.69043,0.62566,0.55019,0.74729,0.55277,0.55277,1.2158,0.90045,0.90045,1.2158
-5,-5,6.7,0.69161,0.62929,0.56439,0.72621,0.59271,0.59271,1.1917,0.89087,0.89087,1.1917
-5,-5,6.8,0.68826,0.63926,0.57732,0.71092,0.63224,0.63224,1.161,0.88169,0.88169,1.161
-5,-5,6.9,0.68191,0.65079,0.59472,0.70231,0.65777,0.65777,1.1255,0.85934,0.85934,1.1255
-5,-5,7,0.67638,0.65436,0.6548,0.69318,0.64439,0.64439,1.0787,0.85831,0.85831,1.0787
-5,-5,7.1,0.69721,0.64218,0.79044,0.70599,0.61857,0.61857,1.1317,0.94605,0.94605,1.1317
-5,-5,7.2,0.72026,0.63339,0.8315,0.70664,0.6223,0.6223,1.1811,0.97992,0.97992,1.1811
-5,-5,7.3,0.73666,0.63308,0.83446,0.70474,0.63551,0.63551,1.1804,1.0138,1.0138,1.1804
-5,-5,7.4,0.74941,0.63952,0.81916,0.70788,0.65652,0.65652,1.1589,1.0451,1.0451,1.1589
-5,-5,7.5,0.75723,0.64485,0.78704,0.71468,0.68195,0.68195,1.1343,1.0624,1.0624,1.1342
-5,-5,7.6,0.75728,0.64249,0.74059,0.72374,0.7028,0.7028,1.1155,1.0581,1.0581,1.1155
-5,-5,7.7,0.74777,0.63008,0.68824,0.73437,0.70142,0.70142,1.0983,1.0218,1.0218,1.0983
-5,-5,7.8,0.74169,0.6148,0.6824,0.74802,0.64618,0.64618,1.087,1.0161,1.0161,1.087
-5,-5,7.9,0.75953,0.62166,0.69716,0.75801,0.61352,0.61352,1.1552,1.025,1.025,1.1552
-5,-5,8,0.76352,0.63331,0.68269,0.74369,0.60641,0.60641,1.1822,1.0191,1.0191,1.1822
-5,-5,8.1,0.76175,0.64197,0.66594,0.72487,0.61358,0.61358,1.179,1.0446,1.0446,1.179
-5,-5,8.2,0.75678,0.64274,0.64033,0.71056,0.63261,0.63261,1.1615,1.0783,1.0783,1.1615
-5,-5,8.3,0.74728,0.6359,0.59977,0.7019,0.65601,0.65601,1.1383,1.1024,1.1024,1.1383
-5,-5,8.4,0.7309,0.62686,0.5442,0.69574,0.67392,0.67391,1.1143,1.1052,1.1052,1.1143
-5,-5,8.5,0.70719,0.6244,0.48144,0.68846,0.66972,0.66972,1.086,1.0795,1.0795,1.086
-5,-5,8.6,0.69629,0.62798,0.42568,0.70553,0.64142,0.64142,1.1156,1.0833,1.0833,1.1156
-5,-5,8.7,0.69194,0.62729,0.38788,0.70668,0.62382,0.62382,1.1642,1.0513,1.0513,1.1642
-5,-5,8.8,0.68422,0.62086,0.36671,0.68449,0.61626,0.61626,1.1738,1.0562,1.0562,1.1738
-5,-5,8.9,0.67544,0.61489,0.35562,0.6588,0.62569,0.62569,1.1599,1.0927,1.0927,1.1599
-5,-5,9,0.66578,0.61662,0.35358,0.6406,0.64779,0.64779,1.1342,1.1294,1.1294,1.1342
-5,-5,9.1,0.65401,0.6224,0.37329,0.63294,0.67519,0.67519,1.1056,1.1523,1.1523,1.1056
-5,-5,9.2,0.63837,0.6255,0.42452,0.63199,0.69713,0.69713,1.0789,1.1542,1.1542,1.0789
-5,-5,9.3,0.62123,0.62172,0.51987,0.63786,0.69375,0.69375,1.0612,1.1454,1.1454,1.0612
-5,-5,9.4,0.61784,0.61248,0.63644,0.67259,0.67901,0.67901,1.0975,1.1168,1.1168,1.0975
-5,-5,9.5,0.61833,0.60665,0.7161,0.68325,0.65904,0.65904,1.1158,1.0833,1.0833,1.1158
-5,-5,9.6,0.6183,0.60841,0.75495,0.67915,0.65542,0.65542,1.1061,1.0949,1.0949,1.1061
-5,-5,9.7,0.61732,0.6116,0.76426,0.67594,0.66952,0.66952,1.082,1.1202,1.1202,1.082
-5,-5,9.8,0.61613,0.61084,0.7551,0.68127,0.69095,0.69095,1.0567,1.136,1.136,1.0567
-5,-5,9.9,0.61378,0.60367,0.73501,0.69453,0.71127,0.71127,1.0362,1.1353,1.1353,1.0362
-5,-5,10,0.60962,0.59243,0.71511,0.70835,0.71799,0.71799,1.0189,1.1173,1.1173,1.0189
-5,-5,10.1,0.61454,0.58981,0.74191,0.73427,0.71034,0.71033,1.0296,1.1003,1.1003,1.0296
-5,-5,10.2,0.62918,0.60028,0.77552,0.75769,0.68888,0.68888,1.0594,1.031,1.031,1.0594
-5,-5,10.3,0.64564,0.60789,0.79038,0.76041,0.66773,0.66773,1.0839,0.99039,0.99039,1.0839
-5,-5,10.4,0.65861,0.60866,0.77726,0.74774,0.67311,0.67311,1.0893,1.0023,1.0023,1.0893
-5,-5,10.5,0.66893,0.60809,0.74978,0.73319,0.69483,0.69483,1.0805,1.0235,1.0235,1.0805
-5,-5,10.6,0.67729,0.60889,0.71224,0.71968,0.72126,0.72126,1.0666,1.0386,1.0386,1.0666
-5,-5,10.7,0.68146,0.61611,0.66447,0.7051,0.74578,0.74578,1.0518,1.0473,1.0473,1.0518
-5,-5,10.8,0.68108,0.62632,0.61555,0.6895,0.76142,0.76142,1.0445,1.0598,1.0598,1.0445
-5,-5,10.9,0.68458,0.63189,0.57096,0.68616,0.76822,0.76822,1.0641,1.0501,1.0501,1.0641
-5,-5,11,0.69211,0.62674,0.53168,0.68417,0.74667,0.74667,1.0955,1.0146,1.0146,1.0955
-5,-5,11.1,0.7024,0.61605,0.50437,0.67113,0.72506,0.72506,1.1153,1.0131,1.0131,1.1153
-5,-5,11.2,0.70964,0.61531,0.48637,0.64682,0.72721,0.72721,1.1107,1.0354,1.0354,1.1107
-5,-5,11.3,0.71503,0.62313,0.47511,0.62716,0.74463,0.74463,1.095,1.0473,1.0473,1.095
-5,-5,11.4,0.71861,0.63126,0.47219,0.61458,0.76788,0.76788,1.0766,1.0482,1.0482,1.0766
-5,-5,11.5,0.71792,0.6342,0.48112,0.60444,0.78817,0.78817,1.0603,1.0451,1.0451,1.0603
-5,-5,11.6,0.71515,0.63083,0.50161,0.6022,0.80226,0.80226,1.0602,1.04,1.04,1.0602
-5,-5,11.7,0.70986,0.62486,0.52745,0.60756,0.79421,0.79421,1.0707,1.0066,1.0066,1.0707
-5,-5,11.8,0.71121,0.62661,0.53889,0.6207,0.75399,0.75399,1.0897,0.97013,0.97013,1.0897
-5,-5,11.9,0.71868,0.63424,0.51801,0.62552,0.72109,0.72109,1.0919,0.98015,0.98015,1.0919
-5,-5,12,0.72373,0.63733,0.49454,0.62199,0.71562,0.71562,1.077,0.98244,0.98244,1.077
-5,-5,12.1,0.72755,0.63588,0.48308,0.62464,0.72282,0.72282,1.0589,0.96427,0.96427,1.0589
-5,-5,12.2,0.73045,0.63148,0.48174,0.63158,0.73524,0.73524,1.0411,0.94545,0.94545,1.0411
-5,-5,12.3,0.73152,0.62743,0.49762,0.63765,0.74982,0.74982,1.0304,0.94033,0.94033,1.0304
-5,-5,12.4,0.72801,0.62616,0.53404,0.64261,0.75811,0.75811,1.0261,0.93145,0.93145,1.0261
-5,-5,12.5,0.72176,0.62809,0.60275,0.64972,0.74637,0.74637,1.0308,0.90605,0.90605,1.0308
-5,-5,12.6,0.72401,0.62595,0.6765,0.66801,0.71602,0.71602,1.049,0.90102,0.90102,1.049
-5,-5,12.7,0.72854,0.62156,0.67971,0.67646,0.70694,0.70694,1.0583,0.95889,0.95889,1.0583
-5,-5,12.8,0.72446,0.61984,0.65161,0.66511,0.71531,0.71531,1.051,0.98691,0.98691,1.051
-5,-5,12.9,0.71718,0.6221,0.62135,0.64869,0.72966,0.72966,1.0359,0.99059,0.99059,1.0359
-5,-5,13,0.70989,0.6275,0.59227,0.63235,0.74836,0.74836,1.0197,0.99076,0.99076,1.0197
-5,-5,13.1,0.70288,0.63128,0.5649,0.61892,0.76958,0.76958,1.0097,0.98706,0.98706,1.0097
-5,-5,13.2,0.69473,0.62994,0.54234,0.60663,0.78328,0.78328,1.0107,0.9734,0.9734,1.0107
-5,-5,13.3,0.68884,0.62495,0.53694,0.59723,0.77731,0.77731,1.0315,0.93721,0.93721,1.0315
-5,-5,13.4,0.69409,0.62012,0.54481,0.61274,0.757,0.757,1.0589,0.93388,0.93388,1.0589
-5,-5,13.5,0.69651,0.61891,0.53265,0.63097,0.76113,0.76113,1.0604,0.96997,0.96997,1.0604
-5,-5,13.6,0.69128,0.6203,0.52595,0.62825,0.77448,0.77448,1.0522,0.97215,0.97215,1.0522
-5,-5,13.7,0.6834,0.61946,0.53429,0.61859,0.79088,0.79088,1.0411,0.96606,0.96606,1.0411
-5,-5,13.8,0.6753,0.61497,0.55786,0.60915,0.8106,0.8106,1.0325,0.96077,0.96077,1.0325
