% Model,Untitled.mph
% Version,COMSOL 6.1.0.282
% Date,"Jun 9 2023, 12:37"
% Table,Probe Table 1 - 
% freq (GHz),phi (deg),"Electric field norm (V/m), Domain Probe 1","Electric field norm (V/m), Boundary Probe 1","Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3"
3.8000000000000003,90,0.6002497988875698,0.6772128803128045,0.9766950870107561,0.81748283387885
3.8000000000000003,105,0.6168200404990556,0.7544443871526177,0.9452130190838175,0.8518417423930614
3.8000000000000003,119.99999999999999,0.624154596991777,0.6135243537470465,0.9819570749966436,0.8532049613381687
3.8000000000000003,135,0.6079170854452023,0.5324095275587376,0.9604439101249856,0.8090418143642074
3.8000000000000003,150,0.582300028913414,0.6371200158032748,0.8239668208760025,0.7551691227568531
3.8000000000000003,165,0.545315214748079,0.6987396906831278,0.6620913412729329,0.7081830996527961
3.8000000000000003,180,0.5164984734346059,0.7116241083023156,0.6037899794054732,0.6916724337503555
3.8000000000000003,195,0.5453151576712187,0.6987397172853648,0.6072519785681506,0.7081831096793894
3.8000000000000003,210,0.5823001657583236,0.6371200511008912,0.7020292687400873,0.75516913745368
3.8000000000000003,225,0.6079170963549348,0.5324095414041518,0.9017939661765122,0.8090418260508396
3.8000000000000003,239.99999999999997,0.6241545967543871,0.6135243316734945,0.9763543554920995,0.8532049682731284
3.8000000000000003,255,0.616820026739791,0.7544443537398055,0.8985784480577075,0.851841747850403
3.8000000000000003,270,0.6002498114030613,0.6772128580241822,0.8452971960798302,0.8174828393529798
3.8000000000000003,285,0.6168200125780433,0.7390771300109329,0.8985784234796667,0.8518417371211395
3.8000000000000003,300,0.6241546005572137,0.7150332931678133,0.9763543328762443,0.8532049564164818
3.8000000000000003,315,0.6079170662101275,0.7194427296308294,0.90179395679748,0.8090418183626588
3.8000000000000003,330,0.5823000347786749,0.849731485709229,0.7020292736017568,0.7551691374882032
3.8000000000000003,345,0.545315194192952,0.938160860496506,0.6072519907756612,0.7081831182882418
3.8000000000000003,360,0.5164984826686859,0.9353681245737306,0.6037899939506017,0.6916724473019554
3.9000000000000004,0,0.49892290376151266,0.8728463206681624,0.6128143641869399,0.7077811494020557
3.9000000000000004,14.999999999999998,0.5269280637315575,0.8786347224410492,0.6651639448211067,0.7238918504153136
3.9000000000000004,29.999999999999996,0.5631246530356488,0.815690239865772,0.8176733384302604,0.7779015854813932
3.9000000000000004,45,0.5959515000802379,0.724184555624444,0.956451572481358,0.82732710572632
3.9000000000000004,59.99999999999999,0.6277058401959118,0.7367352464694055,0.9941338086675533,0.8532435788948055
3.9000000000000004,75,0.6219413977092776,0.7386705172278893,0.9538497943882074,0.8476846065295112
3.9000000000000004,90,0.5970475632762895,0.7074164395426277,0.9619676066237474,0.825972364980052
3.9000000000000004,105,0.6219413804470771,0.7815477358256312,0.9538497863517744,0.8476846110986291
3.9000000000000004,119.99999999999999,0.6277058251553319,0.6136404599293456,0.9941337814358666,0.8532435795433506
3.9000000000000004,135,0.5959514882027752,0.5872155393689534,0.9564515434811081,0.82732709498157
3.9000000000000004,150,0.5631245623218313,0.7283348832196449,0.8176733038447651,0.7779015636276634
3.9000000000000004,165,0.5269280645404467,0.802764932257114,0.6651639270586466,0.7238918300065795
3.9000000000000004,180,0.49892289122813543,0.8276163028003197,0.6128143492962689,0.7077811333001083
3.9000000000000004,195,0.5269280023378982,0.8027649578677177,0.6268757352190379,0.7238918386827592
3.9000000000000004,210,0.5631246505925446,0.7283349236914091,0.7459818245034572,0.7779015783967599
3.9000000000000004,225,0.5959514940768394,0.5872155638010015,0.9270387189048156,0.8273271086348831
3.9000000000000004,239.99999999999997,0.6277058316418532,0.61364043391902,0.9497610288639767,0.8532435865207767
3.9000000000000004,255,0.6219413878337935,0.7815476967481895,0.858286767993059,0.8476846164821313
3.9000000000000004,270,0.5970475820490181,0.7074164198230086,0.8480516985162713,0.8259723661183577
3.9000000000000004,285,0.621941445970146,0.738670503085572,0.8582867445397685,0.8476846057201062
3.9000000000000004,300,0.6277058248337851,0.7367352184442312,0.9497610031962346,0.8532435726698941
3.9000000000000004,315,0.5959514844457492,0.7241845395150106,0.9270387044861851,0.8273270967347545
3.9000000000000004,330,0.5631245993529992,0.8156902497734776,0.745981828408308,0.7779015770195695
3.9000000000000004,345,0.5269279762894719,0.878634749793194,0.6268757496710826,0.7238918486297312
3.9000000000000004,360,0.49892290376151244,0.872846320668162,0.6128143641869398,0.7077811494020557
4,0,0.4898365281352569,0.8174713920808839,0.622969717775809,0.7202624143601959
4,14.999999999999998,0.5179447601616403,0.8294711086777878,0.6658031094592688,0.7345807969044605
4,29.999999999999996,0.5545164754776492,0.7910172354786222,0.8099614577177627,0.7939814357407426
4,45,0.590744138585816,0.7299713591576859,0.9542747375601858,0.8413006318492245
4,59.99999999999999,0.6336262552967253,0.7519998391210766,1.0072645706909666,0.8496558277549223
4,75,0.6293324167585407,0.7339962824221086,0.965050715386926,0.83774359811506
4,90,0.59715311731869,0.7386731150096966,0.9458566789554949,0.8291196588667549
4,105,0.6293324560552755,0.7962423473011102,0.9650507028830977,0.8377436011488004
4,119.99999999999999,0.6336261954147604,0.6173504705450024,1.0072645508311209,0.8496558283911256
4,135,0.5907440605810811,0.6327955561142617,0.954274699897973,0.8413006165435343
4,150,0.5545163603191539,0.7853930391785946,0.8099614258473483,0.7939814148454674
4,165,0.5179446896834292,0.8728933699501787,0.6658030904562986,0.7345807756202932
4,180,0.48983649478706276,0.9149314917777378,0.6229697018775671,0.7202623965661397
4,195,0.5179445614762381,0.8728933926304914,0.6478898404341524,0.7345807835321423
4,210,0.55451641606956,0.7853930796337121,0.7857031034921701,0.7939814296636617
4,225,0.5907439944463522,0.6327955882212026,0.9415494248024203,0.8413006362039096
4,239.99999999999997,0.6336262505575431,0.6173504474316879,0.9120213590147271,0.8496558362737332
4,255,0.629332443563991,0.7962423035928765,0.807268901591347,0.8377436052742142
4,270,0.5971531550411553,0.7386730912036045,0.8329780330269425,0.8291196555631742
4,285,0.629332516964093,0.7339962724076118,0.8072688801695586,0.8377435959137735
4,300,0.6336262491730611,0.7519998138506887,0.9120213309870623,0.8496558221164698
4,315,0.5907441341794255,0.7299713414886195,0.9415494048507017,0.8413006212258433
4,330,0.554516356193113,0.7910172405794386,0.7857031038619416,0.7939814266767109
4,345,0.5179446896755563,0.8294711313683836,0.6478898557946365,0.7345807943782694
4,360,0.4898365281352567,0.8174713920808837,0.6229697177758095,0.7202624143601954
4.1,0,0.4879720594174083,0.7737280216485142,0.6312606431950457,0.7282577783579247
4.1,14.999999999999998,0.5177120055214903,0.795027894306816,0.6631536386554227,0.7394370771138077
4.1,29.999999999999996,0.555757274577077,0.7800929687235926,0.8003303480966417,0.8009639160781189
4.1,45,0.5924776289376862,0.7386902926280778,0.9542654691054894,0.8479159674834726
4.1,59.99999999999999,0.6423595716821164,0.7624700694537803,1.0227670044497832,0.8413417325223792
4.1,75,0.6390614855888872,0.7260124392382351,0.980204595312135,0.8232540200470605
4.1,90,0.6007166098147013,0.76425510715429,0.932222588647997,0.8276156410259526
4.1,105,0.6390614205705887,0.7926093435973074,0.9802045831176317,0.8232540221223161
4.1,119.99999999999999,0.6423595770901916,0.6102945529236339,1.022766989867883,0.8413417317593169
4.1,135,0.5924776822553606,0.6531553869491892,0.9542654446798569,0.8479159546429561
4.1,150,0.5557573626021811,0.8027191632442711,0.8003303165021105,0.8009638956309924
4.1,165,0.5177119378060554,0.9102442803012973,0.6631536203685554,0.7394370558894985
4.1,180,0.4879720743963253,0.973778906295175,0.6312606259529844,0.7282577593027025
4.1,195,0.5177120396223291,0.9102442993648391,0.664788447859057,0.7394370629113377
4.1,210,0.5557572515441277,0.8027192019743689,0.8143412445402878,0.8009639115802032
4.1,225,0.5924777059232249,0.6531554232175487,0.944223966841296,0.8479159733151597
4.1,239.99999999999997,0.6423595544217217,0.6102945351756748,0.866529059444991,0.841341740541939
4.1,255,0.6390614743975468,0.7926092964263879,0.7515609915720685,0.8232540260790663
4.1,270,0.600716364417083,0.7642550815461094,0.8074894074759094,0.8276156363191312
4.1,285,0.6390615552074865,0.7260124336201442,0.7515609728139347,0.8232540179227301
4.1,300,0.6423594735316898,0.7624700479620389,0.8665290301172498,0.8413417272491109
4.1,315,0.5924777191785087,0.7386902744137449,0.9442239420610284,0.8479159574153439
4.1,330,0.5557573234070431,0.7800929700704125,0.814341240343245,0.8009639070397206
4.1,345,0.5177119417304682,0.7950279122046148,0.6647884627010738,0.7394370742470509
4.1,360,0.48797205941740796,0.7737280216485135,0.6312606431950457,0.7282577783579246
4.2,0,0.4916293999683258,0.7418685615595737,0.6367466802921825,0.7324802302008877
4.2,14.999999999999998,0.5239021334335325,0.7759241668086614,0.6580204222253221,0.7397754438190209
4.2,29.999999999999996,0.5639466087215282,0.7835341398457994,0.7870663618341083,0.7985635689239267
4.2,45,0.5990812482120773,0.7505490159975304,0.9544123276930913,0.8466373472366616
4.2,59.99999999999999,0.6527953062393516,0.7682003569599961,1.0405630958236525,0.8294560732157504
4.2,75,0.6503283622302719,0.715947797125936,0.9997029597814586,0.8071602979947547
4.2,90,0.6070755657577749,0.7798784487428132,0.9220756422340138,0.8228779269269559
4.2,105,0.6503283499734005,0.7663409909478934,0.9997029490462821,0.8071603009578329
4.2,119.99999999999999,0.652795426558294,0.5907307646567045,1.0405630855830508,0.82945607031311
4.2,135,0.5990812773751704,0.6461668134889778,0.9544123125102878,0.8466373353228822
4.2,150,0.5639463690698189,0.783517175191436,0.7870663312893935,0.7985635492106635
4.2,165,0.5239022067350481,0.9255054908795632,0.6580204074800472,0.7397754242202635
4.2,180,0.49162937564314446,1.0102925173224506,0.6367466621043646,0.7324802102644857
4.2,195,0.5239020818432901,0.9255055038511064,0.6736112351179806,0.7397754294371944
4.2,210,0.5639465253816055,0.7835172118495539,0.8301112880622722,0.7985635667023772
4.2,225,0.5990812556368675,0.6461668510737265,0.9365682721684877,0.84663735511167
4.2,239.99999999999997,0.6527953702705296,0.5907307550722772,0.8183364272055915,0.8294560803221256
4.2,255,0.6503283182529224,0.7663409411863991,0.7026388790716931,0.807160302459622
4.2,270,0.6070756078853299,0.7798784225513651,0.7810128564760004,0.8228779227300597
4.2,285,0.6503283947664261,0.7159477978170208,0.7026388652909528,0.8071602975925023
4.2,300,0.6527954519111221,0.7682003403517959,0.8183363979880631,0.8294560688187054
4.2,315,0.5990812446869673,0.750548996968702,0.9365682443693369,0.8466373394759895
4.2,330,0.5639464319326505,0.7835341376836498,0.8301112798765068,0.7985635609807733
4.2,345,0.5239021861497414,0.7759241789334285,0.6736112482758759,0.7397754414187662
4.2,360,0.4916293999683257,0.7418685615595739,0.6367466802921827,0.7324802302008878
4.300000000000001,0,0.49944676950463174,0.7208571144857825,0.6395615351953231,0.7338591254887529
4.300000000000001,14.999999999999998,0.5328307191286893,0.7702261724482443,0.6558233313382781,0.7393399540688064
4.300000000000001,29.999999999999996,0.5741973193185872,0.7980888270234305,0.7670845936723573,0.7886377330286128
4.300000000000001,45,0.6073107687559898,0.7632882630973199,0.9517506136519653,0.8387887805869415
4.300000000000001,59.99999999999999,0.6624221223240646,0.7668603762378413,1.059615153774857,0.8181280465481504
4.300000000000001,75,0.6613485583229715,0.7092903022731769,1.0226845291046294,0.7971866546665357
4.300000000000001,90,0.6157679765798543,0.7851782548406245,0.9143853479979784,0.8170849785179015
4.300000000000001,105,0.6613485614391724,0.7138596394840188,1.0226845213005735,0.79718666049977
4.300000000000001,119.99999999999999,0.6624221417869838,0.5708312287747936,1.0596151529907667,0.8181280431533345
4.300000000000001,135,0.6073107742403127,0.6198759847095482,0.9517505966601071,0.8387887667177436
4.300000000000001,150,0.5741975092168771,0.7444603414729736,0.7670845697635738,0.788637716549444
4.300000000000001,165,0.53283064222254,0.9361498626244598,0.6558233021609229,0.7393399313107758
4.300000000000001,180,0.49944678160496675,1.0297538807704496,0.6395615170559221,0.7338591050881481
4.300000000000001,195,0.5328306877512071,0.9361498733506066,0.6710591160745998,0.7393399371993791
4.300000000000001,210,0.5741972187643749,0.7444603693799408,0.8333417075384636,0.7886377335017111
4.300000000000001,225,0.6073107603486829,0.6198760208263193,0.9221024837453035,0.8387887877029465
4.300000000000001,239.99999999999997,0.6624221305462455,0.5708312289838964,0.7756839457156859,0.818128053402649
4.300000000000001,255,0.6613485702547324,0.7138595883921882,0.6858377221421262,0.7971866577119642
4.300000000000001,270,0.6157679844117786,0.785178228053626,0.7623269207290007,0.8170849752495919
4.300000000000001,285,0.6613485690416879,0.7092903114536866,0.6858377153944166,0.7971866570643477
4.300000000000001,300,0.6624221405937828,0.7668603661008004,0.7756839166952902,0.8181280433574127
4.300000000000001,315,0.6073107892323857,0.7632882426391816,0.9221024554322731,0.8387887738532517
4.300000000000001,330,0.5741975679152188,0.7980888197299768,0.8333416975827251,0.7886377287233249
4.300000000000001,345,0.5328304802804984,0.7702261768077544,0.6710591269670505,0.7393399491713121
4.300000000000001,360,0.49944676950463157,0.7208571144857829,0.6395615351953229,0.7338591254887527
4.4,0,0.5104139018558126,0.7096440383249663,0.6403503978681454,0.7330523888428924
4.4,14.999999999999998,0.5387920009290618,0.7694432667156739,0.6568690052801321,0.7378784571138355
4.4,29.999999999999996,0.5790001182969811,0.8127214781952687,0.7418298238796659,0.7802498090925464
4.4,45,0.6136718439533507,0.7715446497730064,0.9443646231644044,0.8302990400626837
4.4,59.99999999999999,0.6667199446227834,0.7537686238428087,1.0784171636084274,0.813569550329122
4.4,75,0.6676389352322678,0.7156882300229344,1.0447337119242803,0.7977584232201386
4.4,90,0.6270127513353333,0.7812291185888448,0.9089575760866845,0.8129462097906005
4.4,105,0.6676389346385878,0.6401760537832293,1.0447337060502682,0.7977584311256481
4.4,119.99999999999999,0.6667199523086668,0.5759287161236659,1.0784171740491821,0.8135695477297399
4.4,135,0.6136718351483014,0.6038819270918199,0.9443646018708526,0.8302990256323288
4.4,150,0.5790000210385869,0.7328037042387139,0.7418297985212715,0.7802497924092532
4.4,165,0.5387917865706491,0.9480860779903351,0.6568689778591071,0.7378784359181807
4.4,180,0.5104139340422942,1.0345666903604485,0.6403503809419627,0.7330523683947961
4.4,195,0.5387920051995674,0.9480860926520233,0.6577062534286029,0.7378784426143622
4.4,210,0.5789999591231982,0.7328037339056798,0.8286527244017726,0.7802498104631013
4.4,225,0.6136718412943375,0.6038819587062582,0.9063477888839313,0.8302990465009654
4.4,239.99999999999997,0.6667199451082028,0.5759287235007393,0.7470164484415115,0.8135695578986976
4.4,255,0.667638946644327,0.6401760058527162,0.710551536823834,0.7977584254813352
4.4,270,0.6270128840978872,0.781229092472945,0.7592243135084231,0.8129462070355892
4.4,285,0.6676389372938182,0.7156882464658875,0.7105515334092126,0.7977584292386477
4.4,300,0.6667199535232409,0.75376862116286,0.7470164167473847,0.8135695489880487
4.4,315,0.6136717877543719,0.7715446276620055,0.9063477616354786,0.8302990358713587
4.4,330,0.5789999727121111,0.8127214639203107,0.8286527160561005,0.7802498062837216
4.4,345,0.5387917710283125,0.7694432616510175,0.6577062626689429,0.7378784529468984
4.4,360,0.5104139018558124,0.7096440383249658,0.6403503978681448,0.7330523888428921
4.5,0,0.5234208648630863,0.7070147628178244,0.6403080698011673,0.7303894652850692
4.5,14.999999999999998,0.5362948032262324,0.7583476481105963,0.6608741921358292,0.735426176510532
4.5,29.999999999999996,0.5722044314588451,0.8109753920829353,0.7174268126371482,0.776844713882528
4.5,45,0.6172932669505701,0.7721969635195967,0.9381067651201156,0.829944705333397
4.5,59.99999999999999,0.6616196785155377,0.7262555757990143,1.0954680176031064,0.8179952545768389
4.5,75,0.6636594347481424,0.7357551032722341,1.057096504157162,0.8051283476598954
4.5,90,0.6412174391641872,0.7708923594846093,0.909335192265992,0.8118004620881759
4.5,105,0.6636594442565137,0.573413382007219,1.05709649954348,0.8051283554241472
4.5,119.99999999999999,0.6616196772446918,0.6196293996684775,1.0954680432150399,0.8179952578027584
4.5,135,0.6172932569416849,0.629856560164556,0.9381067376147326,0.8299446906704652
4.5,150,0.5722044277358819,0.7559051155328286,0.7174267823922597,0.7768446986940168
4.5,165,0.5362947593869962,0.958596270904824,0.6608741593393371,0.7354261553674023
4.5,180,0.5234208643861588,1.0240083345395212,0.6403080553470412,0.7303894452950027
4.5,195,0.536294763546375,0.958596289057046,0.645917087618872,0.7354261629234803
4.5,210,0.572204458652513,0.7559051488540152,0.8274685375338163,0.776844715951753
4.5,225,0.6172932851361768,0.6298565903576054,0.8936732363490475,0.8299447091260939
4.5,239.99999999999997,0.6616196748104475,0.6196294089790632,0.7339261902074634,0.81799526817273
4.5,255,0.6636594437691643,0.573413344709784,0.7538856893604746,0.8051283499694052
4.5,270,0.6412174694172352,0.7708923381382355,0.7688098792996811,0.8118004593586314
4.5,285,0.6636594480512176,0.735755122954398,0.7538856854595993,0.8051283550502644
4.5,300,0.6616196811892535,0.7262555785608655,0.7339261523771865,0.8179952580632706
4.5,315,0.6172933043934442,0.7721969425577998,0.8936732081561628,0.8299447008019453
4.5,330,0.572204481392796,0.8109753749684929,0.8274685319823206,0.7768447131435114
4.5,345,0.536294679771824,0.7583476344546171,0.6459170950851644,0.7354261711496941
4.5,360,0.5234208648630866,0.7070147628178247,0.6403080698011674,0.7303894652850694
4.6,0,0.5363085378828818,0.7103113900247627,0.6414281496062233,0.7259456516233092
4.6,14.999999999999998,0.5270926404402713,0.7333281833107083,0.6635650897209765,0.7334272544764426
4.6,29.999999999999996,0.5582838251672098,0.7895189258601776,0.7003415427444206,0.780612672296057
4.6,45,0.6206847304847476,0.7726742801117265,0.9382741062124202,0.8349709377015635
4.6,59.99999999999999,0.6490931354890384,0.693462024064576,1.1037571293984818,0.8275914644925838
4.6,75,0.651271438629109,0.7563712217451736,1.0553088712148466,0.8166389187379115
4.6,90,0.6569660031771368,0.753469987094853,0.923515079969484,0.8085605421869925
4.6,105,0.6512714504492416,0.5563391978030908,1.0553088675261537,0.8166389231291855
4.6,119.99999999999999,0.649093123440217,0.6767237854799484,1.1037571343842099,0.8275914617653723
4.6,135,0.6206847546316676,0.6825974721149992,0.9382740901855866,0.8349709262146903
4.6,150,0.5582837985378367,0.8093720113990298,0.7003415053615902,0.7806126561528369
4.6,165,0.5270926322679137,0.961547441968857,0.6635650459249174,0.7334272317586688
4.6,180,0.5363085518101529,0.9951323982509275,0.6414281398579779,0.7259456329294384
4.6,195,0.5270926974520977,0.9615474562051377,0.6512753159231783,0.7334272388445024
4.6,210,0.5582838282228193,0.8093720417654342,0.8357733892919413,0.7806126729611609
4.6,225,0.6206847284943551,0.6825975078849034,0.8747811878750759,0.8349709465556011
4.6,239.99999999999997,0.6490931320369586,0.6767237990010062,0.7414238873456995,0.8275914739317358
4.6,255,0.6512714475883358,0.5563391813123767,0.7916805949825921,0.8166389207989372
4.6,270,0.6569659570789861,0.7534699709352355,0.7670600874175009,0.8085605403372864
4.6,285,0.6512714559266752,0.7563712397861052,0.7916805895799992,0.8166389237706638
4.6,300,0.6490931378629032,0.6934620283380375,0.741423854697564,0.827591463516512
4.6,315,0.6206847236698492,0.7726742631285276,0.8747811563500263,0.8349709370046934
4.6,330,0.558283798248538,0.7895189088209005,0.8357733843755024,0.7806126723751371
4.6,345,0.5270926925486846,0.7333281640769889,0.6512753218126811,0.7334272455814389
4.6,360,0.536308537882882,0.7103113900247626,0.6414281496062234,0.7259456516233092
4.7,0,0.545106812681473,0.7138540266125141,0.6461270219437623,0.7195495797625835
4.7,14.999999999999998,0.5174886168808027,0.70580224182145,0.6619402079452585,0.7322339794263362
4.7,29.999999999999996,0.5460726842065026,0.762367408398452,0.6924807120065517,0.7888411740388916
4.7,45,0.6228725716702834,0.7782230889241587,0.9406912489864749,0.8382957779016499
4.7,59.99999999999999,0.6349377069079952,0.6684387793146702,1.0968490152785835,0.8355922452779354
4.7,75,0.6379461218084079,0.7655663960518538,1.046558634605731,0.8277526587207209
4.7,90,0.6690649403507782,0.7284399562902245,0.9579299665547524,0.8011467659791917
4.7,105,0.6379461412344087,0.5775646719504628,1.0465586289267372,0.8277526609774561
4.7,119.99999999999999,0.6349376866411042,0.71921176688846,1.0968490150914425,0.8355922432334882
4.7,135,0.6228725625864067,0.7441663371597637,0.9406912302692187,0.8382957653369888
4.7,150,0.5460726907938702,0.8765905977017472,0.6924806612445176,0.788841154427179
4.7,165,0.5174886439325702,0.9516078852330688,0.6619401938119208,0.7322339668278884
4.7,180,0.5451069026202319,0.9455127807547308,0.64612701824698,0.7195495630012699
4.7,195,0.5174884851614883,0.9516078883018432,0.6738996177608958,0.7322339667774664
4.7,210,0.5460726649672714,0.8765906157212943,0.8443511910571386,0.7888411718475362
4.7,225,0.6228725739282303,0.7441663782836535,0.8387017391856688,0.8382957897292799
4.7,239.99999999999997,0.6349376953462436,0.719211787546822,0.7633581166865405,0.8355922567461329
4.7,255,0.6379461297807583,0.5775646678570493,0.8171961961852418,0.827752659362571
4.7,270,0.669065053303592,0.7284399489293202,0.7413059869855144,0.801146765682687
4.7,285,0.6379461445470656,0.765566411741254,0.8171961901275705,0.8277526611413155
4.7,300,0.634937785649276,0.6684387829529032,0.7633580859374821,0.8355922452031023
4.7,315,0.6228725807456144,0.7782230768276355,0.838701702431926,0.8382957776559947
4.7,330,0.5460727049634766,0.7623673938468774,0.8443511773397067,0.7888411688176629
4.7,345,0.5174886254263166,0.7058022202370667,0.6738996211197312,0.7322339721443094
4.7,360,0.5451068126814731,0.7138540266125142,0.6461270219437624,0.7195495797625836
4.800000000000001,0,0.5451929837577842,0.7101768492117563,0.6554148269147553,0.7110429022719921
4.800000000000001,14.999999999999998,0.5107290198587588,0.6829575941790885,0.6576079100216092,0.7307276453449902
4.800000000000001,29.999999999999996,0.5387561935350897,0.7405848229221786,0.6917541837095568,0.7944999866527371
4.800000000000001,45,0.6192188382110771,0.7815370310162123,0.9389547119101244,0.8381993680126295
4.800000000000001,59.99999999999999,0.6223611063568448,0.6540984263982823,1.0772351951292345,0.841096501510107
4.800000000000001,75,0.6283246547420065,0.7612697797714506,1.0434271579501324,0.8378397098566799
4.800000000000001,90,0.6705457871883646,0.7035479940045505,1.0034570391229343,0.7949137470530416
4.800000000000001,105,0.6283246676209376,0.615075863627483,1.0434271588439907,0.8378397143293799
4.800000000000001,119.99999999999999,0.6223611064938405,0.7473332999951564,1.077235197353906,0.8410965034477197
4.800000000000001,135,0.6192188376198912,0.8079847264185522,0.9389546869952018,0.8381993553552837
4.800000000000001,150,0.5387561771049998,0.9276117020236141,0.6917541286671878,0.7944999668400275
4.800000000000001,165,0.510728903878962,0.9229778990188069,0.6576078824000163,0.730727628647961
4.800000000000001,180,0.5451928593901315,0.878793156891982,0.6554148227237758,0.7110428862608331
4.800000000000001,195,0.5107290135858183,0.9229778921642007,0.7075272306351497,0.7307276318484587
4.800000000000001,210,0.538756192978133,0.9276117075300878,0.8444480944329724,0.794499982505816
4.800000000000001,225,0.6192188135867214,0.8079847680249892,0.7953620233745307,0.8381993786994697
4.800000000000001,239.99999999999997,0.6223611431783365,0.747333330488844,0.7921320037865435,0.8410965133324652
4.800000000000001,255,0.6283246645495753,0.6150758681062201,0.831808125636932,0.8378397115680374
4.800000000000001,270,0.6705458687029447,0.7035479979374617,0.708191462669986,0.7949137480739561
4.800000000000001,285,0.6283246537586449,0.7612697981458624,0.8318081188479632,0.8378397141059852
4.800000000000001,300,0.6223610128857693,0.6540984308663103,0.7921319752119147,0.841096502735056
4.800000000000001,315,0.6192188225713423,0.7815370227019861,0.7953619816716241,0.8381993650927216
4.800000000000001,330,0.538756208836674,0.7405848113697336,0.8444480681656854,0.7944999758331283
4.800000000000001,345,0.5107290065093204,0.6829575721742737,0.7075272265466758,0.7307276337094878
4.800000000000001,360,0.5451929837577841,0.710176849211756,0.6554148269147554,0.7110429022719917
4.9,0,0.5363760167015919,0.6959955055224867,0.6671379550742841,0.7010287254616866
4.9,14.999999999999998,0.5067241390904085,0.6645118832290933,0.6531850573995959,0.7278723150002641
4.9,29.999999999999996,0.5359143096372126,0.7265264884193262,0.690574028662861,0.7941221466614318
4.9,45,0.610005790732518,0.7761662698766458,0.9276038736894859,0.8346163657933542
4.9,59.99999999999999,0.6128879588627758,0.6473596030272983,1.0515667422083113,0.8445990623515042
4.9,75,0.6228013652428969,0.7501833229991649,1.044910612392614,0.8461046496229929
4.9,90,0.6613807307209805,0.6902446527390369,1.0376871420891598,0.8006968021761898
4.9,105,0.6228013693557853,0.6526395138869453,1.0449106212486532,0.8461046572453358
4.9,119.99999999999999,0.6128879215077734,0.7671887869242575,1.0515667463382405,0.8445990665830726
4.9,135,0.6100057541967783,0.860423279633952,0.9276038488569385,0.8346163548094548
4.9,150,0.535914234904067,0.9494554772606557,0.6905739781054169,0.7941221283545016
4.9,165,0.506724023218977,0.8801702255055897,0.6531850217669279,0.7278722953171668
4.9,180,0.5363760150386389,0.8077342359360933,0.6671379535431424,0.701028712229467
4.9,195,0.5067241792120684,0.8801702142567708,0.7432679057943049,0.7278722992683733
4.9,210,0.5359143094609111,0.9494554736261867,0.8391784976811102,0.7941221428416749
4.9,225,0.6100057700469705,0.8604233174895207,0.7633909968196362,0.8346163768963765
4.9,239.99999999999997,0.6128879670719879,0.7671888273970785,0.8207312154303346,0.8445990768098389
4.9,255,0.6228013683143914,0.652639523294915,0.8402230076613011,0.8461046514672679
4.9,270,0.6613807418035368,0.6902446669308967,0.7109759891814281,0.8006968106075251
4.9,285,0.6228013843233475,0.7501833405615124,0.8402230006375948,0.8461046547443245
4.9,300,0.6128879239446523,0.6473596048278931,0.8207311865968395,0.8445990640704787
4.9,315,0.6100057699081427,0.7761662640661655,0.7633909487476367,0.8346163619840691
4.9,330,0.5359142480287099,0.7265264778153583,0.8391784630874268,0.7941221339019382
4.9,345,0.5067240797167373,0.6645118615970512,0.7432679014497792,0.7278723000823345
4.9,360,0.5363760167015917,0.6959955055224863,0.6671379550742839,0.7010287254616865
5,0,0.5239937607793715,0.6752360866440714,0.6776791478817593,0.6903753995278581
5,14.999999999999998,0.5055453020704644,0.6503934248093697,0.6498121907186987,0.7223096976299122
5,29.999999999999996,0.5373818710856217,0.7194618186456949,0.6837590827119323,0.788016830314456
5,45,0.6013522297623929,0.7648235963063565,0.9068629023585433,0.8282778241549711
5,59.99999999999999,0.6085949913489106,0.6451978378970226,1.0258093339934435,0.8456194523090579
5,75,0.6203016822287307,0.7423032581557824,1.0396469840300038,0.8489203891331669
5,90,0.6507312910469534,0.6901439807108399,1.0464718692448618,0.8167870485471304
5,105,0.6203016774074533,0.6747902920582696,1.0396469985872374,0.8489203961888607
5,119.99999999999999,0.6085949799051286,0.774437028634655,1.0258093384690163,0.8456194576209916
5,135,0.6013522570821308,0.8839967577205305,0.906862885081281,0.8282778180090193
5,150,0.537381843927121,0.9393313034475208,0.6837590266526961,0.7880168111732512
5,165,0.5055452726848952,0.8297920570551832,0.6498121616101127,0.7223096799959621
5,180,0.5239937904705984,0.7436034589605109,0.6776791411697886,0.690375386839915
5,195,0.5055452135964363,0.8297920458201432,0.7710964688578225,0.7223096853176703
5,210,0.5373818677645963,0.9393312946691807,0.8371016238240927,0.7880168258026055
5,225,0.6013522364938916,0.8839967906263775,0.7548496254530991,0.8282778362917238
5,239.99999999999997,0.608594928868858,0.774437077629257,0.8464989341665878,0.8456194670613105
5,255,0.6203017019918398,0.6747903048563851,0.8453586242694724,0.8489203906006553
5,270,0.6507312993553485,0.6901440003995502,0.7559596349548185,0.8167870557778103
5,285,0.6203017114326496,0.7423032595132039,0.8453586175534793,0.8489203922257288
5,300,0.608594969281452,0.6451978422628555,0.8464989095427126,0.8456194562048194
5,315,0.6013521877581272,0.7648235914818887,0.7548495739809911,0.8282778201107662
