% Model,Untitled.mph
% Version,COMSOL 6.1.0.282
% Date,"Jun 9 2023, 12:37"
% Table,Probe Table 1 - 
% freq (GHz),phi (deg),"Electric field norm (V/m), Domain Probe 1","Electric field norm (V/m), Boundary Probe 1","Electric field norm (V/m), Boundary Probe 2","Electric field norm (V/m), Boundary Probe 3"
1.8,135,0.5888499943786792,0.5670478184102955,0.7221070844352716,0.6393400113906185
1.8,150,0.5619022810304531,0.5561504307294359,0.6679401348795533,0.6206841178323892
1.8,165,0.5443222751934168,0.575914995776996,0.6024678462398649,0.6061226293324311
1.8,180,0.5394825350577566,0.5969569270645705,0.5515002198243867,0.6033953379751261
1.8,195,0.5443222710719043,0.5759150006283462,0.5410125619454638,0.6061226272277231
1.8,210,0.5619022731060912,0.5561504361749443,0.5715691353476514,0.6206841143352455
1.8,225,0.5888499842688829,0.5670478191286705,0.6016043530429255,0.6393400073953998
1.8,239.99999999999997,0.6154914281305248,0.571620702888783,0.6094104301757044,0.6440216625206899
1.8,255,0.633555793857748,0.5491180276141567,0.594724002512428,0.629675997979681
1.8,270,0.6390823494341504,0.5235285884146529,0.5796293569548616,0.6122879317478513
1.8,285,0.633555801555208,0.5654037345017403,0.5947240058705432,0.6296760095650367
1.8,300,0.6154914419899257,0.6071848961758095,0.6094104328224443,0.6440216766579613
1.8,315,0.5888500027782033,0.6440850783280982,0.6016043573225094,0.6393400221737248
1.8,330,0.5619022941670667,0.6880062439142909,0.5715691440877594,0.6206841283211779
1.8,345,0.544322292349441,0.7394775305080415,0.5410125757275096,0.6061226429914214
1.8,360,0.5394825550468508,0.7655191009955319,0.5515002364999358,0.6033953555934968
1.9,0,0.5043421170165094,0.7523078186892581,0.548489512247675,0.6264147758452342
1.9,14.999999999999998,0.5113252353757277,0.7275583282444569,0.5916322661078208,0.6302717723993316
1.9,29.999999999999996,0.5361517110116747,0.6861219658091317,0.6621722057141081,0.6406210316825451
1.9,45,0.5742571262210884,0.653398888080496,0.732587517020459,0.6556397245433999
1.9,59.99999999999999,0.6112634647782939,0.6199912597553323,0.7795730497589151,0.6599425613024386
1.9,75,0.6360388798368843,0.5716991134672997,0.8013161939459277,0.6437724628192925
1.9,90,0.6437424100965597,0.5216647902019237,0.8072693842317932,0.6235861412468849
1.9,105,0.6360388791228071,0.542687664638749,0.8013161908838141,0.6437724547990668
1.9,119.99999999999999,0.6112634629621159,0.5637922187314777,0.7795730424712375,0.6599425522215927
1.9,135,0.5742571219682455,0.5758611605084553,0.7325875062510873,0.6556397146565563
1.9,150,0.5361517032442011,0.6189902129309122,0.6621721935900832,0.6406210189400818
1.9,165,0.5113252226055054,0.6987680494590602,0.5916322530575651,0.6302717537015571
1.9,180,0.5043421005335539,0.7342974559322861,0.5484894983891316,0.6264147539233507
1.9,195,0.511325218532936,0.6987680543895576,0.5583893347349439,0.6302717518275215
1.9,210,0.536151695804291,0.6189902218259177,0.6031564101525912,0.6406210168021069
1.9,225,0.5742571127106461,0.5758611662626227,0.6333715071746046,0.6556397124530289
1.9,239.99999999999997,0.6112634538695805,0.5637922187244756,0.631046482365427,0.6599425507191514
1.9,255,0.636038871786494,0.5426876626584288,0.6016674816278151,0.6437724553725711
1.9,270,0.643742405479701,0.521664798743635,0.575798033187191,0.6235861459886086
1.9,285,0.6360388774428187,0.5716991176187675,0.6016674857698233,0.6437724654390314
1.9,300,0.6112634639901364,0.6199912636161633,0.6310464858013403,0.6599425626819505
1.9,315,0.5742571262064153,0.6533988933625862,0.6333715116042093,0.6556397249106958
1.9,330,0.536151711287244,0.6861219715779266,0.6031564173169343,0.6406210312172311
1.9,345,0.5113252355906075,0.7275583324703243,0.5583893456693536,0.6302717718458568
1.9,360,0.5043421170165094,0.7523078186892581,0.548489512247675,0.6264147758452342
2,0,0.4844499806279728,0.736462061789147,0.553543196919527,0.6510721370538417
2,14.999999999999998,0.4937684272377272,0.7152978251975417,0.5864550284178471,0.6574303697291753
2,29.999999999999996,0.5235553436808332,0.6863674956792377,0.6579354931333111,0.6677021662747616
2,45,0.5680398745982691,0.6639705495141202,0.7411853775978038,0.6755488360261556
2,59.99999999999999,0.6112040630268578,0.63145428349797,0.8053499182994026,0.6749218759277175
2,75,0.6393420174318698,0.5742582471194404,0.8395293963051229,0.6540518293149867
2,90,0.6477970457056095,0.5174051707247327,0.8496495935365019,0.6294729758423654
2,105,0.6393420170535857,0.5388669066942232,0.8395293943040009,0.6540518220948753
2,119.99999999999999,0.6112040619826001,0.5671607530554569,0.8053499132446623,0.6749218668693395
2,135,0.5680398717969508,0.6105195368394454,0.741185370070571,0.675548824847762
2,150,0.5235553374912721,0.7126052483053721,0.6579354843565828,0.6677021498697899
2,165,0.49376841581710557,0.8182843359458795,0.5864550169196804,0.6574303482895791
2,180,0.4844499671386521,0.8582689532624318,0.5535431844640324,0.6510721132586387
2,195,0.49376841265291394,0.8182843405433333,0.5825913659838654,0.6574303466562202
2,210,0.523555330834965,0.7126052577023106,0.6350898485214945,0.667702148394611
2,225,0.5680398637699668,0.6105195465177645,0.6609839879404346,0.6755488239539759
2,239.99999999999997,0.6112040541121497,0.5671607566141291,0.6453129563250324,0.6749218663710748
2,255,0.639342010584985,0.5388669065185967,0.5985599182017993,0.6540518229778508
2,270,0.6477970413962503,0.5174051788706937,0.5587200986947491,0.6294729807157963
2,285,0.6393420147155386,0.5742582517034797,0.5985599235514174,0.6540518320079508
2,300,0.6112040614111945,0.6314542869995897,0.6453129613027039,0.6749218770071694
2,315,0.5680398735056074,0.663970554048083,0.6609839935792265,0.6755488358079058
2,330,0.5235553429217746,0.6863675007078655,0.6350898558370239,0.667702165161903
2,345,0.49376842563919593,0.7152978291041445,0.5825913758816555,0.6574303686115724
2,360,0.4844499806279729,0.736462061789147,0.5535431969195271,0.6510721370538417
2.1,0,0.4779693652924793,0.72288291874862,0.5640464870245416,0.6746654698755254
2.1,14.999999999999998,0.4896647564188716,0.7068799364001064,0.5868785378629475,0.6831672318460235
2.1,29.999999999999996,0.5230022547782813,0.6903032954262248,0.6579026477448379,0.6945106637075433
2.1,45,0.5696973102193773,0.6757093979085161,0.7507184422234958,0.6966667304309816
2.1,59.99999999999999,0.6144244456072483,0.6406716961706969,0.8303026050119549,0.6880791952409302
2.1,75,0.6422538340276202,0.5722517898879883,0.8758929890278764,0.6604220577679935
2.1,90,0.6498577956200784,0.5125080849931178,0.8897775633803051,0.6310472076512628
2.1,105,0.6422538335497417,0.5381048947736802,0.8758929879389562,0.6604220514416568
2.1,119.99999999999999,0.6144244444813691,0.5801309290812092,0.8303026017597702,0.6880791862335254
2.1,135,0.5696973075308422,0.6616046984798468,0.7507184371631554,0.6966667175415843
2.1,150,0.5230022483793921,0.8025479252870757,0.6579026405400986,0.6945106448462319
2.1,165,0.4896647410208671,0.9173350634645082,0.5868785266894269,0.6831672085503535
2.1,180,0.47796938407989503,0.9583048842668037,0.5640464752685315,0.6746654449990175
2.1,195,0.4896647420718491,0.9173350676408177,0.6075354998472675,0.6831672071717904
2.1,210,0.5230022426705004,0.8025479341554129,0.661898693171763,0.6945106436802088
2.1,225,0.5696973008589381,0.661604710196304,0.679961224425635,0.6966667173294758
2.1,239.99999999999997,0.614424437850286,0.580130935493947,0.6494262728010386,0.6880791861827713
2.1,255,0.6422538278587652,0.538104895846585,0.5852760660521059,0.6604220519748852
2.1,270,0.6498577914158399,0.5125080886738075,0.5303690128777848,0.6310472102186352
2.1,285,0.6422538308751374,0.5722517947287228,0.5852760722935798,0.660422060176097
2.1,300,0.6144244430832442,0.64067169946468,0.6494262790988645,0.6880791959430843
2.1,315,0.5696973080065133,0.6757094018057824,0.6799612313388765,0.6966667296376178
2.1,330,0.5230022527225451,0.69030329968512,0.6618987014627747,0.6945106619575545
2.1,345,0.4896647360034865,0.7068799398454466,0.607535509761283,0.683167230138144
2.1,360,0.4779693652924794,0.72288291874862,0.5640464870245415,0.6746654698755253
2.2,0,0.4822590571674298,0.7144866342356648,0.5773615851915092,0.6960235294000884
2.2,14.999999999999998,0.49604721162672527,0.704245616868348,0.5920513522241142,0.7059845908616369
2.2,29.999999999999996,0.5316436793321095,0.6982978339869491,0.6627357525219204,0.7181596667402598
2.2,45,0.5775471168161705,0.6881063085044666,0.7628383232563689,0.7161831495764099
2.2,59.99999999999999,0.6196901345216709,0.6468072707662925,0.8552830925145415,0.6988322599152408
2.2,75,0.6437299056632948,0.5655045163497295,0.9099913006948296,0.6639028770858828
2.2,90,0.6492156359610898,0.5097691378393506,0.9265392993517013,0.6354149209939679
2.2,105,0.6437299049026454,0.5406037513649623,0.909991300284054,0.6639028718037558
2.2,119.99999999999999,0.6196901328716704,0.5996542921704315,0.8552830905394706,0.6988322511751569
2.2,135,0.5775471133909595,0.7163502088363792,0.7628383197225649,0.7161831353081576
2.2,150,0.5316436719323673,0.8775770341741558,0.6627357454267409,0.7181596460801588
