% Model,2D.mph
% Version,COMSOL 6.1.0.282
% Date,"May 24 2023, 14:48"
% Table,Accumulated Probe Table 2 - 
% d0 (mm),freq (GHz),"Electric field norm (V/m), Boundary Probe 1"
14,15.000000000000002,0.813209719674071
14,16,0.7201733761933344
14,17,0.8886859964483954
14,18,1.0001446522044393
14,19,0.9490000685606574
14,20,1.4204740878642053
14,21,1.4009308043689368
14,22,1.0226514400136355
14,23,0.9345734360909823
14,24,1.010445560755764
14,25,0.7799253907577891
15,1,0.4051745789863192
15,2,0.40531116683118434
15,3,0.3344900242587939
15,4,0.3585878810358517
15,5,0.34476116397935547
15,6,0.3740398149161495
15,7,0.4191475297679651
15,8,0.4564003110875917
15,9,0.4192512092571463
15,10,0.4956695678945739
15,11,0.6050048399311172
15,12,0.7389512954737646
15,13,0.8261161909862579
15,14,0.9774152638426241
15,15.000000000000002,0.7943747868620196
15,16,0.7211218485914328
15,17,0.8978366410258471
15,18,1.0054448752933007
15,19,0.9538838882059223
15,20,1.4672491062085835
15,21,1.345740242760745
15,22,0.9857540296742369
15,23,0.9353497437123445
15,24,0.9709556661447736
15,25,0.7802210488723935
16,1,0.4059368185113349
16,2,0.4037385867611463
16,3,0.33066697366850206
16,4,0.35759936050857855
16,5,0.3500833091242922
16,6,0.37088015112821654
16,7,0.42083316707139123
16,8,0.4561102099282459
16,9,0.41215163218863726
16,10,0.49263746369720524
16,11,0.6285154510585249
16,12,0.734738159634263
16,13,0.8327584469517343
16,14,0.9186110556152165
16,15.000000000000002,0.7727684321648912
16,16,0.6781286834245767
16,17,0.8812003372624633
16,18,1.0047147862896189
16,19,0.9409978418351921
16,20,1.4320391009108933
16,21,1.3640514513624904
16,22,1.0302716683594086
16,23,0.9391080791856716
16,24,1.0049250424273428
16,25,0.7800337041555916
17,1,0.4066242678212463
17,2,0.40208520273942583
17,3,0.3270815514892634
17,4,0.35762167970411435
17,5,0.35561471444843773
17,6,0.36726468934369405
17,7,0.42454963898618836
17,8,0.45375711134101787
17,9,0.40608238950759995
17,10,0.4997243100643182
17,11,0.6533223324439285
17,12,0.7456586691846271
17,13,0.8224323523549115
17,14,0.9300718897306278
17,15.000000000000002,0.7985264011657366
17,16,0.6666390492562506
17,17,0.8779240133229903
17,18,0.9952284837224913
17,19,0.9482197025983201
17,20,1.4029250160413351
17,21,1.3546104159619035
17,22,0.9865773054568702
17,23,0.9460841173702671
17,24,0.9730642802002281
17,25,0.8194646426112693
18,1,0.4072087328026364
18,2,0.40048018337231445
18,3,0.3241652204000603
18,4,0.3584397495669869
18,5,0.361876595364501
18,6,0.36466095019343836
18,7,0.42734984285970573
18,8,0.45111964487303263
18,9,0.41744568290797973
18,10,0.5143641616334589
18,11,0.6563507340222378
18,12,0.7484834140835456
18,13,0.8596676480810593
18,14,0.947248951367935
18,15.000000000000002,0.7536009639124988
18,16,0.7397115534806576
18,17,0.8781459180703542
18,18,0.9938786692525717
18,19,0.9486963283397174
18,20,1.3950926983747944
18,21,1.3380314164914864
18,22,0.9908055701691759
18,23,0.9473905002953925
18,24,1.0027048744708909
18,25,0.7754194111366425
19,1,0.4076640445486702
19,2,0.3989051231654601
19,3,0.32188651092617826
19,4,0.3598487118998466
19,5,0.3647674643787363
19,6,0.3587568784311203
19,7,0.4290551232284845
19,8,0.43001936817447134
19,9,0.40853329123400794
19,10,0.49232826400492036
19,11,0.6409613128890213
19,12,0.7265624414668155
19,13,0.8193333558191151
19,14,0.9455880636238065
19,15.000000000000002,0.8020030283490633
19,16,0.7088168782937859
19,17,0.8971571007163264
19,18,0.99824389750686
19,19,0.9631591247753946
19,20,1.4259193670525987
19,21,1.398531009843841
19,22,1.0191574677526503
19,23,0.9417401950464392
19,24,1.0199424485324484
19,25,0.7834161561796479
20,1,0.4079670224493901
20,2,0.39758700495372057
20,3,0.3200362716363844
20,4,0.36287539988514234
20,5,0.37490978983893747
20,6,0.35517766084250085
20,7,0.4322170297796824
20,8,0.4277179251606262
20,9,0.44806977853015106
20,10,0.5407410592309768
20,11,0.7125298050691209
20,12,0.7563838528706179
20,13,0.8024060869669556
20,14,0.9349912701696342
20,15.000000000000002,0.8829632115838144
20,16,0.7357630991105724
20,17,0.8692719910835645
20,18,1.0174377956912224
20,19,0.9439963276520013
20,20,1.4034997510693183
20,21,1.3863988008651436
20,22,0.9801803837702541
20,23,0.9321200270202639
20,24,0.9579410977668863
20,25,0.8137475385780342
21,1,0.40809280764037825
21,2,0.3958587444207957
21,3,0.31893560736401105
21,4,0.36516507968102707
21,5,0.37317117472596567
21,6,0.351242834821739
21,7,0.4307229395049556
21,8,0.4307928482247764
21,9,0.44944167262562024
21,10,0.5419137140624681
21,11,0.6908347046620882
21,12,0.7078602582863616
21,13,0.8066370489581257
21,14,0.9354432855470572
21,15.000000000000002,0.769541522388925
21,16,0.7647758719532594
21,17,0.8525223196233724
21,18,0.9883833960091435
21,19,0.9569588838957268
21,20,1.4167225169178657
21,21,1.3026083431577797
21,22,1.0058556319070093
21,23,0.9194208417544143
21,24,0.9838510922324135
21,25,0.7653544946776611
22,1,0.408022342963837
22,2,0.3938254918020195
22,3,0.3183811780558387
22,4,0.3669767042560008
22,5,0.3697465692940768
22,6,0.3522983472752999
22,7,0.42368971342139655
22,8,0.43371515737617367
22,9,0.47445718845332957
22,10,0.5284081867075108
22,11,0.6643393021863796
22,12,0.717561233489006
22,13,0.8126930603955385
22,14,0.8998642403789702
22,15.000000000000002,0.800064248964529
22,16,0.7646123725314072
22,17,0.8058400530818767
22,18,0.9696374232642112
22,19,0.9306168637967431
22,20,1.3983656791576775
22,21,1.3185524005401548
22,22,0.9987037292444413
22,23,0.9263508319273784
22,24,0.9946864854139269
22,25,0.7757128810907366
23,1,0.4077366701562518
23,2,0.3915816349203445
23,3,0.3184413476490666
23,4,0.36806295347947804
23,5,0.3635139684318552
23,6,0.34796356670350936
23,7,0.41383146050901815
23,8,0.4371182721297652
23,9,0.46185660132990175
23,10,0.5119871881682071
23,11,0.6140913381988756
23,12,0.6983522517067178
23,13,0.751386026201696
23,14,0.8872661513807171
23,15.000000000000002,0.8249982356827489
23,16,0.750868763551319
23,17,0.8673939945810794
23,18,0.9889505328593116
23,19,0.9030373464388496
23,20,1.3882318539957592
23,21,1.3500537951306641
23,22,1.0334637361904495
23,23,0.9359514904306714
23,24,1.00839252735776
23,25,0.7853536658274246
24,1,0.4072204538397692
24,2,0.38952194102872867
24,3,0.31912724503618334
24,4,0.3699166242937457
24,5,0.3591562936838114
24,6,0.3498994245275367
24,7,0.40925459978975454
24,8,0.46219437284287795
24,9,0.4619610321353815
24,10,0.5043588985603625
24,11,0.6073475556263256
24,12,0.7007758974715682
24,13,0.7988667590463889
24,14,0.9280104828638583
24,15.000000000000002,0.8410534290858831
24,16,0.8090210552478994
24,17,0.8609274931010085
24,18,0.9867883817735459
24,19,0.9348334905333485
24,20,1.328399271961673
24,21,1.3559931468778914
24,22,0.9944215176914611
24,23,0.9212291981717271
24,24,1.0109692730274429
24,25,0.7807545908322054
25,1,0.4064596410749712
25,2,0.3874215412358711
25,3,0.32047750875648057
25,4,0.3721437555512808
25,5,0.354849961925571
25,6,0.353252290463503
25,7,0.4056553186002677
25,8,0.4697479467511267
25,9,0.4414717347632328
25,10,0.49582327034258167
25,11,0.5721690143691383
25,12,0.6774236258840249
25,13,0.7819114922769178
25,14,0.9457993110266704
25,15.000000000000002,0.8334688784937118
25,16,0.7112278974290325
25,17,0.8927294987927294
25,18,0.999008335775469
25,19,0.9701834527268873
25,20,1.4226550142374674
25,21,1.2849904003468395
25,22,0.9538293259004725
25,23,0.9011802726013239
25,24,0.978080233277506
25,25,0.7700620573875417
26,1,0.4054436553352888
26,2,0.3853974355541156
26,3,0.32303183072477587
26,4,0.3748856429996254
26,5,0.35117067913955863
26,6,0.3637426879186914
26,7,0.3985131261530659
26,8,0.47732960233778265
26,9,0.43478569103338094
26,10,0.48868841741017094
26,11,0.5591574411234936
26,12,0.6955331210626489
26,13,0.7789804316422111
26,14,0.9028190137581007
26,15.000000000000002,0.7805353553633312
26,16,0.6909678349444794
26,17,0.8942259651840881
26,18,0.95858408702519
26,19,0.9205924110008679
26,20,1.333492023878719
26,21,1.3194238849988769
26,22,0.9934354938605958
26,23,0.9324819121032527
26,24,1.0045943377977207
26,25,0.7977787686905583
27,1,0.4041697542173738
27,2,0.3835549446382512
27,3,0.3267277866503608
27,4,0.3771479693445909
27,5,0.34705402379733613
27,6,0.36567287935200304
27,7,0.3955297136970433
27,8,0.47067044334014285
27,9,0.44175998021203583
27,10,0.4834411841622057
27,11,0.5647555776662123
27,12,0.6764654140222782
27,13,0.8017414437182019
27,14,0.9356039812343149
27,15.000000000000002,0.7706485249348122
27,16,0.7102255113706831
27,17,0.890812905994219
27,18,0.9660601188095179
27,19,0.9218428805369862
27,20,1.3797914919717318
27,21,1.2863145893061398
27,22,0.9756332294271883
27,23,0.8963309517738608
27,24,0.9937285119013256
27,25,0.7697889912590905
28,1,0.4026468200971432
28,2,0.38191769498260586
28,3,0.3316928684467029
28,4,0.37488204385216867
28,5,0.3442855171471841
28,6,0.36476108716155065
28,7,0.3914465266193001
28,8,0.45854348744681156
28,9,0.44088107794503323
28,10,0.4754930911325683
28,11,0.5615916445450372
28,12,0.6710035599543087
28,13,0.7681023360632764
28,14,0.9168155115574579
28,15.000000000000002,0.7494933676407156
28,16,0.714448021570466
28,17,0.9031325011582939
28,18,0.9694079410483557
28,19,0.9163476171244532
28,20,1.385111845911799
28,21,1.356227570608205
28,22,0.9945091160065463
28,23,0.8984133560820685
28,24,1.0115624996118355
28,25,0.7878660077076215
29,1,0.4008936923386932
29,2,0.3806049454824477
29,3,0.33806776851485876
29,4,0.3686420830813155
29,5,0.3444446681247679
29,6,0.3643271169885155
29,7,0.38925333988399585
29,8,0.4466165948726567
29,9,0.45144861573600853
29,10,0.4791878537228567
29,11,0.5804633565594058
29,12,0.6642407468636892
29,13,0.7761757246154136
29,14,0.9231287434423002
29,15.000000000000002,0.7510395884473308
29,16,0.7213650190050104
29,17,0.9118777475878296
29,18,0.9609523407993158
29,19,0.924326985816225
29,20,1.3553172115757979
29,21,1.3526436503030532
29,22,1.016265736506928
29,23,0.9167120674776339
29,24,1.0205394183020626
29,25,0.7934432342861963
30,1,0.39893703317689516
30,2,0.37959875996338344
30,3,0.34528431138175186
30,4,0.3604071465701239
30,5,0.34520240743949876
30,6,0.3625819575474268
30,7,0.3831890006443358
30,8,0.4312455383756302
30,9,0.45496841437502006
30,10,0.471388108885393
30,11,0.5671358502390379
30,12,0.6564511727070819
30,13,0.6999229703040292
30,14,0.9088708613963294
30,15.000000000000002,0.7365969554169098
30,16,0.7034924470528743
30,17,0.9006008148264172
30,18,0.9700491174423719
30,19,0.9383557428233776
30,20,1.3789831337976781
30,21,1.40841838705919
30,22,1.0161064491649259
30,23,0.9599402750195435
30,24,1.0528656115678214
30,25,0.8450511542111094
31,1,0.3968247588355176
31,2,0.37896197524204306
31,3,0.3538048298790745
31,4,0.3520909029527206
31,5,0.3521622537800576
31,6,0.36602020522735057
31,7,0.3811633219643724
31,8,0.4147022853507317
31,9,0.4677349193074525
31,10,0.5286864214397313
31,11,0.5736315806310668
31,12,0.7439112762548742
31,13,0.7463924280312552
31,14,0.9434470555700704
31,15.000000000000002,0.7783821493147105
31,16,0.6844114689195765
31,17,0.8192557596064065
31,18,1.0246354614784403
31,19,0.9324530180615249
31,20,1.2920877781878273
31,21,1.455426783183716
31,22,1.0648160138894105
31,23,0.9709835088664857
31,24,1.0444083600286254
31,25,0.8409916340444865
32,1,0.3945899880171601
32,2,0.3787400864748374
32,3,0.36241704725980645
32,4,0.3456484544005271
32,5,0.3538588204865461
32,6,0.36516573997590435
32,7,0.40407164355237146
32,8,0.39817343764099966
32,9,0.4708164979719139
32,10,0.5642978191626479
32,11,0.5823226643554636
32,12,0.6771626237906945
32,13,0.8279653345182492
32,14,0.8758239334096234
32,15.000000000000002,0.7429511482317613
32,16,0.7048725377927391
32,17,0.8659176524488412
32,18,0.9989210759442836
32,19,0.9522239935327034
32,20,1.348208512521239
32,21,1.3944756622386205
32,22,0.9728479651105332
32,23,0.9218481704513121
32,24,1.013274474104338
32,25,0.817783762728985
33,1,0.39224587342568307
33,2,0.3787512509090389
33,3,0.37079283855797396
33,4,0.33718561645566913
33,5,0.3621223012321862
33,6,0.36690554444558726
33,7,0.41256206041963384
33,8,0.4053504272372788
33,9,0.45698375519841383
33,10,0.5631417129799549
33,11,0.5919464565545308
33,12,0.7095650295595085
33,13,0.757867772650205
33,14,0.8810980365527952
33,15.000000000000002,0.7692693158310138
33,16,0.6791611184369003
33,17,0.910129555859457
33,18,0.9648885524516051
33,19,0.9225450149659452
33,20,1.3783799136356238
33,21,1.3061414918409655
33,22,0.9865832355720258
33,23,0.9421747459450353
33,24,0.9865423706487646
33,25,0.7911463230806839
34,1,0.38981260596765804
34,2,0.3789490107057886
34,3,0.377284395892618
34,4,0.3316427280798787
34,5,0.36589499922938795
34,6,0.36476713442920156
34,7,0.39846018119574345
34,8,0.4117434572617561
34,9,0.4523822488952865
34,10,0.5739818863410008
34,11,0.5863359950041097
34,12,0.649690901938042
34,13,0.7465303663131886
34,14,0.8389783375722681
34,15.000000000000002,0.7184669863513365
34,16,0.6690905814830659
34,17,0.8714367662761773
34,18,0.9584231401439727
34,19,0.9409112638579922
34,20,1.3589046854745508
34,21,1.3649976871836358
34,22,1.0110420247755392
34,23,0.9894457415598868
34,24,1.00819304135526
34,25,0.8086019942232793
35,1,0.38731868158628574
35,2,0.37944183056888864
35,3,0.38080290400440503
35,4,0.32602101062971856
35,5,0.36750853847971443
35,6,0.36428173614657167
35,7,0.3941846423309661
35,8,0.41562023780677465
35,9,0.4319382698331919
35,10,0.5549026421840693
35,11,0.5735364845521748
35,12,0.6563248116469651
35,13,0.734739259850527
35,14,0.8665243104557235
35,15.000000000000002,0.7514263467786457
35,16,0.6806886975155748
35,17,0.9323409123755285
35,18,0.9537232604784698
35,19,0.8981553942742514
35,20,1.3570913505705877
35,21,1.4112452419745685
35,22,1.0344778424290328
35,23,0.9706569114369027
35,24,1.0262591664626435
35,25,0.8112119737176979
36,1,0.38479664245803635
36,2,0.38013361399880286
36,3,0.3829063268702743
36,4,0.32170011838881873
36,5,0.3710388824886273
36,6,0.36501955024153965
36,7,0.38204952836846223
36,8,0.44354502940507584
36,9,0.421269898025022
36,10,0.5698015540779476
36,11,0.5913198148314879
36,12,0.7134771570019511
36,13,0.7978589062631004
36,14,0.8502633025906859
36,15.000000000000002,0.7841369734482387
36,16,0.6589738625347444
36,17,0.8232026514804426
36,18,0.9841724723538581
36,19,0.9137660935591544
36,20,1.2513344051330348
36,21,1.3990561024603392
36,22,1.0636968991640052
36,23,0.9192077190193101
36,24,1.0206238817085231
36,25,0.8084366948428953
37,1,0.3822760543491554
37,2,0.3810388107392072
37,3,0.38237490588931033
37,4,0.3189948963267789
37,5,0.3749700018609384
37,6,0.3648827118610207
37,7,0.3656080540248884
37,8,0.45499717224821534
37,9,0.43358487984278865
37,10,0.6109884320579074
37,11,0.5956571536566336
37,12,0.6696735523613917
37,13,0.905085872998326
37,14,0.8288089910918929
37,15.000000000000002,0.7926040514756411
37,16,0.6916774146565078
37,17,0.8006627460607293
37,18,0.9780325922653061
37,19,0.9627817651090881
37,20,1.3955010591284507
37,21,1.3532941044528464
37,22,1.0394877879527216
37,23,0.9983998354331747
37,24,1.067626275272103
37,25,0.8389378187104106
38,1,0.3797783793053691
38,2,0.3821757600167856
38,3,0.37803939783290963
38,4,0.31858674299272915
38,5,0.37566404290718114
38,6,0.3642075878137692
38,7,0.36816196005431395
38,8,0.44915417603641866
38,9,0.4272365930900029
38,10,0.5385312583510108
38,11,0.5871244326407862
38,12,0.7151657459325078
38,13,0.7945983262424243
38,14,0.8961121439122799
38,15.000000000000002,0.7561414373686441
38,16,0.7244269415726043
38,17,0.9032534933763565
38,18,0.943689723483631
38,19,1.017609901233969
38,20,1.3966420038342124
38,21,1.361921362000632
38,22,1.0180958441756855
38,23,0.9690541784043286
38,24,1.0870134515029188
38,25,0.8578486437726135
39,1,0.3773143247656028
39,2,0.38354154329083145
39,3,0.36878164611240644
39,4,0.32056735894934035
39,5,0.3708212305774407
39,6,0.3685101474767352
39,7,0.3695054480157729
39,8,0.4380609354761682
39,9,0.4468013984966586
39,10,0.550467217835986
39,11,0.5781556503118569
39,12,0.7263985523509955
39,13,0.7881423789730183
39,14,0.9200802772579518
39,15.000000000000002,0.740045634835028
39,16,0.6291845649994962
39,17,0.845047760799695
39,18,0.9390847004134206
39,19,0.9834697679350818
39,20,1.3368194906492985
39,21,1.3728038063980146
39,22,0.9946370202117838
39,23,1.0193628621687458
39,24,1.0300287508190396
39,25,0.8521801675682618
40,1,0.37488547053217597
40,2,0.38527130127572895
40,3,0.3574802858266212
40,4,0.32601983092118153
40,5,0.36538575303021203
40,6,0.3721900789515308
40,7,0.37214273593128183
40,8,0.4116657898864101
40,9,0.4605687877841655
40,10,0.5416500132221863
40,11,0.6108711832868069
40,12,0.722360901350158
40,13,0.8525553720662951
40,14,1.0073038328140826
40,15.000000000000002,0.8023892655797121
40,16,0.6726319895201897
40,17,0.8175577274931006
40,18,0.9548821657811106
40,19,0.9535765495572446
40,20,1.374635096790934
40,21,1.3154601455898012
40,22,0.9875044942353758
40,23,0.9128239167599415
40,24,1.0170911193399976
40,25,0.8278484495258248
41,1,0.37248193367046134
41,2,0.3877316462026186
41,3,0.3466836076196535
41,4,0.3318276819655238
41,5,0.35506499852409773
41,6,0.3720642197401887
41,7,0.38025076769220323
41,8,0.38611685102181226
41,9,0.42835800656489
41,10,0.505348083515152
41,11,0.5753007167278207
41,12,0.7191240933870569
41,13,0.7832673805374699
41,14,0.8996103401608709
41,15.000000000000002,0.7683891169749852
41,16,0.7263213815192283
41,17,0.823429498573601
41,18,0.9316483795325162
41,19,0.910987181140533
41,20,1.3308249735298465
41,21,1.2977753213373389
41,22,0.9729015816087262
41,23,1.0364890421263944
41,24,1.094252130412975
41,25,0.8399513334748325
42,1,0.3700895784096532
42,2,0.3915668426227613
42,3,0.3363367511409518
42,4,0.3411623047018369
42,5,0.3447595302687631
42,6,0.3761019253723196
42,7,0.3997759395799112
42,8,0.36983673384273535
42,9,0.44506704067912367
42,10,0.5428466255214617
42,11,0.5815300779860467
42,12,0.7003848010517174
42,13,0.9910245392114229
42,14,0.9065822141673378
42,15.000000000000002,0.809012397157707
42,16,0.6493409377783705
